name,category,street,contact,state,township
Hle Ka Lay Nè  Dein Chin Thè,Cold Drinks,"15/B, Yangon-Insein Rd., Corner of U Tun Linn Chan St.,Ward (1),","tel: 01-505432,tel: 09-5175803",Yangon Region,Kamayut(Kamayut)
Mingalar Par,Yogurt,"Anawmar St.,Corner of 19th St.,Pyi Myanmar Co-operative Shop Room,Ward (2-North)","tel: 09-791239787,tel: 09-73208105,tel: 09-420175494",Yangon Region,Thaketa(Thaketa)
"Green Circle Co.,Ltd.",Soft Drinks/Juices & Beverages,"116/A/2, Kanaung Min Thar Gyi St., Industrial Zone (1),","tel: 01-610456,tel: 01-610259,tel: 01-612754,tel: 01-610813,tel: 01-612756",Yangon Region,Shwe Pyi Thar(Shwe Pyi Thar)
2.9.5 [Kirisana],Butter,"295, Rm 3, Kon Zay Dan St., Upper Block,",tel: 09-5072539,Yangon Region,Pabedan(Pabedan)
"Dairy Myanmar Network Co.,Ltd.",Export & Import Companies,"30, Thu Nandar 1st St., Thu Mingalar Housing,","tel: 01-573548,tel: 09-252061100",Yangon Region,Thingangyun(Thingangyun)
U Sami,Water Pipes & Accessories,"62, 54th St.,  Upper Middle Block,","tel: 01-9010830,tel: 09-5172273",Yangon Region,Pazundaung(Pazundaung)
"Eastern Shining Star Travels & Tours Co.,Ltd.",Tourism Services,"284/B, 1st Flr, 40th St., Upper Block,","tel: 01-392685,tel: 09-73157452,tel: 09-252852063",Yangon Region,Kyauktada(Kyauktada)
Frolick,Yogurt,"2nd Flr,Junction Square","tel: 01-527242 Ext.3042,tel: 09-49208005,tel: 09-8621950,tel: 09-791709708",Yangon Region,Kamayut(Kamayut)
Daung Min,Water Pipes & Accessories,"90 St., Between 20 St. and 21 St., West No. 6 State Middle School, Near Shwe Lin Pin Pagoda,","tel: 09-2212372,tel: 09-43048566",Mandalay Region,Aung Myay Thar Zan(Aung Myay Thar Zan)
Zwe Kabar,,"36 St., Between 74 St. and 75 St.,","tel: 09-43099756,tel: 09-444028022",Maha Aung Myay,၃၆လမ္း၊ ၇၄လမ္း ႏွင့္ ၇၅လမ္း ၾကား၊
202 [Sweet Home],Water Pipes & Accessories,"202, 1st Flr, Bo Soon Pat St., Upper Middle Block,","tel: 09-777888141,tel: 01-256456,tel: 09-975325522",Yangon Region,Pabedan(Pabedan)
Aye Myitta,,"3, 73 St.,Between 35 St. and 36 St.,","tel: 02-73498,tel: 09-2063638,tel: 09-2032492",Maha Aung Myay,
"Global Vocation Tourism Services Co.,Ltd.",Tourism Services,"75, 1st Flr, Marlar Myaing 6th St., Ward (16),","tel: 01-2305311,tel: 09-36677227~9,tel: 09-795560096",Yangon Region,Hlaing(Hlaing)
MK. Mg Mg,Water Pipes & Accessories,"53, 55th St.,  Upper Middle Block,","tel: 09-5048887,tel: 09-49311720,tel: 09-73155276",Yangon Region,Pazundaung(Pazundaung)
Hle Ka Lay Nè  Dein Chin Thè,Cold Drinks,"60, Hledan Rd., Ward (3),","tel: 01-505432,tel: 09-5074490",Yangon Region,Kamayut(Kamayut)
"Global Asia Myanmar Travels & Tours Co.,Ltd.",Tourism Services,"167, 1st Flr, 38th St., Upper Middle Block,","tel: 01-391619,tel: 01-388911,tel: 09-49255980,tel: 09-43049603,tel: 09-43067325,tel: 09-450043884,tel: 09-250032489",Yangon Region,Kyauktada(Kyauktada)
"Global Grace Travels & Tours Co.,Ltd.",Tourism Services,"37, G and 1st Flr, Baho (East) St., Saya San (North-East) Ward,","tel: 01-549931,tel: 09-31101999,tel: 09-31070289,tel: 09-778555991~2",Yangon Region,Bahan(Bahan)
"Glorious Myanmar Co.,Ltd.",Tourism Services,"9, Bldg C/2, Yaw Min Gyi St., Yaw Min Gyi Ward,","tel: 01-242510,tel: 09-260336043",Yangon Region,Dagon(Dagon)
Silver Pearl,Fashion Shops,"36, Aung Myay Thar Yar St., Kone Ta La Paung,","tel: 09-448003036,tel: 09-789099738",Yangon Region,Mingalardon(Mingalardon)
Thein Myanmar,Yogurt,"210, Baho Rd., Kyun Taw (North) Ward,",tel: 09-5032476,Yangon Region,Sanchaung(Sanchaung)
Walco,Yogurt,"20, Mya Nandar 1st St., Mya Thida Ward,","tel: 09-73205542,tel: 09-43144283",Yangon Region,Mingalardon(Mingalardon)
TM,Yogurt,"Aung Zeya St., Corner of Aung Zeya 4th St., Yangon Thit Ward,","tel: 09-790139114,tel: 09-254190615",Yangon Region,Thingangyun(Thingangyun)
"Gateway [71] Travels & Tours Co.,Ltd.",Tourism Services,"77, Rm 1, G Flr, 38th St., Lower Middle Block,","tel: 01-249102,tel: 09-795321192~5",Yangon Region,Kyauktada(Kyauktada)
"Forever Top Travels & Tours Co.,Ltd.",Pilgrimage Tours,"Bldg D, Rm D/4/1, 4th Flr, North Bazaar St., E-Condo,","tel: 01-377646,tel: 01-371870,tel: 09-250515367",Yangon Region,Dagon(Dagon)
"Fair & Square Travels & Tours Co.,Ltd.",Tourism Services,"79,38th St.,Lower Middle Block","tel: 01-377688,tel: 09-73005511,tel: 09-73002211",Yangon Region,Kyauktada(Kyauktada)
"Fairness Travels & Tours Co.,Ltd.",Tourism Services,"36, Bo Hmu Aung St., Bo Sein Hman Ward,","tel: 01-545119,tel: 01-545601,tel: 01-8603844",Yangon Region,Bahan(Bahan)
Than Oo [Ko],Yogurt,"660/B, Hnin Si 4th St., Hta Wun Bae Ward,",tel: 09-30205270,Yangon Region,North Okkalapa (North Okkalapa )
Baho,,"75, 25 St., Between 83 St. and 84 St.,","tel: 02-36307,tel: 02-36310",Aung Myay Thar Zan,အမွတ္ ၇၅၊ ၂၅လမ္း၊ ၈၃လမ္း ႏွင့္ ၈၄လမ္း ၾကား၊
"Gold Backed Travels & Tours Co.,Ltd.",Tourism Services,"Rm 102, Shwe Gon Daing Rd., Shwe Gon Daing Tower (B),","tel: 01-554307,tel: 01-552849,tel: 09-5142773,tel: 09-73087411",Yangon Region,Bahan(Bahan)
241 K.M,,"241, Bo Soon Pat St.,","tel: 09-731391841,tel: 09-795419747",Pabedan,အမွတ္ ၂၄၁၊ ဗိုလ္ဆြန္ပက္လမ္း၊
Shwe Sin Pyan,,"1232, Thitsar Rd.,   Coner OfThumingar Rd,",tel: 09-43071086,South Okkalapa,
AA Electronics Ltd.,Television Sales & Services,"408/410, 1st Flr, Maha Bandoola Rd.,","tel: 01-249585,tel: 01-249587,tel: 01-384153",Yangon Region,Kyauktada(Kyauktada)
Cherry Myanmar,Water Treatment Systems,"200, Bo Soon Pat St., Upper Middle Block,","tel: 01-378978,tel: 09-5052674",Yangon Region,Pabedan(Pabedan)
LEO,,"75, 25 St., Between 83 St. and 84 St.,","tel: 02-36307,tel: 02-36310",Aung Myay Thar Zan,အမွတ္ ၇၅၊ ၂၅လမ္း၊ ၈၃လမ္း ႏွင့္ ၈၄လမ္း ၾကား၊
"Benhur Industries Co.,Ltd.",Water Tanks,"114/115, Kanaung Min Thar Gyi St., Industrial Zone (4),","tel: 09-5119440,tel: 01-682283,tel: 01-682289,tel: 01-682674,tel: 01-682961",Yangon Region,Shwe Pyi Thar(Shwe Pyi Thar)
"Firefly Travels & Tours Co.,Ltd.",Tourism Services,"173, G Flr, 35th St., Upper Middle Block,","tel: 01-391019,tel: 01-376168,tel: 01-371638,tel: 09-5026486,tel: 09-421015946,tel: 09-5501519",Yangon Region,Kyauktada(Kyauktada)
Aung [Ko],Refrigerators & Freezers Sales & Services,"94, Maha Bawga St., Ward (8),","tel: 09-31340091,tel: 09-260213188",Yangon Region,Mayangone(Mayangone)
"Great Star Light Travels & Tours Co.,Ltd.",Tourism Services,"102, Shwe Hinthar 2nd St., Ward (11),","tel: 01-512314,tel: 09-250270670,tel: 09-971630608",Yangon Region,Hlaing(Hlaing)
A Living Square,Bedroom Accessories,"35, Pyay Rd., Corner of U Kyaw Hla St.,Ward (7),","tel: 09-5124682,tel: 09-5166291,tel: 01-656505,tel: 09-450039398,tel: 09-5180454",Yangon Region,Mayangone(Mayangone)
"Golden Win Myanmar Travels & Tours Co.,Ltd.",Tourism Services,"136, 1st Flr, Sule Pagoda Rd., Upper Middle Block,","tel: 09-250300424,tel: 01-373715,tel: 09-960757900,tel: 09-251034613,tel: 09-960757600,tel: 09-960757800,tel: 09-73083399",Yangon Region,Kyauktada(Kyauktada)
Golden Pass Travels & Tours,Pilgrimage Tours,"576/D, Dhamar Yon St., 6½ Mile, Ward (10),","tel: 01-539924,tel: 09-30236315,tel: 09-43155489,tel: 09-5035181,tel: 01-524014,tel: 09-73200077",Yangon Region,Hlaing(Hlaing)
"Hantharwaddy Dynasty Travels & Tours Co.,Ltd.",Tourism Services,"279, 1st Flr, 40th St., Upper Block,","tel: 01-378198,tel: 09-73080830,tel: 09-420082433,tel: 09-260888644,tel: 09-260888655",Yangon Region,Kyauktada(Kyauktada)
"Great Expedition Travels & Tours Co.,Ltd.",Tourism Services,"Bldg 6, Rm 201, 2nd Flr, Kha Yae 1st St., Mya Kanthar Housing Complex 2,","tel: 01-530056,tel: 09-5118592,tel: 09-43064767,tel: 09-250660502",Yangon Region,Hlaing(Hlaing)
"Golden Gutter Travels & Tours Co.,Ltd.",Tourism Services,"59, 1st Flr, 37th St., Lower Block,","tel: 01-376419,tel: 09-5040903,tel: 09-5077226,tel: 09-73169739",Yangon Region,Kyauktada(Kyauktada)
"Full Bright Myanmar Co., Ltd.",,"115 / 116, Dana Theiddi St.,","tel: 09-261325077,tel: 09-261325066",Mayangone,
Gracious Myanmar Travel Ltd.,Tourism Services,"343, 1st Flr, Bo Aung Kyaw St., Upper Block,","tel: 01-374376,tel: 01-392552,tel: 01-392554",Yangon Region,Kyauktada(Kyauktada)
222,Water Pipes & Accessories,"717, Sittaung St., Industrial Zone (2),",tel: 01-590451,Yangon Region,South Dagon(South Dagon)
"Great Bamar Travels & Tours Co.,Ltd.",Tourism Services,"104/112, 2nd Flr, Anawrahta Rd.,","tel: 01-389628,tel: 09-450029517",Yangon Region,Kyauktada(Kyauktada)
222,Water Pipes & Accessories,"11 Shed, Rm 1/2, Pearl 6th St., Sawbwargyi Gone Warehouses,","tel: 01-642574,tel: 09-5115016",Yangon Region,Insein(Insein)
Golden Pagoda Travels Ltd.,Pilgrimage Tours,"Rm C/3, 3rd Flr, Oak St. (Kyar Taw Ya ), Shwe Dagon Pagoda (East Entrance), Shwe Nanthar Ward,","tel: 01-383395,tel: 09-5197448",Yangon Region,Bahan(Bahan)
Thamardi,,"144, Myin Taw Thar Rd., Ward (2-North)","tel:09969728192,tel:09969728193",Yangon Region,Thaketa
222,Water Pipes & Accessories,"1352/1354, Latha 2nd St., Industrial Zone (2),","tel: 01-594325,tel: 01-642574",Yangon Region,South Dagon(South Dagon)
"Golden Ambrosia Travels & Tours Co.,Ltd.",Tourism Services,"101, Rm 10, 2nd Flr, Kan St., Ward (10),","tel: 01-534484,tel: 09-5321442",Yangon Region,Hlaing(Hlaing)
Rinnai,,"A-3, Aung San Stadium (East Wing),","tel: 01-245543,tel: 09-73903736",Mingalar Taung Nyunt,
"HICOP Engineering Co., Ltd.",,"981, Bonmar 6th St., Za Myin Zwel Ward,","tel: 09-799153816,tel: 09-5066196",North Okkalapa,အမွတ္ ၉၈၁၊ ဘုမၼာ(၆)လမ္း၊ (ဈ)ရပ္ကြက္၊
"Libra Life Co.,Ltd.",Overseas Employment Agencies,"233, 37th St., Upper Block,","tel: 01-374030,tel: 09-5060507,tel: 09-5165027",Yangon Region,Kyauktada(Kyauktada)
"Libra Life Travels & Tours Co.,Ltd.",Tourism Services,"164, 2nd Flr, 38th St., Upper Middle Block,","tel: 01-375148,tel: 09-250088748",Yangon Region,Kyauktada(Kyauktada)
"M.A.P Co.,Ltd.",Tourism Services,"226/232, Rm 202, 2nd Flr, 36th St., Upper Block,","tel: 09-43151485,tel: 09-73202229",Yangon Region,Kyauktada(Kyauktada)
"Magado Travels & Tours Co.,Ltd.",Tourism Services,"165/167, 2nd Flr, 35th St., Upper Middle Block,","tel: 01-381200,tel: 01-204020,tel: 01-204200,tel: 01-700541,tel: 09-86323435",Yangon Region,Kyauktada(Kyauktada)
"Jade Castle Travels & Tours Co.,Ltd. [Jade Castle Group]",Tourism Services,"Rm 802, 8th Flr, Shwe Dagon Pagoda Rd., MWEA Tower,","tel: 01-393450,tel: 01-388766,tel: 09-256178569,tel: 09-256178568,tel: 09-250484822,tel: 01-375903",Yangon Region,Dagon(Dagon)
FDI Station [5],Vinyl Printing,"137, 34th St., Upper Middle Block,",tel: 09-425008784,Yangon Region,Kyauktada(Kyauktada)
"M.E.P Travels & Tours Co.,Ltd. [Myanmar El Dorado Paradise]",Tourism Services,"Bldg F, Kan St., Kan Yeik Mon Condo,","tel: 01-505929,tel: 01-664476,tel: 09-421127069,tel: 09-425319415,tel: 09-73174886",Yangon Region,Hlaing(Hlaing)
"Journeys Princess Myanmar Travels & Tours Co.,Ltd.",Tourism Services,"8, Aung Thukha 1st St., Ward (6),","tel: 01-706355,tel: 09-421101424,tel: 09-73145835,tel: 09-252030997",Yangon Region,Mayangone(Mayangone)
Lashio Pann,Air Ticketing Services,"127, 2nd Flr, U Chit Maung Rd., Saya San (North-West) Ward,","tel: 09-5263600,tel: 09-261526677",Yangon Region,Bahan(Bahan)
D-Max,Vinyl Printing,"124, 33rd St., Middle Block,","tel: 01-251442,tel: 01-378441,tel: 01-375043",Yangon Region,Kyauktada(Kyauktada)
Family,Vinyl Printing,"168/A, Bo Min Yaung Rd., Mingalar Taung Nyunt Ward,",tel: 09-31040985,Yangon Region,Mingalar Taung Nyunt(Mingalar Taung Nyunt)
Colour World [Yaung Sone Kabar],Vinyl Printing,"130/A, 34th St., Upper Middle Block,",tel: 01-245389,Yangon Region,Kyauktada(Kyauktada)
Computer Colour,Vinyl Printing,"117/127/G/1, 33rd St., Upper Middle Block,","tel: 01-243317,tel: 01-243986,tel: 01-380963",Yangon Region,Kyauktada(Kyauktada)
Colour World Digital Photo Service [Yaung Sone Kabar],Vinyl Printing,"129, 34th St., Upper Middle Block,","tel: 01-373024,tel: 01-389128",Yangon Region,Kyauktada(Kyauktada)
Entity Design,Vinyl Printing,"240, Mill St., Bamar Aye Ward,","tel: 09-795846339,tel: 09-250359026",Yangon Region,Dawbon(Dawbon)
Colour Palace,Vinyl Printing,"27,Pin Lon Rd.,Ward (29)","tel: 09-43129458,tel: 09-420745908,tel: 09-970768090",Yangon Region,North Dagon(North Dagon)
Colour Harmony,Vinyl Printing,"Rm 467/B, Bo Aung Kyaw St., Infront Of Mee Khwet Market, Ward (7),","tel: 09-73249906,tel: 09-975430108",Yangon Region,Hlaing Thar Yar(Hlaing Thar Yar)
Digital World,Vinyl Printing,"271, Thida Nwe St., Nwe Aye Ward,","tel: 09-43069563,tel: 09-777758971",Yangon Region,Dawbon(Dawbon)
Aung,,"2912/2913,   Sett Mu Pat St ,Zone (2), Ward (63),","tel: 09-8615154,tel: 09-49261785,tel: 09-5174851",South Dagon,
Golden Triangle,,"1036, Pyay Rd., Near Kyauk Taw Gyi Bus Stop, Entrance of Saw Bwar Gyi Gone Warehouse,","tel: 01-641611,tel: 09-5138651,tel: 09-975786000",Insein,ျပည္လမ္း၊ ေက်ာက္ေတာ္ႀကီးမွတ္တိုင္ အနီး၊
"Constructive Engineers Co., Ltd.",,"160, Bogyoke Aung San Rd.,","tel: 09-450050863,tel: 09-5121078",Pazundaung,
"Incredible Myanmar Travels & Tours Co.,Ltd.",Tourism Services,"244, 2nd Flr, 39th St., Upper Block,","tel: 01-376442,tel: 09-975009331",Yangon Region,Kyauktada(Kyauktada)
"Journey Star Co.,Ltd.",Tourism Services,"203, 7th Flr, 35th St., Upper Block,","tel: 01-374003,tel: 09-401661466,tel: 09-401651231",Yangon Region,Kyauktada(Kyauktada)
Shwe Nagar Plastic Product,,"54/55, Myawaddy Min Gyi Rd., Industrial Zone (2),","tel: 09-420084385,tel: 09-5065558",North Dagon,အမွတ္ ၅၄/၅၅၊ ျမဝတီမင္းၾကီးလမ္း၊ စက္မႈဇုန္(၂)၊
"MK MakHan Travels & Tours Co.,Ltd.",Tourism Services,"197/B, G Flr, 33rd St., Upper Block,","tel: 01-377593,tel: 09-43184580,tel: 09-73144718",Yangon Region,Kyauktada(Kyauktada)
"Mya Ohmar Travels & Tours Co.,Ltd.",Tourism Services,"102, 1st Flr, 37th St., Lower Middle Block,","tel: 09-420176351,tel: 09-49265802,tel: 01-370542",Yangon Region,Kyauktada(Kyauktada)
"Mega Two Star Travels & Tours Co.,Ltd.",Tourism Services,"33, Hman Yawai St., Saya San (North-East) Ward,","tel: 09-5141446,tel: 09-5032762,tel: 09-251039391,tel: 01-400600",Yangon Region,Bahan(Bahan)
i Mark,Vinyl Printing,"591, Khay Mar Kyaung St., Nya Ward,",tel: 09-783663901,Yangon Region,North Okkalapa (North Okkalapa )
I Mark,Vinyl Printing,"174, 34th St., Upper Block,","tel: 01-375487,tel: 09-43183986,tel: 09-43165823,tel: 09-73135602",Yangon Region,Kyauktada(Kyauktada)
Grace,Vinyl Printing,"199, U Chit Maung Rd., Corner of Saya San Rd.,Near Zay Gwe Bus Stop, Saya San (North-West) Ward,","tel: 09-5171274,tel: 09-420190217,tel: 09-263081101",Yangon Region,Bahan(Bahan)
Grace,Vinyl Printing,"93/B, 1st Flr, Bo Thura St., Corner of Kun Ywe Dan St., Zay Gyi (West) Ward,","tel: 09-420139609,tel: 09-420059249",Yangon Region,Kyeemyin Daing(Kyeemyin Daing)
Full Moon,Vinyl Printing,"493, Wai Bar Gi St., Hta Wun Bae Ward,","tel: 09-420141757,tel: 09-799491287",Yangon Region,North Okkalapa (North Okkalapa )
Forward Printing House & Media Group,Vinyl Printing,"156, 33rd St., Upper Block,","tel: 01-380565,tel: 09-788848079",Yangon Region,Kyauktada(Kyauktada)
ACE,,"219, Myin Wun U Aung Thu St.,  Industrial Zone (2),","tel: 09-450048469,tel: 09-73094221,tel: 01-684743",Hlaing Thar Yar,
Flying Colors,Vinyl Printing,"114/116, Maha Bandoola Rd.,","tel: 09-799111507,tel: 09-5084868",Yangon Region,Pazundaung(Pazundaung)
"First Ever Lucky Co.,Ltd.",Vinyl Printing,"147, 46th St., Upper Block, Ward (10),","tel: 01-397975,tel: 01-397976,tel: 09-73150885",Yangon Region,Botahtaung(Botahtaung)
Sein Fiber Glass Products,,"285, Yadanar Pon St., Industrial Zone, 2/144 Ward,","tel: 09-780395828,tel: 09-262277751,tel: 09-73183881",East Dagon,အမွတ္ ၂၈၅၊ ရတနာပံုလမ္း၊ စက္မႈဇုန္၊
Fujifilm,Vinyl Printing,"1, Rm 1, Yangon-Insein Rd., Near Hledan Junction, Ward (3),","tel: 01-526815,tel: 09-73192570",Yangon Region,Kamayut(Kamayut)
"Mother Chance Travels & Tours Co.,Ltd.",Tourism Services,"106,2nd Flr,38th St.,Lower Block","tel: 01-398464,tel: 01-507388,tel: 01-507425,tel: 09-49309889,tel: 09-5178265",Yangon Region,Kyauktada(Kyauktada)
"Mahar Zawgyi Travels & Tours Co.,Ltd.",Tourism Services,"79,1st Flr,Kaba Aye Pagoda Rd.,Shwe Taung Gyar Ward (2)","tel: 09-450034757,tel: 09-795771195",Yangon Region,Bahan(Bahan)
"Mandalar Charm Co.,Ltd.",Tourism Services,"226, 38th St., Upper Block,","tel: 01-242129,tel: 01-256672",Yangon Region,Kyauktada(Kyauktada)
"Mahar Zawgyi Travels & Tours Co.,Ltd.",Tourism Services,"Bldg 390, Rm 1, G Flr, Set Hmu (1) Rd., Saya San Ward,","tel: 09-450034757,tel: 09-5070429",Yangon Region,Bahan(Bahan)
"Magical Myanmar Holidays Travels & Tours Co.,Ltd.",Tourism Services,"361, 3rd Flr, Bo Aung Kyaw St., Upper Block,","tel: 01-392720,tel: 09-5323199",Yangon Region,Kyauktada(Kyauktada)
"Hein Myanmar Co.,Ltd",,"167, Set Hmu 3rd St., Myittar Nyunt Ward,","tel: 01-540214,tel: 01-8604323",Tarmwe,
"Flora [First Ever Lucky Co.,Ltd.]",Vinyl Printing,"147, 46th St., Upper Block,","tel: 01-397975,tel: 01-397976,tel: 09-73150885,tel: 09-5007204",Yangon Region,Botahtaung(Botahtaung)
"Mandalay Holidays Travels & Tours Co.,Ltd.",Tourism Services,"393/395, Rm 2/C, 2nd Flr, Bo Aung Kyaw St., City Shine Condo,","tel: 01-377332,tel: 01-377333",Yangon Region,Kyauktada(Kyauktada)
IT,Vinyl Printing,"29/E, Ma Hlwa Gone St., Corner of Kyauk Yae Twin St., Kyauk Myaung (Upper) Ward,","tel: 09-260007563,tel: 09-73217849",Yangon Region,Tarmwe(Tarmwe)
Kaung,Vinyl Printing,"182/B, 33rd St., Upper Block,","tel: 09-73185057,tel: 09-420096203",Yangon Region,Kyauktada(Kyauktada)
"Mega Two Star Travels & Tours Co.,Ltd.",Tourism Services,"33, Hman Yawai St., Saya San (North-East) Ward,","tel: 09-5141446,tel: 09-5032762,tel: 09-251039391,tel: 09-421133303",Yangon Region,Bahan(Bahan)
Image,Vinyl Printing,"5, 3rd Flr, Maha Bawga St., Myae Ni Gone (South) Ward,","tel: 09-420014608,tel: 09-255821913",Yangon Region,Sanchaung(Sanchaung)
K & K,Vinyl Printing,"31/37, 54th St., Lower Block,","tel: 09-420137255,tel: 09-450023444",Yangon Region,Botahtaung(Botahtaung)
Kant Kaw Yeik,Vinyl Printing,"136, Upper Pazundaung Rd., Taung Lone Pyan Ward,","tel: 09-73232015,tel: 09-420175445,tel: 09-448039173,tel: 09-5076845",Yangon Region,Mingalar Taung Nyunt(Mingalar Taung Nyunt)
Ko Kyaw Mya+Ma Aye Khin,Water Tanks,"3, Thumana St., Corner of Min Nandar Rd.,","tel: 09-5049884,tel: 09-975488177",Yangon Region,Thaketa(Thaketa)
Green Leaf,,"398, Set Hmu 1st St.,","tel: 09-5072760,tel: 09-79222229,tel: 09-421181784,tel: 09-43142001,tel: 09-73243346",South Dagon,
Top Fiber Glass Products,,"28, 2nd Flr, Tine Tar Min Gyi St., Corner of Maha Bandoola St., Ward (143),","tel: 01-591311,tel: 09-8526168",South Dagon,ဒုတိယထပ္၊ တိုင္းတာမင္းႀကီးလမ္း၊ မဟာဗႏၶဳလလမ္း ေထာင့္၊ (၁၄၃)ရပ္ကြက္၊
Myanmar Relo Solutions,Tourism Services,"11/A,1st Flr,Yadanar St.,Ward (5)","tel: 01-537783,tel: 01-537784,tel: 09-970498864",Yangon,Hlaing(Hlaing)
Lucky,,"5, Kyaikkasan Rd.,","tel: 09-252149779,tel: 09-972780539",Tarmwe,အမွတ္ ၅၊ က်ိဳကၠဆံလမ္း၊
"Myanmar Place Travel Co.,Ltd.",Tourism Services,"Rm 0209, 2nd Flr, Excel Shopping Mall,","tel: 09-31039297,tel: 09-31039296,tel: 09-31039293",Yangon Region,Bahan(Bahan)
"Myanmar Nara Apex Travels & Tours Co.,Ltd.",Tourism Services,"Rm B/4/L, 4th Flr, Shwe Gon Plaza,","tel: 01-540096,tel: 01-540097,tel: 01-545701,tel: 01-8603296",Yangon Region,Bahan(Bahan)
"Myanmar Polestar Travels & Tours Co.,Ltd.",Tourism Services,"Rm 507/508, 5th Flr, La Pyayt Wun Plaza,","tel: 01-382530,tel: 01-255638,tel: 01-393190",Yangon Region,Dagon(Dagon)
Inkpression,Vinyl Printing,"Bldg A/1,Rm 003,Thu Mingalar Rd.,Zar Li Taung Housing",,Yangon,Thingangyun(Thingangyun)
Image,Vinyl Printing,"22, Hlaing River Rd., Near Pauk Taw Wa Bus Stop, Ywar Ma (Mid) Ward,","tel: 09-73122458,tel: 09-73122906,tel: 09-420013063",Yangon Region,Insein(Insein)
"Myanmar Pleasant Scenery Co.,Ltd. [MPS]",Tourism Services,"214, Sakhan St., Near Ngar Htat Gyi Pagoda, Ngarr Htatt Gyee (South) Ward,","tel: 01-707093,tel: 01-706305",Yangon Region,Bahan(Bahan)
Academy [Ko Ohn Shwe],Water Pipes & Accessories,"7, Zaung Tu St., Industrial Zone (3),","tel: 01-590796,tel: 01-590797,tel: 01-590844,tel: 09-43109194",Yangon Region,South Dagon(South Dagon)
Myanmar Gateway,Tourism Services,"341, Bo Aung Kyaw St., Upper Block,","tel: 01-245546,tel: 09-790790500,tel: 09-790790600",Yangon Region,Kyauktada(Kyauktada)
"Myanmar Heart Land Tours Co.,Ltd. [MHL Tours]",Tourism Services,"6th Flr, U Wisara Rd., Wizaya Plaza,","tel: 01-501784,tel: 01-501784,tel: 09-5119282",Yangon Region,Bahan(Bahan)
"Myan Tour Co.,Ltd.",Tourism Services,"166/168, Rm 204, 2nd Flr, Anawrahta Rd.,","tel: 01-393179,tel: 09-253030304~7,tel: 09-252887733",Yangon Region,Kyauktada(Kyauktada)
Image Corner,Vinyl Printing,"90, Ingyin St., Ward (8),","tel: 09-799123996,tel: 09-263162014",Yangon Region,East Dagon(East Dagon)
