contact,name,category,township,street,state
"tel: 09-73207042,tel: 09-32755424",Miba Gone,Threads,Pabedan(Pabedan),"A Shed, Rm 267, Thein Gyi Market,",Yangon Region
tel: 09-5183404,Aung Myittar,Timber Merchants,South Dagon(South Dagon),"41, Hlaw Gar Rd., Ward (105),",Yangon Region
"tel: 09-73201962,tel: 01-370622 Ext.424,tel: 01-376334",Mingalar,Threads,Pabedan(Pabedan),"B Shed, Rm 347, Thein Gyi Market,",Yangon Region
"tel: 09-5079539,tel: 09-73201531,tel: 09-791555587",Aung Myat [U],Timber Merchants,South Dagon(South Dagon),"153, Taung Khwin Min Gyi St., East Dagon Industrial Zone (2),",Yangon Region
"tel: 09-73116729,tel: 09-450000587",Pyay Taw Moe,Tiles [Wall/Floor],Kamayut(Kamayut),"82, Baho Rd., Ward (3),",Yangon Region
"tel: 01-642388,tel: 01-641818,tel: 01-644563",Shwe Myittar Mon,Tiles [Wall/Floor],Insein(Insein),"32 Shed, Rm 7/8/9, Kyauk Sein 7th St., Sawbwargyi Gone Warehouses,",Yangon Region
"tel: 01-642122,tel: 09-420004229,tel: 09-43042992,tel: 09-799969051,tel: 09-799969041",Soe San Thar,Tiles [Wall/Floor],Insein(Insein),"32 Shed, Rm 5, Padamyar 7th St., Sawbwargyi Gone Warehouses,",Yangon Region
"tel: 09-30177788,tel: 09-795633385",Shwe Lar Ngwe Lar,Tiles [Wall/Floor],North Dagon(North Dagon),"Rm 29, Pin Lon Rd., YCDC Shop Room, Ward (33),",Yangon Region
"tel: 01-536597,tel: 09-73059711,tel: 09-73136533",Shwe Kabar,Tiles [Wall/Floor],Hlaing(Hlaing),"121/A,58th St.,Ward (7)",Yangon
"tel: 09-420020068,tel: 09-73089888,tel: 09-73388889,tel: 09-5177745,tel: 09-450053861",Royal Lin,Tiles [Wall/Floor],Insein(Insein),"677, Pyay Rd., Near 10 Mile, Saw Bwar Gyi Gone Ward,",Yangon Region
"tel: 09-785170558,tel: 09-5170558",Shwe Gabar,Tiles [Wall/Floor],Mingalardon(Mingalardon),"534/Ka Gyi, Zaw Ti Ka St., Thingangyun Gyi Ward,",Yangon Region
"tel: 01-566491,tel: 01-8550534,tel: 09-975121158,tel: 09-5121158",Shwe Eain San,Tiles [Wall/Floor],South Okkalapa (South Okkalapa ),"1267, Yadanar Rd., Corner of Daywaha St.,Ward (13),",Yangon Region
"tel: 01-640037,tel: 01-710098,tel: 01-644505,tel: 01-643803,tel: 09-965035930",Shwe Family,Tiles [Wall/Floor],Insein(Insein),"30 Shed, Rm 1, Kyauk Sein 6th St., Sawbwargyi Gone Warehouses,",Yangon Region
"tel: 01-642942,tel: 01-642122,tel: 09-5320948,tel: 09-255858518",Sein Win [2],Tiles [Wall/Floor],Insein(Insein),"15 Shed, Rm 3, Padamyar 7th St., Sawbwargyi Gone Warehouses,",Yangon Region
"tel: 01-376127,tel: 09-73237723,tel: 01-240600 Ext.4454",Aung Kaung,Yarn,Latha(Latha),"D Shed, Rm C/131/132/133, G Flr, Thein Gyi Market,",Yangon Region
"tel: 01-8550366,tel: 09-5018452",Aung Thukha,Timber Merchants,South Okkalapa (South Okkalapa ),"124/125, Set Hmu 2nd St., Industrial Zone,",Yangon Region
"tel: 01-524343,tel: 09-420078804",Aung Thu Hein,Timber Merchants,Kyeemyin Daing(Kyeemyin Daing),"56, Nat Sin St., Ma Gyee Dan (North-East) Ward,",Yangon Region
"tel: 01-642122,tel: 01-640021,tel: 01-640001,tel: 09-5124396,tel: 09-450011478",Shwe Nadi,Tiles [Wall/Floor],Insein(Insein),"8/2 Shed, Rm G, Shwe Wah St., Sawbwargyi Gone Warehouses,",Yangon Region
"tel: 09-5130889,tel: 01-553226",Aung Thitsar,Timber Merchants,Thaketa(Thaketa),"417, Shukhin Thar Rd., Near Dhamar Yone Bus Stop, Ward (7-East),",Yangon Region
"tel: 09-5129805,tel: 09-73191198,tel: 09-5192773",Aung Par Say,Timber Merchants,South Okkalapa (South Okkalapa ),"Rm 005, Waiza Yan Tar Rd., Industrial Zone,",Yangon Region
"tel: 09-420233000,tel: 09-421017567,tel: 09-73085106",Aung Thitsar,Timber Merchants,South Dagon(South Dagon),"25, Hlaw Gar Rd., Ward (56),",Yangon Region
tel: 09-784596039,Aung Thiha,Timber Merchants,Hlaing Thar Yar(Hlaing Thar Yar),"107/A, Sagaing St., Ward (10),",Yangon Region
"tel: 01-511495,tel: 01-524390",Aung Thein,Timber Merchants,Kyeemyin Daing(Kyeemyin Daing),"30, Salin St., Corner of Nat Sin St.,Thar Du (West) Ward,",Yangon Region
tel: 09-254614339,Aung Theiddi,Timber Merchants,South Okkalapa (South Okkalapa ),"Set Hmu 6th St.,Industrial Zone",Yangon Region
tel: 01-573155,Aung Thitsar,Timber Merchants,Thingangyun(Thingangyun),"1/C,Strand St.,Thuwana/29 Ward",Yangon Region
"tel: 09-73125982,tel: 09-5126839",Aung Thitsar,Timber Merchants,South Dagon(South Dagon),"2963, Set Hmu Zone Pat St., Industrial Zone (2),",Yangon Region
"tel: 01-614130,tel: 01-614131,tel: 01-614132",Shwe Myittar,Tiles [Wall/Floor],Shwe Pyi Thar(Shwe Pyi Thar),"88/89, Set Hmu Zone Rd., Industrial Zone (1),",Yangon Region
"tel: 09-974411877,tel: 09-972802596",Yangon Woolen & Ribben Industrial Limited,Threads,Hlaing Thar Yar(Hlaing Thar Yar),"50, Min Ye Kyaw Swar St., Shwe Linban Industrial Zone,",Yangon Region
"tel: 01-371800 Ext.375,tel: 09-5404566",555,Yarn,Pabedan(Pabedan),"Bldg 3, C Shed, Rm 18, Thein Gyi Market,",Yangon Region
"tel: 01-222698,tel: 09-43033588,tel: 09-450053861,tel: 01-2585246,tel: 09-5016886,tel: 09-5013136",Sein Ayeyar,Tiles [Wall/Floor],East Dagon(East Dagon),"49, Kyan Sit Thar Rd., Ward (109),",Yangon Region
"tel: 01-685726,tel: 09-250295788,tel: 09-250222658,tel: 09-250236786","Top Direction Industry Co.,Ltd.",Threads,Hlaing Thar Yar(Hlaing Thar Yar),"92, Pyin Si Min Thar Gyi St., Industrial Zone (4),",Yangon Region
tel: 09-250039971,Aung Myo Myint [Ko],Timber Merchants,Hlaing Thar Yar(Hlaing Thar Yar),"24/A, Mandalay St., Ward (14),",Yangon Region
"tel: 01-371800 Ext.375,tel: 09-5404566",555,Yarn,Pabedan(Pabedan),"B Shed, Rm 342, Thein Gyi Market,",Yangon Region
tel: 09-73011952,Aung Thapyay,Timber Merchants,Thaketa(Thaketa),"60/B, Aung Tha Pyay St., Ward (7-East),",Yangon Region
"tel: 01-371822 Ext.691,tel: 09-5179053",Tin Win [U],Threads,Pabedan(Pabedan),"B Shed, Rm 411, Thein Gyi Market,",Yangon Region
tel: 01-537090,"Top Direction Industry Co.,Ltd.",Threads,Bahan(Bahan),"7th Flr, U Wisara Rd., SBC Tower,",Yangon Region
,Yangon Store,Tiles [Wall/Floor],North Okkalapa (North Okkalapa ),"82,Padonmar St.,Nga Ward",Yangon
"tel: 01-642124,tel: 09-5142735",Win Thiri,Tiles [Wall/Floor],Insein(Insein),"N/37, Thukha St., Phawh Kan Ward,",Yangon Region
"tel: 01-556997,tel: 01-544664,tel: 01-545963,tel: 01-555996",TMW Enterprise Ltd. [INAX Showroom],Tiles [Wall/Floor],Bahan(Bahan),"56, Kaba Aye Pagoda Rd., Sasana Yeikthar Ward,",Yangon Region
tel: 09-5173246,Win Lwin [U],Threads,Thaketa(Thaketa),"428, Nawarat 2nd St., Ward (8),",Yangon Region
"tel: 09-795811215,tel: 01-371800 Ext.409,tel: 09-5504152",Thitsar Lwin [Thein Kabar],Threads,Pabedan(Pabedan),"Bldg 1/2, C Shed, Rm 25, G Flr, Thein Gyi Market,",Yangon Region
"tel: 09-263090895,tel: 09-254260337","Yangon Home Co.,Ltd.",Tiles [Wall/Floor],Insein(Insein),"6/D/36, Lan Thit Rd., Nant Thar Gone Ward,",Yangon Region
tel: 09-251046654,Thein Soe [U],Tiles [Wall/Floor],Insein(Insein),"49, Thukha St., Phawh Kan Ward,",Yangon Region
"tel: 01-545245,tel: 01-545257,tel: 09-5017528,tel: 09-5148420,tel: 09-73123287","Win, Than, Htay, Min Co.,Ltd. [Po Seng]",Tiles [Wall/Floor],Tarmwe(Tarmwe),"365, Kyaikkasan Rd., Tarmway Gyee (Kha) Ward,",Yangon Region
tel: 09-31572825,"Forward Myanmar Technology Co.,Ltd.",Security Systems & Equipment,Hlaing(Hlaing),"Bldg 51, Rm 6, 4th St., Bayint Naung Housing,",Yangon Region
"tel: 01-241763,tel: 09-5048196,tel: 01-240600 Ext.4693",Min Zaw [Flying Eagle],Sewing Machines & Accessories,Latha(Latha),"D Shed, Rm C/279/280, G Flr, Thein Gyi Market,",Yangon Region
"tel: 01-9640154,tel: 09-43046111,tel: 09-43159999,tel: 09-5141449",Theik Hti Shin [2],Tiles [Wall/Floor],Insein(Insein),"101 Shed, Rm 6, Shwe Wah St., Sawbwargyi Gone Warehouses,",Yangon Region
tel: 09-73212175,Aye Mya Khaing [Daw],Timber Merchants,Hlaing Thar Yar(Hlaing Thar Yar),"196, Taung Ngu St., Ward (1),",Yangon Region
"tel: 09-73038583,tel: 09-254208997,tel: 09-73240743,tel: 09-5135952",Thamardi,Tiles [Wall/Floor],Sanchaung(Sanchaung),"12, Ma U Pin St., Kyun Taw (South) Ward,",Yangon Region
tel: 09-795713723,Aung Zaw Moe [Ko],Timber Merchants,Insein(Insein),"822, Ywar Lel St., Sint Ngu Ward,",Yangon Region
tel: 09-5507079,Aye Aye Win [Ma],Timber Merchants,Thaketa(Thaketa),"10/A,Myin Taw Thar Rd.,Ward (4-North)",Yangon
"tel: 09-5165040,tel: 09-8613184,tel: 09-798432586",Aye Chit [Daw],Timber Merchants,Thaketa(Thaketa),"3, Myin Taw Thar Rd., Corner of Man Pyay 2nd St.,Man Pyay Ward (3),",Yangon Region
"tel: 01-241763,tel: 01-242771 Ext.2042,tel: 01-240600 Ext.4693,tel: 09-5048196,tel: 09-794014055",Min Zaw,Buttons & Sequins [Manu/Dist],Latha(Latha),"D Shed, Rm F/543/544, Underground, Thein Gyi Market,",Yangon Region
tel: 09-43193480,Aung Win Sein [U],Timber Merchants,South Okkalapa (South Okkalapa ),"Myittar Rd.,Mya Thida Co-op Shop Room,Ward (11)",Yangon Region
"tel: 09-43075184,tel: 09-43160009,tel: 01-9690184",Aung Yadanar,Timber Merchants,North Okkalapa (North Okkalapa ),"660, May Darwi Rd., Sa Lein Ward,",Yangon Region
"tel: 01-700773,tel: 09-73011433,tel: 09-5130545,tel: 09-73102649",Aung Zeya,Timber Merchants,Hlaing Thar Yar(Hlaing Thar Yar),"33, Aung Zeya St., Industrial Zone (7),",Yangon Region
"tel: 01-8564911,tel: 09-73055708",Aung Thura [U],Timber Merchants,Thingangyun(Thingangyun),"16, Loot Latt Yay St., Yangon Thit Ward,",Yangon Region
"tel: 09-8636809,tel: 01-561246,tel: 01-565449,tel: 01-565663",Aung Thukha,Timber Merchants,South Okkalapa (South Okkalapa ),"70/71/72, Set Hmu 1st St., Industrial Zone,",Yangon Region
"tel: 01-251538,tel: 01-372344,tel: 01-384969,tel: 01-240937,tel: 01-245173",Hla Myint [U] & Sons,Laces,Pabedan(Pabedan),"112/B, 25th St., Upper Middle Block,",Yangon Region
tel: 09-259645115,Grees,Buttons & Sequins [Manu/Dist],Pabedan(Pabedan),"East B Shed, Rm 523, Bogyoke Aung San Market,",Yangon Region
"tel: 09-5143822,tel: 01-245099,tel: 01-388220 [Res]",Kan Nyunt [U] + Tin Yi [Daw],Yarn,Pabedan(Pabedan),"B Shed, Rm 394, Thein Gyi Market,",Yangon Region
"tel: 09-31278241,tel: 09-262601862",Family,Buttons & Sequins [Manu/Dist],Pabedan(Pabedan),"East A Shed, Rm 32, Bogyoke Aung San Market,",Yangon Region
"tel: 09-31348264,tel: 09-421143572",Chan Myae,Sewing Machines & Accessories,Pabedan(Pabedan),"118, 25th St., Upper Middle Block,",Yangon Region
tel: 01-579073,Aung Thukha,Timber Merchants,South Okkalapa (South Okkalapa ),"123/126, Set Hmu 3rd St., Industrial Zone,",Yangon Region
tel: 01-545383,"Than Lwin Int'l Co.,Ltd.",Tiles [Wall/Floor],Bahan(Bahan),"127/A, Shwe Gon Daing Rd., Infront Of Yuzana Hotel, Shwe Gon Daing (West) Ward,",Yangon Region
"tel: 01-240600 Ext.4849,tel: 01-370622 Ext.178,tel: 01-371822 Ext.178,tel: 09-5005431,tel: 09-5156267",Fuji U Kyi Maung,Yarn,Pabedan(Pabedan),"B Shed, Rm 353, Thein Gyi Market,",Yangon Region
tel: 09-73186411,"Sosuco Tile Cotto [Focus Enterprise Co.,Ltd.]",Tiles [Wall/Floor],North Okkalapa (North Okkalapa ),"Bldg H,Rm 1/2,Thiri Yadanar Retail/Wholesale Market",Yangon Region
"tel: 01-8562094,tel: 09-254442029,tel: 09-791981896","Mecom Service Co.,Ltd.",Tender & Bidding Services,South Okkalapa (South Okkalapa ),"401/A, 14th Flr, Ward (3),",Yangon Region
tel: 01-521128,"Bagan Business Group Trading Co.,Ltd.",Construction Materials,Hlaing(Hlaing),"Bldg 5, Rm 2, MICT Park,",Yangon Region
"tel: 09-73052927,tel: 09-73155509",MCC,Sewing Machines & Accessories,Pabedan(Pabedan),"117, 25th St., Upper Middle Block,",Yangon Region
"tel: 01-387508,tel: 01-377501,tel: 01-387512","Basin Int'l Co.,Ltd.",Export & Import Companies,Dagon(Dagon),"Rm 503, 5th Flr, La Pyayt Wun Plaza,",Yangon Region
"tel: 01-656622,tel: 01-9699541~3","Elite Telecom Public Co.,Ltd.",Stock Share Service Companies,Mayangone(Mayangone),"Bldg A/9/10, Rm 1/2, Min Dhama Rd., Shwe Kabar Housing,",Yangon Region
"tel: 09-5007140,tel: 01-205914,tel: 09-5019981",Aye Mya Chan Thar,Textiles,Mingalar Taung Nyunt(Mingalar Taung Nyunt),"58, 122th St., Yae Twin Gone Ward,",Yangon Region
"tel: 01-200747 Ext.1162,tel: 09-73052227,tel: 01-200747 Ext.1079,tel: 01-228430 [Res]",Aung Tint [U],Textiles,Mingalar Taung Nyunt(Mingalar Taung Nyunt),"Rm G-39/40, G Flr, Yuzana Plaza,",Yangon Region
"tel: 09-250869733,tel: 09-263122858",Bawa Thit,Timber Merchants,North Okkalapa (North Okkalapa ),"116, Kanaung 10th St., Shwe Pauk Kan Industrial Zone,",Yangon Region
"tel: 01-240974,tel: 01-242775 Ext.2164",Poe,Buttons & Sequins [Manu/Dist],Latha(Latha),"D Shed, Rm F/592/593, Underground, Thein Gyi Market,",Yangon Region
tel: 01-559492,See Sar Soe San Group Of Companies,Export & Import Companies,Bahan(Bahan),"7, Aye Yeik Thar 1st St., Saya San Ward,",Yangon Region
"tel: 01-293636,tel: 09-250455822",Pearl Yadanar [Garment Accessories & General Trading],Buttons & Sequins [Manu/Dist],Mingalar Taung Nyunt(Mingalar Taung Nyunt),"45, 118th St., Yae Twin Gone Ward,",Yangon Region
"tel: 01-387532,tel: 01-250723,tel: 01-242775 Ext.2185/2266,tel: 09-73240737,tel: 09-32124422",Pauk Si [U],Buttons & Sequins [Manu/Dist],Latha(Latha),"123, 24th St., Upper Block,",Yangon Region
"tel: 09-73135777,tel: 09-43008099,tel: 09-33884777,tel: 09-73214777,tel: 09-33882777",Autumn Dream Group of Companies,Construction Services,South Okkalapa (South Okkalapa ),"1/A/45, UZana St., Mya Thidar Housing,",Yangon Region
"tel: 01-687957,tel: 01-682283,tel: 01-687956,tel: 01-682076,tel: 01-682289,tel: 01-682674,tel: 01-682961","Benhur Trading Co.,Ltd.",Bathroom & Toilet Accessories,Hlaing Thar Yar(Hlaing Thar Yar),"40, Kanaung Min Thar Gyi St., Industrial Zone (1),",Yangon Region
"tel: 09-73096666,tel: 09-73064444","K Future Co.,Ltd.",Construction Services,Pabedan(Pabedan),"258/262, 12th Flr, Strand Rd., Classic Strand Condominium,",Yangon Region
"tel: 01-501404,tel: 01-2305839","Asia Energy Supply & Services Co.,Ltd. [AESS]",Tender & Bidding Services,Kamayut(Kamayut),"Rm 108, 1st Flr, Bayint Naung Rd., Bayint Naung Tower 2/B,",Yangon Region
"tel: 09-5159749,tel: 09-73050971",Nu Nu,Buttons & Sequins [Manu/Dist],Pabedan(Pabedan),"B Shed, Rm 358, Thein Gyi Market,",Yangon Region
"tel: 09-250366539,tel: 09-5168907,tel: 09-73146980","ANC Fortune Winner Co.,Ltd.",Engineering Process Control/Instrumentation & Automation,Kyeemyin Daing(Kyeemyin Daing),"21, G Flr, Tasaung Gyee St., Oh Bo Ward,",Yangon Region
,"Aung Import & Export Co.,Ltd.",Export & Import Companies,Insein(Insein),"105 Shed,Rm 4,Shwe Wah St.,Sawbwargyi Gone Warehouses",Yangon
"tel: 01-644502,tel: 09-8633829,tel: 09-5138518,tel: 09-43119135,tel: 09-5028188","ATC [Aung Tine Chit Co.,Ltd.]",Export & Import Companies,Insein(Insein),"98 Shed, Rm 2/3, Shwe Wah St., Sawbwargyi Gone Warehouses,",Yangon Region
"tel: 09-5148142,tel: 09-73045910,tel: 09-30324841,tel: 01-240600 Ext.4105/4299,tel: 09-261201448",Nyein Chan Yae Bo Bo,Sewing Machines & Accessories,Pabedan(Pabedan),"Bldg 3, C Shed, Rm 39~42, G Flr, Thein Gyi Market,",Yangon Region
"tel: 09-49258921,tel: 09-974379888,tel: 01-382284",Sein Shwe,Laces,Pabedan(Pabedan),"117, Rm 3/4, 25th St., Upper Middle Block,",Yangon Region
"tel: 09-5402918,tel: 09-5056989",Yaung Chi Oo,Tiles [Wall/Floor],Insein(Insein),"1031/A, Pyay Rd., 10 Mile, Saw Bwar Gyi Gone Ward,",Yangon Region
"tel: 01-646707,tel: 01-646510,tel: 01-644626,tel: 09-5034781",707,Water Tanks,Insein(Insein),"4/10 Shed, Rm A/B/C/D, Kyauk Sein St., Sawbwargyi Gone Warehouses,",Yangon Region
"tel: 01-241271,tel: 09-5131535,tel: 01-254282,tel: 09-5131596","AL-Ameen Int'l Co.,Ltd.",Bathroom & Toilet Accessories,Pabedan(Pabedan),"549,2nd Flr,Maha Bandoola Rd.",Yangon Region
"tel: 01-249952,tel: 09-73023344,tel: 09-5500535,tel: 01-240600 Ext.4134",Naing Star,Sewing Machines & Accessories,Pabedan(Pabedan),"C Shed, Rm 25/B, G Flr, Thein Gyi Market,",Yangon Region
"tel:09969728190,tel:09969728191",A1,,Thingangyun,"20, U San Phay Rd., Near Thingangyun Market, Sa-Lone/Thu Mingalar Ward",Yangon Region
"tel: 01-374613,tel: 09-5007749",Aung,Bathroom & Toilet Accessories,Pabedan(Pabedan),"66, 28th St., Lower Middle Block,",Yangon Region
"tel: 01-243573,tel: 09-5008146,tel: 09-8620752,tel: 01-240600 Ext.4249,tel: 01-254371 [Res]",Naing Naing,Wool Products,Pabedan(Pabedan),"B Shed, Rm 323, Thein Gyi Market,",Yangon Region
"tel: 09-5009827,tel: 09-8617021",Aung Kyaw Thein,Wooden Products & Hardwood Shops,South Okkalapa (South Okkalapa ),"229, Waiza Yan Tar Rd., Ward (11),",Yangon Region
"tel: 09-73005378,tel: 09-5148929,tel: 09-5141454",Ayeyar Wun,Timber Merchants,North Dagon(North Dagon),"231/1, Bo Zinyaw St., Ward (30),",Yangon Region
"tel: 09-73153126,tel: 09-450003169,tel: 09-421090185",MMM,Sewing Machines & Accessories,Pabedan(Pabedan),"117, 25th St., Upper Middle Block,",Yangon Region
"tel: 01-548051,tel: 01-503695,tel: 09-73003116","Aluminium Empire Co.,Ltd.",Aluminium Frames & Furnitures,Tarmwe(Tarmwe),"241, Kyaikkasan Rd., Byine Ywar Ma Ward,",Yangon Region
"tel: 09-5418944,tel: 09-260555441,tel: 09-33335199","Essential World Home Decoration Co.,Ltd.",Electrical Goods Sales,Tarmwe(Tarmwe),"161, Lay Daunt Kan Rd., Tarmway Lay Ward,",Yangon Region
"tel: 01-376192,tel: 09-250515244",Naing,Buttons & Sequins [Manu/Dist],Pabedan(Pabedan),"B Shed, Rm 340, Thein Gyi Market,",Yangon Region
"tel: 09-254030077,tel: 09-254030099","Eco-Life Co.,Ltd.",Construction & Contractor Equipment & Supplies,Thaketa(Thaketa),"274/D, 3rd Flr, Myin Taw Thar Rd., Infront Of MPPE Station, Man Pyay Ward (3),",Yangon Region
"tel: 09-73037877,tel: 09-73073284",Aye [U] & Sons,Timber Merchants,North Okkalapa (North Okkalapa ),"481/482, Wai Bar Gi St., Hta Wun Bae Ward,",Yangon Region
"tel: 01-695228,tel: 09-795670777,tel: 09-795670666,tel: 09-795670555",Aye [U] & Sons,Timber Merchants,North Okkalapa (North Okkalapa ),"351,Bo Tayza St.,Shwe Pauk Kan Industrial Zone",Yangon Region
tel: 09-5173297,Barbu,Timber Merchants,Thaketa(Thaketa),"527, Myin Taw Thar Rd., Ward (4-South),",Yangon Region
tel: 01-370105,Thamar Arziawa,Laces,Pabedan(Pabedan),"138/B, 25th St., Upper Middle Block,",Yangon Region
tel: 01-249948,Tin Hla [U],Sewing Machines & Accessories,Pabedan(Pabedan),"117, Rm 2, 25th St., Upper Middle Block,",Yangon Region
"tel: 09-5111929,tel: 09-73123891,tel: 09-73084195,tel: 09-5188406",Swan Htet Aung,Embroidery Machines & Services,Hlaing Thar Yar(Hlaing Thar Yar),"302, Bo Aung Kyaw St., Ward (13),",Yangon Region
"tel: 09-73021688,tel: 09-73236957,tel: 09-450537727",De Dee,Bathroom & Toilet Accessories,Pabedan(Pabedan),"42, 28th St., Lower Middle Block,",Yangon Region
"tel: 09-261598970,tel: 09-450848828",Taw Win,Leather Goods Shops,Thaketa(Thaketa),"898/B, Myin Taw Thar Rd., Ward (4-North),",Yangon Region
"tel: 01-252927,tel: 01-382435,tel: 01-375061,tel: 09-5004269,tel: 09-73130100","Star Light General Trading Co.,Ltd. [Sl]",Export & Import Companies,Pabedan(Pabedan),"72/A, 27th St., Lower Block,",Yangon Region
"tel: 09-31559698,tel: 01-701706,tel: 01-370622,tel: 01-371822 Ext.444",Shwe Min Thar,Wool Products,Pabedan(Pabedan),"B Shed, Rm 324, Thein Gyi Market,",Yangon Region
"tel: 09-73048171,tel: 09-73224926,tel: 01-382600 Ext.179",Seven Star,Buttons & Sequins [Manu/Dist],Pabedan(Pabedan),"117, Rm 6, 25th St., Upper Middle Block,",Yangon Region
"tel: 09-73172144,tel: 09-253708622",Shwe Wah,Buttons & Sequins [Manu/Dist],Pabedan(Pabedan),"B Shed, Rm 360, Thein Gyi Market,",Yangon Region
"tel: 01-655865,tel: 01-662706,tel: 09-5105356,tel: 09-450024151","Dawna Myint Oo Co.,Ltd.",Bathroom & Toilet Accessories,Mayangone(Mayangone),"14/A, Pyay Rd., Near A-1 Bus Stop, Ward (5),",Yangon Region
"tel: 09-5167606,tel: 09-785167606,tel: 09-450541482,tel: 09-975563617,tel: 09-253834141,tel: 09-253547800",Ba Myint [U] & Sons,Timber Merchants,Thaketa(Thaketa),"25/A/2, Myin Taw Thar Rd., Ward (4-North),",Yangon Region
tel: 09-264605061,Aye [U] & Sons,Timber Merchants,North Okkalapa (North Okkalapa ),"332, Bagan Rd., Shwe Paukkan Ward (14/5),",Yangon Region
tel: 09-457192403,C & C,Parquet Floorings,Kamayut(Kamayut),"16, Baho Rd., Ward (3),",Yangon Region
"tel: 01-642698,tel: 01-646511,tel: 09-5019468,tel: 09-450024152","Dawna Myint Oo Co.,Ltd.",Bathroom & Toilet Accessories,Insein(Insein),"8/4 Shed, Rm E/F/G, Shwe Wah St., Sawbwargyi Gone Warehouses,",Yangon Region
"tel: 09-421000882,tel: 09-421000996,tel: 09-450045922","Diamond Standard [Diamond Construction Co.,Ltd.]",Construction Services,North Dagon(North Dagon),"A/56, U Wisara Rd., Industrial Zone,",Yangon Region
"tel: 01-618069,tel: 09-73086173","Champion Co.,Ltd.",Interior Decoration Materials & Services,Shwe Pyi Thar(Shwe Pyi Thar),"7/64, Seikkanthar St., Industrial Zone (3),",Yangon Region
"tel: 01-243413,tel: 09-963098708,tel: 09-73190804",Tin Aye [Ko],Laces,Pabedan(Pabedan),"136/1/A, 25th St., Upper Middle Block,",Yangon Region
"tel: 01-641829,tel: 09-43065777",Dawna Than Lwin,Bathroom & Toilet Accessories,Insein(Insein),"17 Shed, Rm 10, Padamyar 6th St., Sawbwargyi Gone Warehouses,",Yangon Region
"tel: 01-373450,tel: 01-243191,tel: 01-384951,tel: 01-384952,tel: 01-385037",Big M Enterprises Ltd.,Aluminium Frames & Furnitures,Pabedan(Pabedan),"72/B, 27th St., Lower Middle Block,",Yangon Region
tel: 09-73231220,Aye [U] & Sons,Timber Merchants,Shwe Pyi Thar(Shwe Pyi Thar),"67,Set Hmu Zone Rd.",Yangon Region
"tel: 09-5089546,tel: 09-5165071,tel: 01-684908,tel: 09-49222997",Aye Myittar,Timber Merchants,Hlaing Thar Yar(Hlaing Thar Yar),"1820~1822,P Moe Ninn St.,Ward (6)",Yangon Region
"tel: 01-246278,tel: 09-5181538",Yoon Nu Hlwar,Fancy Stores,Latha(Latha),"113, 24th St., Upper Block,",Yangon Region
"tel: 01-250678,tel: 01-205163",Trust,Sewing Machines & Accessories,Pabedan(Pabedan),"130/132, 1st Flr, 25th St., Upper Middle Block,",Yangon Region
"tel: 01-382600 Ext.179,tel: 09-73048171,tel: 09-73224926",Seven Star,Sewing Machines & Accessories,Pabedan(Pabedan),"321/323, Rm 4, 25th St., Upper Middle Block,",Yangon Region
"tel: 01-200747 Ext.1544,tel: 09-73242494",Yamin Eain,Fancy Stores,Mingalar Taung Nyunt(Mingalar Taung Nyunt),"Rm H-47/48, G Flr, Yuzana Plaza,",Yangon Region
