contact,name,category,township,street,state
" 095006855, 01218439 [Res]",Kyaw,Pawn Shops,Kyeemyin Daing,"38, Thida St., Corner of Thit Yar St.,Thida Ward,",Yangon Region
" 0973203828, 09450006263",Khin Maung [Mg] & Son,Pet Shops,Pabedan,"A Shed, Rm 148/149, Thein Gyi Market,",Yangon Region
 09421026175,Khwar Nyo,Pet Shops,North Dagon,"8/9/10,Pin Lon Rd.,Ward (29)",Yangon Region
 0973037548,Thit Sann,Pharmaceutical Manufacturers,North Dagon,"512, Shwe Sin 7th St., Ward (44),",Yangon Region
" 01549116, 095036502",A Kabar,Book Shops,Bahan,"134, New University Avenue Rd., Corner of Kaba Aye Pagoda Rd., Saya San Ward,",Yangon Region
" 01291499 [Res], 095122069, 095411529","Y  Yo Co.,Ltd.",Pharmaceutical Manufacturers,South Dagon,"175,Inya St.,Industrial Zone (2)",Yangon Region
" 01548667, 0943176317, 09421071602",Yadanar Tun,Pharmaceutical Manufacturers,South Dagon,"317/318, Pan Hlaing St., Industrial Zone (2),",Yangon Region
" 092450072, 09965670305, 09252089718",Chue Yarzar Pharmaceutical Manufactures,Traditional Medical Halls,North Okkalapa ,"260, Bonmar St., Nya Ward,",Yangon Region
" 09794865583, 0932320193",Khaing Win [Ko],Pet Shops,North Okkalapa ,"439, Mya Yadanar 2nd St., Kha Ward,",Yangon Region
 095261064,Wone Wan,Pharmaceutical Manufacturers,Thingangyun,"Bldg 1, Hnin Cherry Lane(2), Snow Garden Housing, (Ga-Gyi) Ward,",Yangon Region
" 09420061777, 095015095, 01695229, 01695336",Zabu Yadanar,Pharmaceutical Manufacturers,North Okkalapa ,"205/207/208,Kanaung 6th St.,Shwe Pauk Kan Industrial Zone",Yangon Region
" 0943054729, 0973224815",Kyaw Soe Moe,Pet Shops,North Okkalapa ,"243, Aung Mingalar St., Shwe Paukkan Ward (21),",Yangon Region
" 01384183, 01253454, 0973207711",Two Snakes,Pharmaceutical Manufacturers,Kyauktada,"57, 38th St., Lower Middle Block,",Yangon Region
" 01299670, 01398598, 095103017, 0973243126",Myanma Pest Control Service,Pest Control Services,Botahtaung,"46/A, 1st Flr, Bogalay Zay St., Lower Block,",Yangon Region
" 01392710, 0973044208, 0973160233",Mandalar Pest Control Enterprise [MDPC],Pest Control Services,Botahtaung,"119, 41st St., Lower Middle Block,",Yangon Region
" 095261064, 095263012",Wone Won,Pharmaceutical Manufacturers,South Dagon,"305/144, Set Hmu 5th St., East Dagon Industrial Zone (2),",Yangon Region
" 01542771, 095195149, 09421002095",Weikzar Kyaw,Pharmaceutical Manufacturers,Tarmwe,"65, 1st Flr, 166th St., Tarmway Gyee (Kha) Ward,",Yangon Region
" 0949249370, 09420043348","Environmental Essentials Co.,Ltd.",Pest Control Services,Kyeemyin Daing,"74, Pwe Sar Dan St., Oh Bo Ward,",Yangon Region
" 09250175856, 09797537513, 09402581881","D2 NA Co.,Ltd. [DDNA]",Pest Control Services,Thingangyun,"Bldg SH/B/4, Rm 9, Yadanar Rd., Malikha Garden Housing,",Yangon Region
" 098634163, 095035634","Green Pest Management Co.,Ltd.",Pest Control Services,Kamayut,"Kyun Taw Rd., Corner of Nar Nat Taw Rd., Marlar Myaing Center, Ward (7),",Yangon Region
" 09775533305, 01571217","E & SM [Excellent & Sale Managent Training Co.,Ltd.]",Pest Control Services,South Okkalapa ,"598, Bagan 28th St.,",Yangon Region
" 09260029232, 09421012255","Competitive Pest Services Co.,Ltd. [CPS]",Pest Control Services,Mayangone,"16, Rm F, Tharlar Waddy St., 7 Mile, Ward (7),",Yangon Region
" 01526378, 095120241",Weikzar Myat Lone,Pharmaceutical Manufacturers,Bahan,"17, Inya Myaing St., Shwe Taung Gyar Ward (2),",Yangon Region
 01205283,King Star,Pet Shops,Mingalar Taung Nyunt,"Rm 246, G Flr, New Mingalar Market,",Yangon Region
 095189318,Japan Gyi,Pet Shops,South Dagon,"554, Si Pin Rd., Infront Of B.E.H.S (2), Ward (19),",Yangon Region
 09420063695,Hlaing Win [Ko],Pet Shops,North Dagon,"Rm 1, Yarza Thin Gyan Rd., Kyoe Tadar Shop Room, Ward (51),",Yangon Region
" 01549237, 098592062, 0973041208",Gruntek Int'l Ltd.,Pest Control Services,Tarmwe,"Padamyar St, Myanma Gonyaung Housing,",Yangon Region
" 01386735, 09260549154",Kyaw,Pawn Shops,Kyauktada,"363, Maha Bandoola Rd.,",Yangon Region
" 098592127, 095088337",Hla Family,Pet Shops,Pabedan,"A Shed, Rm 333/334/335, Thein Gyi Market,",Yangon Region
" 095004866, 09420062639",Kaung,Pet Shops,Hlaing Thar Yar,"Bldg B/88, Rm 2, Nawaday Zay St., Nawaday Shop House,",Yangon Region
" 0973206585, 0930227479, 095116041, 0931805298",Weikzar Gyi,Traditional Medical Halls,Botahtaung,"43, 1st Flr, Bogalay Zay St., Lower Block,",Yangon Region
 09262131380,Htun [Ko],Pet Shops,Hlaing Thar Yar,"702/B, U Pu Nya St., Ward (7),",Yangon Region
" 012305940, 09250006224","Bentz Jaz Myanmar Co.,Ltd.",Export & Import Companies,Kamayut,"Bldg A, Rm 1604/1605, 16th Flr, Pyay Rd., Diamond Condo,",Yangon Region
" 0973172777, 09420056018","Trillion Power Co.,Ltd.",Pest Control Services,Kamayut,"Rm 5/A, 5th Flr, Zeyar Thiri St., Mya Yeik Condo, Ward (1),",Yangon Region
 09965165425,Kyan Sit Thar,Pawn Shops,Hlaing Thar Yar,"569, Kyan Sit Thar St., Near 127 Bus Stop, Ward (15),",Yangon Region
" 01682112, 01682445 Ext.1194, 01684645, 0973150088, 095010659, 09420095012",General Inspection & Pest Testing Enterprise Ltd. [Gite Pest Control],Inspection Services,Hlaing Thar Yar,"Sagawah St, FMI City,",Yangon Region
" 0973042125, 09420273438, 09252220569",Smart,Pest Control Services,Kyeemyin Daing,"79,Bo Saw Pu St.,Thayet Taw (North) Ward",Yangon Region
" 01571397, 018564311, 098620450, 0973019750","Leo Pest Control Team [Diamond Win Co.,Ltd.]",Agriculture,Yankin,"9/A, Zaburit St., Kyauk Kone, Ward (14),",Yangon Region
 0973175279,"Myanmar Alliance Marketing Co.,Ltd.",Pest Control Services,Thingangyun,"Bldg SH/B/4,Rm 9,Yadanar Rd.,Malikha Garden Housing",Yangon
" 09428365349, 09250651874, 01503740",August Termite & Pest Control Services,Pest Control Services,Hlaing,"34, Mya Kan Thar 4th St., Mya Kan Thar Housing,",Yangon Region
" 01209290, 01554828, 095154360, 0973027733, 095154600, 095154300",Happy Pest Control,Pest Control Services,Tarmwe,"45, Thamadeikhti St., Ma Hlwa Gone Htay Kywe Ward,",Yangon Region
" 01581891, 0973217418",Ngwe Setkyar,Pet Shops,North Dagon,"340, Maha Bandoola Rd., Ward (47),",Yangon Region
 09422459038,Mahar Mying,Pawn Shops,North Dagon,"Bldg 42, Rm E/1, Thar Yar Yae Yone St., Mahar Myaing Housing,",Yangon Region
" 09450660965, 0936789104, 09786459575",Mya Sein [Ko],Pet Shops,Insein,"563, Min Zedi St., Ywar Ma (West) Ward,",Yangon Region
" 095165509, 095111998",Lotaya,Pawn Shops,Bahan,"129, G Flr, U Chit Maung Rd., Corner of Tint San St.,Saya San (North-West) Ward,",Yangon Region
" 095165509, 095111998",Lotaya,Pawn Shops,Yankin,"6, Kanbei Butar Yon Rd., Ward (12),",Yangon Region
" 012304405 Ext.8516, 09450214894, 090979 3121488",Titan Pest Management Company Limited.,Pest Control Services,Kamayut,"Rm 606, 6th Flr, Hledan Centre,",Yangon Region
 095040523,Lin Sa Daung,Pawn Shops,Botahtaung,"64, 42nd St., Lower Block,",Yangon Region
 095004825,Lin Lin,Pawn Shops,Kyauktada,"67, Anawrahta Rd.,",Yangon Region
" 095015596, 09440444412",Lin,Pawn Shops,North Okkalapa ,"Rm B/1/07, Khay Mar Thi Rd., Min Yan Aung Cinema Hall, Za Myin Zwel Ward,",Yangon Region
" 09423706261, 095121090",Lin,Pawn Shops,Kyeemyin Daing,"12/B, Kyee Myin Daing Kannar Rd., Htee Dan Ward,",Yangon Region
 01209432,La Pyae,Pawn Shops,Tarmwe,"31/B, Eaik Sar Thaya St., Kyarr Kwet Thit Ward,",Yangon Region
 0973103015,Ngapali,Pet Shops,Hlaing Thar Yar,"143/B, Pakhote Ku St., Ward (10),",Yangon Region
 09428040119,Mya Oo [U],Pet Shops,Mingalardon,"Kha Shed, Rm 11, Tanintharyi St., Aung Mingalar High-Way Bus Terminal,",Yangon Region
" 09448009744, 095111597, 09452363335",Top Pest Control Services,Pest Control Services,Mayangone,"72, 2nd Flr, Nawaday St., Ward (1),",Yangon Region
 09450006900,Miba Yeik,Photo Studios & Labs,Dagon Seikkan,"Bldg 27, Rm 002, 2nd St., Yuzana Garden City Housing, B Block,",Yangon Region
,New Lucky Puppy,Pet Shops,Sanchaung,"19/23,Baho Rd.,Than Tadar Ward",Yangon
" 09262474799, 09972185366",Lin Lin,Pet Shops,Dagon Seikkan,"Bldg 23, Rm 002, 2nd St., Yuzana Garden City Housing, B Block,",Yangon Region
 0930393444,La Yaung,Pet Shops,Hlaing Thar Yar,"128, Bo Ba Htoo 9th St., Ward (2),",Yangon Region
" 01551342, 09795360296",Linn Linn,Pawn Shops,Thaketa,"217/A, Myin Taw Thar Rd., Ward (6-West),",Yangon Region
" 09420141808, 095091206",Min Yan Aung,Pet Shops,North Okkalapa ,"42, Min Yan Aung 5th St., Corner of Min Yan Aung 1st St.,Za Myin Zwel Ward,",Yangon Region
" 095101136, 095013087",Ohn Sein [U],Traditional Medical Halls,Hlaing Thar Yar,"57, Mya Tharaphi St., Mya Sein Yaung Industrial Zone,",Yangon Region
" 095006997, 01680323, 095104424, 095099514",Kyaw Lin,Warehouses [Indigenous],Mayangone,"E/48, Ngu War St., Bayint Naung Warehouses,",Yangon Region
" 09420035444, 09448006599",Lin Myat Thiri,Pet Shops,Mingalardon,"Aung See Gone Pagoda St.,Kyaung Gyi Ward",Yangon Region
" 01685609, 01682199, 01685083, 0973142216 [Hot Line]","Fame Pharmaceuticals Industry Co.,Ltd. [Herbal Medicine Products]",Dietary Supplements,Hlaing Thar Yar,"20, Min Gyi Maha Min Khaung St., Industrial Zone (3),",Yangon Region
" 095049299, 09261775107",Lucky Fish,Pet Shops,Thaketa,"1423, Htuparyon St., Corner of Say Yon St.,Htu Par Yon Ward (1),",Yangon Region
" 095108221, 01547083, 0973015623",Mya Kabar,Pawn Shops,Thaketa,"Rm 20,Ayeyar Wun Rd.,Infront Of 10 Oo Yin Market,Ward (9)",Yangon Region
 01681657,Miba Gone,Pawn Shops,Mayangone,"36, Bayint Naung Rd., Corner of Thamaing Butar Yon Rd.,Ward (1),",Yangon Region
" 01380175, 01392594, 09421007869",Five Seal,Traditional Medical Halls,Botahtaung,"124, 2nd Flr, 42nd St., Lower Middle Block,",Yangon Region
 095107037,Mingalar,Pawn Shops,Kyeemyin Daing,"16/B, G Flr, Thida St., Corner of Kyee Myin Daing Kannar Rd.,Thida Ward,",Yangon Region
" 09782788451, 09971741336, 09261002359",Tharanagone,Traditional Medical Halls,Hlaing Thar Yar,"117/A, Ahwayar St., Ward (11),",Yangon Region
" 09254415277, 09796599193",See You Again,Pet Shops,Ahlone,"150, Ngu War St., Htar Nar Ward,",Yangon Region
 09421071758,Sann Aung [U],Pet Shops,Thaketa,"1058, 7th Zay St., Ward (6-East),",Yangon Region
" 01510450, 095065351",Miba Gon,Pawn Shops,Hlaing,"43, Rm 3, Yangon-Insein Rd., Near Butar Yon St. Bus Stop, Ward (9),",Yangon Region
" 09420098904, 09261596275",Lucky 7,Pawn Shops,East Dagon,"50, Min Ye Kyaw Swar Rd., Corner of Yadanar St.,Near Shit Thama Bus Stop, Ward (8),",Yangon Region
" 09250137118, 09254954018",Sakura,Pet Shops,South Okkalapa ,"437/B, Yarza Di Yit St., Ward (7),",Yangon Region
" 09254348173, 09791980477",Pingune,Pet Shops,East Dagon,"289, Ayeyarwaddy St., Ward (11),",Yangon Region
 09425031455,One Star [Rozi],Pet Shops,Pabedan,"A Shed, Rm 118/119, Thein Gyi Market,",Yangon Region
" 095400579, 09420184757",Sein Family,Pet Shops,Pabedan,"A Shed, Rm 343, Thein Gyi Market,",Yangon Region
 09788974102,Phyo [Ko],Pet Shops,Thaketa,"305, Yadanar Pon St., Ward (10-North),",Yangon Region
 09254093569,One Star,Pet Shops,Pabedan,"A Shed, Rm 110, Thein Gyi Market,",Yangon Region
" 0973019888, 09450061246",May,Pawn Shops,Bahan,"145, U Chit Maung Rd., Saya San (North-East) Ward,",Yangon Region
" 095108764, 0973198693",Ocean Wonder,Pet Shops,Thingangyun,"245/D, Lay Daunt Kan Rd., (Za-Gwe/North) Ward,",Yangon Region
" 01374581, 0973225075",Mate Swe Kaung,Pawn Shops,Pabedan,"92, Shwe Dagon Pagoda Rd., Lower Middle Block,",Yangon Region
" 09425011015, 09450427323",Mate Swe,Pawn Shops,South Dagon,"654, Tanintharyi St., Ward (19),",Yangon Region
" 09420172656, 09400006732",Maw Maw,Pawn Shops,South Dagon,"252, Maung Makan Kan Thar Rd., Ward (18),",Yangon Region
" 01388483, 09798467116",Malikha,Pawn Shops,Mingalar Taung Nyunt,"77/83, Rm 2, G Flr, Mandalay St., Kan Daw Kalay (West) Ward,",Yangon Region
" 09250863512, 09253089553",Miba Myittar,Photo Studios & Labs,Shwe Pyi Thar,"666, Maha Bandoola St., Ward (14),",Yangon Region
" 01240600 Ext.843, 01370622 Ext.389",Sein Family,Pet Shops,Pabedan,"A Shed, Rm 348/349, Thein Gyi Market,",Yangon Region
" 09250667327, 09253179701",Miba Kyae Zue,Photo Studios & Labs,Hlaing Thar Yar,"421, Bogyoke Aung San St., Ward (5),",Yangon Region
" 09254510709, 09790140391, 09420121110",Mercury,Photo Studios & Labs,North Okkalapa ,"Bldg 6, Rm 6, Thudhamar Rd., Mee Yahtar Shop Room, Ward (1),",Yangon Region
" 012301122, 012301133, 0973002311, 0973002322",Memory,Photo Studios & Labs,Lanmadaw,"94/96, 4th Flr, Phone Gyee St., Middle Block,",Yangon Region
" 0931932198, 019662723",Mhan Sit Paing,Photo Studios & Labs,Mayangone,"654, Thamaing Butar Yon 5th St., Corner of Kyan Sit Thar St.,Ward (1),",Yangon Region
" 0973119537, 09450066819",Mayco Naing,Photo Studios & Labs,Bahan,"3, Rm 401, 4th Flr, Bogyoke Museum St., Bo Cho Ward (2),",Yangon Region
" 01641501, 01642682, 095198804",Gone Yee,Traditional Medical Halls,Insein,"M/2, Thar Yar Gone St., Nant Thar Gone Ward,",Yangon Region
" 01242291, 01251654, 01243099",Servier [S] Pte Ltd. [Myanmar Branch],Pharmaceutical Suppliers,Dagon,"62, U Wisara Rd., Corner of Maw Koon Tike St., Pha Yar Gyi Ward,",Yangon Region
 01222114,Medium,Photo Studios & Labs,Ahlone,"17, Kyaung St., Saw Yan Paing (South) Ward,",Yangon Region
" 01559337 Ext.6403, 0973074229, 09421126669",Sandoz Business Unit,Pharmaceutical Suppliers,North Dagon,"1/A/7, Rm 403, 4th Flr, Bayint Naung Rd., Shwe Pin Lon Housing Estate,",Yangon Region
" 01291516, 01297885","Sandar Myaing Co.,Ltd.",Pharmaceutical Suppliers,Mingalar Taung Nyunt,"7, 108th St., Mingalar Taung Nyunt Ward,",Yangon Region
" 09262840699, 09977523889, 09770039963","Sein April Trading Co.,Ltd.",Pharmaceutical Suppliers,Mingalar Taung Nyunt,"5, 105th St., Mingalar Taung Nyunt Ward,",Yangon Region
" 01450951, 0949272729",Tin Tin Win [Daw],Pet Shops,Thaketa,"400/B, Tat Phwet St., Ah Naw Mar Ward (1),",Yangon Region
" 01505950 Ext 2004, 01505957 Ext 2004, 09798339100",PT Dexa Medical,Pharmaceutical Suppliers,Sanchaung,"Rm 2004, 2nd Flr, Pyay Rd., Pyay Garden Office Tower,",Yangon Region
" 01662834, 01655015, 01662817","Myanmar Sun Thiri Co.,Ltd.",Veterinary Medicines,Mayangone,"148/5,Mya Wut Yee St.,A-1 Compound,Ward (5)",Yangon Region
,May Kha,Pawn Shops,Mingalar Taung Nyunt,"81, Bo Min Yaung Rd., Infront Of San Pya Nya Market, Mingalar Taung Nyunt Ward,",Yangon Region
" 0973039168, 09254043211",Myin Thar,Pawn Shops,South Okkalapa ,"1059/B, Than Thu Mar Rd., Ward (5),",Yangon Region
 0973013718,Tin Htay [U],Pet Shops,Mingalar Taung Nyunt,"100/102, Upper Pazundaung Rd., Taung Lone Pyan Ward,",Yangon Region
" 01242486, 0973135312",May Yu,Photo Studios & Labs,Kyauktada,"126, 1st Flr, Anawrahta Rd.,",Yangon Region
 0973039202,Myat Thitsar [2],Pawn Shops,Hlaing,"Bldg 3, Rm 006, Bayint Naung Rd., Aye Yeik Mon Housing,",Yangon Region
" 09450005251, 095045844",Mya Thitsar,Pawn Shops,Mingalardon,"20/B, Pyay Rd., Htauk Kyant, Htauk Kyant (North) Ward,",Yangon Region
,Tin Mar Cho [Daw],Pet Shops,Thingangyun,"36,Pyi Daw Aye St.,Lay Daunt Kan Ward",Yangon
" 01701791, 095012753, 095138515, 092005727",Shwe Myinn Pyan,Pharmaceutical Suppliers,Bahan,"25/A/5, New University Avenue Rd., Saya San Ward,",Yangon Region
 0973043835,Mya Thazin,Pawn Shops,Kamayut,"97, Hledan Rd., Ward (8),",Yangon Region
" 01642865, 095154331, 09795770462",Myat Thitsar,Pawn Shops,Insein,"8, Thiri St., Zay Gone (West) Ward,",Yangon Region
" 01388346, 01388741",Min Min Kyaw,Photo Studios & Labs,Kyauktada,"135, 34th St., Upper Middle Block,",Yangon Region
" 01388346, 09975465485, 01388741",Min Min Kyaw,Photo Studios & Labs,Kyauktada,"122, G Flr, 33rd St., Upper Middle Block,",Yangon Region
,Mya Mingalar,Pawn Shops,Thingangyun,"14,Than Thu Mar Rd.,Yangon Thit Ward",Yangon
 095107039,Mya Mingalar,Pawn Shops,Thingangyun,"138/A, Loot Latt Yay St., (Ga-Gyi) Ward,",Yangon Region
" 095119210, 09793440846",Min Khant Kyaw,Photo Studios & Labs,Tarmwe,"86, Kyauk Myaung St., Kyauk Myaung Gyi Ward,",Yangon Region
" 0949266408, 09250144954",Min Min,Photo Studios & Labs,Thaketa,"459, Myin Taw Thar Rd., Infront Of No(3) Market, Ward (4-South),",Yangon Region
 0943206335,Min Htike Aung,Photo Studios & Labs,North Okkalapa ,"59,Bagan Rd.,Shwe Paukkan Ward (11)",Yangon Region
 0973103690,Min Htet,Photo Studios & Labs,Hlaing Thar Yar,"428, Bogyoke Aung San St., Ward (5),",Yangon Region
" 09420004641, 09253377499, 09253377488",Min Ko,Photo Studios & Labs,Sanchaung,"72, 2nd Flr, Kyun Taw Rd., Kyun Taw (Mid) Ward,",Yangon Region
" 09421019153, 0973116374",Min Min,Photo Studios & Labs,Hlaing Thar Yar,"409, Yay Oakkan Zay St., Yay Oakkan Village,",Yangon Region
 01514988,"Vitalux Co.,Ltd. [Dong Quai]",Pharmaceutical Suppliers,Sanchaung,"136/C/6, 6th Flr, Bargayar Rd., Sanchaung (North) Ward,",Yangon Region
" 012315530, 095023213",Naing,Pawn Shops,Ahlone,"5/7, Hnin Si Gone St., Saw Yan Paing (West) Ward,",Yangon Region
" 0973074331, 09250963527",Million,Photo Studios & Labs,South Dagon,"1/1286, Si Pin Rd., Corner of Mya Yadanar St.,Near Gate Haung Bus Stop, Ward (24),",Yangon Region
" 01226392, 012303016",Naing,Pawn Shops,Lanmadaw,"58/62, 15th St., Lower Block,",Yangon Region
" 01667986, 09450014956",Myoma,Pawn Shops,Mayangone,"61, Rm 3, G Flr, Kaba Aye Pagoda Rd., Chaw Dwin Gone Junction, Ward (10),",Yangon Region
" 095149766, 01502538 [Res]",Naing,Pawn Shops,Yankin,"Rm 1,Yankin Rd.,Infront Of B.E.H.S (1),Ward (4)",Yangon Region
" 0973254988, 09795656408",Myo Set Thit,Pawn Shops,East Dagon,"463/464, Min Ye Kyaw Swar Rd., Ward (133),",Yangon Region
" 09422565504, 09423726862",Min Htal Wah,Photo Studios & Labs,South Dagon,"15, Pyi Htaung Su Rd., Ward (24),",Yangon Region
 01543257,Myohma,Pawn Shops,Bahan,"7, West Race Course Rd., Bo Sein Hman Ward,",Yangon Region
 09448007220,Myin Thar Thukha Chan Thar,Pawn Shops,Tarmwe,"100, Thadi Pahtan St., Pathein Nyunt Ward,",Yangon Region
" 01379336, 01391573",Myanma Microfinance Supervisory Enterprise,Pawn Shops,Botahtaung,"303, Maha Bandoola Rd.,",Yangon Region
" 09452410399, 0973045102",Valves Pte Ltd.,Pharmaceutical Suppliers,Ahlone,"Bldg 1, Rm 006, Strand Rd., Mingalar Sin Min Housing,",Yangon Region
 095166093,Myat Myintzu Pan,Pawn Shops,Thaketa,"43, Myin Taw Thar Rd., Man Pyay Ward (3),",Yangon Region
" 0943200620, 0973040140",Moe,Photo Studios & Labs,Hlaing Thar Yar,"375/B, Aung Myittar St., Ward (7),",Yangon Region
 09797913717,Mya Thazin,Pawn Shops,Tarmwe,"278, Kyaikkasan Rd., Ma Hlwa Gone Htay Kywe Ward,",Yangon Region
 09420039540,Moe,Photo Studios & Labs,Mingalardon,"Aung See Gone Pagoda St.,Near Kyaung Gyi Dhamar Yone,Kyaung Gyi Ward",Yangon Region
 095043221,Myint Moh,Pawn Shops,Mingalardon,"6, Ti Law Ka Phone Gyee Kyaung St., Htauk Kyant, Htauk Kyant Lan Sone Pine Ward,",Yangon Region
 0949290995,Mo Su,Photo Studios & Labs,Bahan,"85, Old Yae Tar Shae Rd., Yae Tar Shay Ward,",Yangon Region
" 0973085199, 09970708935",Min Thawdar,Photo Studios & Labs,Yankin,"Yankin Rd.,G.E.C Shop Room,Ward (4)",Yangon Region
" 09796210159, 09254482531",Min Pon Yeik,Photo Studios & Labs,North Dagon,"Rm 3, Pin Lon Rd., Corner of Maha Bandoola Rd.,Ward (29),",Yangon Region
" 095145676, 0973200700",Nyein,Pawn Shops,Hlaing,"17/B, Yangon-Insein Rd., Near Hlaing Yadanar Market, Ward (13),",Yangon Region
" 01570494, 0973031080",Myittar,Pawn Shops,South Okkalapa ,"258, Myittar Rd., Infront Of B.E.H.S (5), Ward (10),",Yangon Region
 0973063869,Myo Set Thit,Pawn Shops,North Dagon,"1415, Yarza Thin Gyan Rd., Near Kyoe Tadar Market, Ward (49),",Yangon Region
" 0943029895, 0943207592",Min [Ko],Photo Studios & Labs,Bahan,"Bldg 45,Rm 4/A,4th Flr,Bahan 3rd St.,Myoma Ward",Yangon
" 01611342, 09421085855",Nyein,Pawn Shops,Shwe Pyi Thar,"421, Bayint Naung Rd., Ward (5),",Yangon Region
 09421085856,Nyein,Pawn Shops,Hlaing Thar Yar,"656/B, Bo Aung Kyaw St., Ward (14),",Yangon Region
 01373616,Nyan,Pawn Shops,Kyauktada,"224, Seikkanthar St., Upper Middle Block,",Yangon Region
 01430187,Ngwe Tike,Pawn Shops,Tarmwe,"298, Kyaikkasan Rd., Ma Hlwa Gone Htay Kywe Ward,",Yangon Region
" 01553770, 0973184799, 09425308367",Ngwe Phalar,Pawn Shops,Bahan,"104, U Chit Maung Rd., Zay Gwe Bus Stop, Saya San (North-East) Ward,",Yangon Region
" 018100042, 09972484319",Nyein,Pawn Shops,South Dagon,"1205, Hlaw Gar Rd., Ward (70),",Yangon Region
 0973901712,Ngwe Thawdar,Pawn Shops,South Okkalapa ,"704, Myittar Rd., Corner of Mingalar St.,Myittar Mon Co-op Shoproom, Ward (12),",Yangon Region
" 09795377017, 09250685642, 095156736",Moe Win,Photo Studios & Labs,Thaketa,"6/B, Myin Taw Thar Rd., Ward (4-North),",Yangon Region
" 095126264, 0973215383",New Htate Tan,Pawn Shops,Pabedan,"Rm 3, Classic Strand Condominium,",Yangon Region
 09420065080,Moe San Lin,Photo Studios & Labs,Thaketa,"Aung Tha Pyay St., Ward (7-East),",Yangon Region
" 09425014291, 095049959",Modern Image,Photo Studios & Labs,Thaketa,"Rm 4/B,Yamonnar Rd.,Man Pyay Ward (3)",Yangon
 09250072474,Moe Myint San,Photo Studios & Labs,Hlaing Thar Yar,"535, Taung Ngu St., Ward (15),",Yangon Region
 01251162,Moe Makha,Photo Studios & Labs,Lanmadaw,"169/B, Lanmadaw St., Middle Block,",Yangon Region
" 01657207, 0973078708",Moe Kyoe,Photo Studios & Labs,Mayangone,"830, Wun Tha Rakhita St., Corner of Gandamar St.,Ward (8),",Yangon Region
,Modern Color [G & A Pro-Audio],Photo Studios & Labs,Thingangyun,"1st Flr,Waiza Yan Tar Rd.",Yangon
" 09420041424, 09422557651",Moe Kaung Kin,Photo Studios & Labs,Mingalardon,"128, Kha Yae Pin Rd., Near Yar Thet Pan Bus Stop, (2/Ka) Ward,",Yangon Region
