name,category,street,contact,state,township
"Life Orient Trading Co.,Ltd.",Handicraft Materials,"104, 50th St., Upper Middle Block,"," 01292446, 019010288, 095105479",Yangon Region,Pazundaung
Aung Pyae Sone (A.P.S),,"239, 35th St.,  Upper Block,  Ward (3),"," 01252391, 01379575, 0973001829, 0973052454",Yangon Region,Kyauktada
Maung Ko [U],Fashion Shops,"Hnin Si St., Yuzana Mingalar City Housing,"," 09250229815, 09971484747, 09795178959",Yangon Region,Tarmwe
C.M.P Ltd. [Charr Multimedia],Video Editing,"524, 8th Flr, Lower Kyee Myin Daing Rd., Home Lan Bus Stop, Kayin Ah Myoe Thar Ward,"," 012312443, 012316479, 0973078552",Yangon Region,Kyeemyin Daing
77,Video Producers & Distributors,"234, G Flr, 35th St., Upper Block,"," 01389698, 0973041177",Yangon Region,Kyauktada
Moon Shine,Video Editing,"211, 1st Flr, 39th St., Upper Middle Block,"," 01246623, 095010378",Yangon Region,Kyauktada
M.S,Video Editing,"213, 36th St., Upper Block,"," 09795807055, 09450023366, 09260377703",Yangon Region,Kyauktada
Khit 100,Video Editing,"178, 34th St., Upper Block,", 0943071010,Yangon Region,Kyauktada
Kaung Htet,Video Editing,"884,Pyi Daw Thar St.,Ward (10)",,Yangon Region,Shwe Pyi Thar
Hnin Si Thway [Blood Rose],Video Editing,"299, Khay Mar Thi Rd., Ga Gyi Ward,"," 0973043561, 09252850620",Yangon Region,North Okkalapa 
Naing Win [Ko],Fashion Shops,"532,Lower Mingalardon Rd.,Sint Ngu Ward", 0973163996,Yangon Region,Insein
Kyaw,Video Editing,"162, 1st Flr, 34th St., Upper Block,"," 09793470811, 09795286131",Yangon Region,Kyauktada
Maung Ko [U],Fashion Shops,"Rm 144, 1st Flr, Shwe Mingalar Market,"," 01291923, 01223815, 09795178959, 09796740048",Yangon Region,Mingalar Taung Nyunt
Myint Sein [Daw],Plastic Materials & Products,"329/A, Sin Phyu Shin St., Ward (9),", 09450054113,Yangon Region,Hlaing Thar Yar
"Myanma Traditional Mfg Co.,Ltd. [MTM]",Export & Import Companies,"276, Strand Rd.,"," 01370803, 095043867, 095105479, 098630624, 019010288",Yangon Region,Pabedan
"Myat Miba Co.,Ltd.",Construction Services,"111, Yangon-Insein Rd., Near Thukha Bus Stop, Ward (9),"," 01516212, 012305384~6, 01706883",Yangon Region,Hlaing
Maung Ko [U] & Daughters,Fashion Shops,"Rm 529/530/551/552,1st Flr,Mingalar Market"," 01291923, 01667730, 095178959, 09795178959, 09785144979",Yangon Region,Mingalar Taung Nyunt
Madinar [Aung],Rain Coats,"Rm 714/730~3/407,2nd Flr,Mingalar Market"," 0973166500, 0973071678",Yangon Region,Mingalar Taung Nyunt
Kix Photo Graph,Video Editing,"38, 1st Flr, Bogyoke Aung San Rd.,"," 095502930, 09420236699",Yangon Region,Pazundaung
Mingalar,Video Editing,"7/C, Aye Tharyar St., Man Aung Ward,"," 09421133032, 09970257402",Yangon Region,Tarmwe
Moe,Plastic Materials & Products,"61/63, Shwe Hlaing St., Ma Gyee Dan (South-East) Ward,"," 01526168, 098537356",Yangon Region,Kyeemyin Daing
Green Box,Video Editing,"27, Kyaung St., Saw Yan Paing (South) Ward,"," 09421025592, 0943168323",Yangon Region,Ahlone
Mya,Clocks & Watches Sales,"99, Airport Rd., Kyauk Yae Dwin Ward,"," 01666402, 09790140457",Yangon Region,North Okkalapa 
Friends,Video Editing,"141, 1st Flr, 34th St., Upper Block,", 09420001078,Yangon Region,Kyauktada
Mu Mu [Daw],Fashion Shops,"Rm Ma/18/19, Min Dhama Rd., Kyauk Taw Gyi Pagoda Shop Room, Gyoh Gone (East) Ward,"," 01641646, 0973046746",Yangon Region,Insein
Mya Sein,Shoe Shops,"C Shed, Rm O/29, G Flr, Thein Gyi Market,"," 01240600 Ext.4486, 0973900944",Yangon Region,Pabedan
Aung Myin Thu,Electrical Goods Sales,"41, Yan Pyay St., Corner of Yan Pyay 17th St., Yan Pyae Ward (3),"," 09250609304, 09971663781",Yangon Region,Thaketa
Aung Myin,Electrical Goods Sales,"1459, Hlaw Gar Rd., Ward (106),"," 09796320014, 0933545330, 0973019054",Yangon Region,South Dagon
Aung Myittar,Bathroom & Toilet Accessories,"171, Bo Soon Pat St., Upper Middle Block, Ward (10),"," 095191252, 09254036935, 01245153, 09785191252",Yangon Region,Pabedan
Aung Myanmar,Water Treatment Systems,"201/203,Bo Soon Pat St.,Upper Middle Block"," 01250483, 01254277, 0973362266, 09974022577, 09371499, 09264006060, 09258402266, 09975762266",Yangon Region,Pabedan
"Myanmar Creative Art Media Solution Co., Ltd.",Video Producers & Distributors,"904,9th Flr,Bargayar Rd., Pan Chan Tower,"," 095069814, 09971082823",Yangon Region,Sanchaung
Aung Myint Htwe [Ko],Electrical Goods Sales,"11/B, Kyaung Kone 2nd St., Ward (7),", 09254044902,Yangon Region,Hlaing
"Myanma Traditional Mfg Co.,Ltd.",Handicraft Materials,"104, 50th St., Upper Middle Block,"," 01292446, 095105479, 019010288, 095043867",Yangon Region,Pazundaung
Pann Thitsar,Fancy Stores,"303, Min Gyi Rd., Taung Thu Gone Ward,", 09455970582,Yangon Region,Insein
Aung Myanmar,Water Treatment Systems,"16 Shed, Rm 2/3/4, Padamyar 7th St., Sawbwargyi Gone Warehouses,"," 01643822, 095501325, 0973028828, 095403268, 01642122",Yangon Region,Insein
Pann Cherry,Longyis,"Bldg 1/2, C Shed, G Flr, Thein Gyi Market,"," 01371800 Ext.339, 095599786",Yangon Region,Pabedan
Phoe Lamin,Carpets/Canvas/Mats & Linoleum,"123, Zingama Rd., Htu Par Yon Ward (1),"," 095055819, 09261216748",Yangon Region,Thaketa
Osakar,Fashion Shops,"Bldg 5, Rm 01, Hnin Si St., Yuzana Mingalar City Housing,"," 018619416, 095011621, 01200747 Ext.7224/1449, 095039185, 095192478",Yangon Region,Mingalar Taung Nyunt
Aung Mingalar,Electrical Goods Sales,"Bldg A/3, Rm 001, Banyar Dala Rd., Yuzana Mingalar City Housing,", 095062399,Yangon Region,Tarmwe
Aung Lwin Myo,Building Materials,"267, Kyee Myin Daing Kannar Rd., Ma Gyee Dan (South-West) Ward,"," 01511486, 09782840538",Yangon Region,Kyeemyin Daing
Falan Falan,Video Producers & Distributors,"211, 1st Flr, 35th St., Upper Block,", 0973102457,Yangon Region,Kyauktada
Gold Royal,Video Producers & Distributors,"211/B, 1st Flr, 35th St., Middle Block,", 095134866,Yangon Region,Kyauktada
Dawei,Video Producers & Distributors,"214, 1st Flr, 36th St., Upper Block,"," 01250136, 01703891, 0973155381, 0973155389",Yangon Region,Kyauktada
Ever Top,Video Producers & Distributors,"226/232, 36th St., Upper Block,"," 01255955, 01255956, 0949236988",Yangon Region,Kyauktada
Golden Spider,Video Producers & Distributors,"217/B, G Flr, 35th St., Upper Block,"," 01371793, 01387960, 0949320274",Yangon Region,Kyauktada
"Redradiance Co.,Ltd.",Video Editing,"Maha Thukha St., Kyi Taw Housing,"," 01299420, 09449001779, 09452359405",Yangon Region,Mingalar Taung Nyunt
D.V.5,Video Producers & Distributors,"213/B, 1st Flr, 35th St., Upper Block,"," 0973181943, 0931058887",Yangon Region,Kyauktada
Pyone [Ko],Video Editing,"4/B, 4th Flr, Kyun Taw Rd., Wai Lu Wun (North) Ward,", 09263709215,Yangon Region,Sanchaung
Htate Tan,Video Producers & Distributors,"239, 1st Flr, 36th St., Upper Block,"," 01398184, 09250640980, 0943157607",Yangon Region,Kyauktada
Mon Mon [Ma],Photocopying & Duplicating Services,"Yan Pyay St.,Corner of Yan Pyay 11th St.,Yan Pyae Ward (3)"," 09254125171, 09420068957",Yangon Region,Thaketa
Phet Phoo Yaung,Video Editing,"19, Aung Tha Pyay St., Corner of Aung Tha Pyay 4th St.,Ward (7-East),"," 09425297198, 09254497477",Yangon Region,Thaketa
Ngwe Taung Tan,Video Editing,"19/23, Rm A/2, 1st Flr, Baho Rd., Than Tadar Ward,"," 095300657, 0973030313",Yangon Region,Sanchaung
Hein Htet San,Video Producers & Distributors,"205, 1st Flr, 35th St., Upper Block,", 0973002139,Yangon Region,Kyauktada
Ngwe Thonenari,Video Editing,"328, May Yu St., Ka Ward,"," 09250672939, 09798424872, 0973168144",Yangon Region,North Okkalapa 
Myanmar Creative Art [MCA],Video Editing,"Rm 904, 9th Flr, Bargayar Rd., Pan Chan Tower,"," 01538530, 01501183, 095069814",Yangon Region,Sanchaung
Prince Yarma Creation,Video Editing,"245, 2nd Flr, 35th St., Upper Block,"," 01255942, 0949274432",Yangon Region,Kyauktada
Mya,Video Editing,"190, 35th St., Upper Middle Block,"," 0943057620, 09796774912",Yangon Region,Kyauktada
O One,Fashion Shops,"C Shed, G Flr, Thein Gyi Market,"," 095161255, 095191667, 01371800 Ext.311, 095041863",Yangon Region,Pabedan
Ngwe Myint Moh,Fashion Shops,"Bldg 7, Rm 2/3, Sabei St., Yuzana Mingalar City Housing,"," 09785007231, 09450017774, 01200747 Ext.7237, 092007231, 0930004266",Yangon Region,Mingalar Taung Nyunt
New World Trading,Bedroom Accessories,"Bldg P, Rm 005, Set Yon Rd. (Mill Rd.), Yuzana Mingalar City Housing,"," 01295171, 01205474, 095554478, 092004478",Yangon Region,Mingalar Taung Nyunt
Golden Bell,Video Producers & Distributors,"237/A, 35th St., Upper Block,"," 01374762, 0973156085",Yangon Region,Kyauktada
Naung Inn Lay,Men's Wear Shops,"Bldg 3, C Shed, Rm 34/35, 1st Flr, Thein Gyi Market,", 0973002214,Yangon Region,Pabedan
"Aung Gabar Co.,Ltd.",Export & Import Companies,"Bldg O, Rm 2/3/4/5, Thiri Yadanar Retail/Wholesale Market,"," 01684342, 01701513",Yangon Region,North Okkalapa 
Rainbow,Video Editing,"18, Rm 2, Sin Yae Twin 1st St., Ward (2),"," 01516295, 095060986, 09425001548",Yangon Region,Kamayut
Daddy Home,Video Producers & Distributors,"240, 36th St., Upper Block,", 0973197190,Yangon Region,Kyauktada
Osaka,Men's Wear Shops,"B Shed, Rm 395, Thein Gyi Market,"," 01371822 Ext.703, 0973184541",Yangon Region,Pabedan
Nay Myo [Ko] + Khaing [Ma],Video Editing,"572, May Darwi Rd., Za Myin Zwel Ward,"," 09450071917, 09254492126",Yangon Region,North Okkalapa 
Thuriya,Video Editing,"118, 33rd St., Upper Middle Block,"," 09250445461, 0943135909",Yangon Region,Kyauktada
Ngwe Kyar Phyu,Fashion Shops,"343, Kyan Sit Thar St., Thaung Gyi Lay Ward,", 09790605488,Yangon Region,Hlaing Thar Yar
Thant Zaw [Ko],Video Editing,"351, May Darwi Rd., Za Myin Zwel Ward,"," 09799234683, 0973168205, 019699281, 09799234682",Yangon Region,North Okkalapa 
Sky Blue,Video Editing,"165, 1st Flr, 34th St., Upper Block,"," 09450062602, 09973357005",Yangon Region,Kyauktada
Saydanar,Rain Coats,"Rm 735/710/713/715/729/730/762,2nd Flr,Mingalar Market"," 095416758, 095065957, 0973057251",Yangon Region,Mingalar Taung Nyunt
Sann Thit Aung,Bedroom Accessories,"Rm 2, 14th St., Si Pin Shop Room, Mingalardon Zay Ward,"," 0973024078, 0973091219",Yangon Region,Mingalardon
Thalar Myay,Video Editing,"231, 2nd Flr, 35th St., Upper Block,"," 09254249966, 0973009083, 0973173553",Yangon Region,Kyauktada
Thuriya,Video Editing,"3, Yadanar Mon St., Infront Of Hlaing Tharyar Market, Ward (2),"," 09262468080, 09792109005, 09792247715, 09259986829",Yangon Region,Hlaing
San Ni [U],Fashion Shops,"51, Marlar St., Ward (2),", 0931548133,Yangon Region,Mayangone
"Rain Power [Hong Kong Family Trading Co.,Ltd.]",Export & Import Companies,"283, 40th St., Upper Block,"," 01392227, 01245540, 095116410, 0931588157, 09795266068",Yangon Region,Kyauktada
Rosy [Daw],Food Stalls,"143, Rm 1/A, Upper Pazundaung Rd., Haji Salar Met Bali, Kyi Taw Ward,"," 09975257504, 09798207404",Yangon Region,Mingalar Taung Nyunt
Lucky Boss,Video Producers & Distributors,"233, 35th St., Upper Block,"," 09250063958, 095125486",Yangon Region,Kyauktada
Kyaung Kabar,Video Producers & Distributors,"226, G Flr, 36th St., Upper Block,"," 01246481, 095153534, 01210248 [Res]",Yangon Region,Kyauktada
Kyauk Sue,Video Producers & Distributors,"237/2, 1st Flr, 35th St., Upper Block,"," 0973242497, 095100510",Yangon Region,Kyauktada
Kyal Nay La,Video Producers & Distributors,"211/2/A, 1st Flr, 36th St., Upper Block,", 098631784,Yangon Region,Kyauktada
Y.A.T Group,Video Editing,"Bldg 224, Rm 4, Thitsar Rd., Corner of Yan Nyein 2nd Lane,Ward (6),"," 09448019991, 09448039350",Yangon Region,Yankin
Sein Htay,Video Editing,"311, 1st Flr, Bogyoke Aung San Rd.,"," 01250247, 01380007",Yangon Region,Kyauktada
Htin Shu Yeik,Video Producers & Distributors,"214/A, 35th St., Upper Block,"," 01240498, 095074251",Yangon Region,Kyauktada
Yoon,Video Editing,"284, 1st Flr, Pansoedan St., Upper Middle Block,"," 01378184, 09450004000",Yangon Region,Kyauktada
Kaung Su San,Video Producers & Distributors,"217/B, 1st Flr, 35th St.,"," 09250357856, 09450010282",Yangon Region,Kyauktada
Pwint Phyu Tar,Electrical Goods Sales,"Rm 693,2nd Flr,Mingalar Market"," 095171427, 0943052134, 09420136120, 09428024049, 0943052135",Yangon Region,Mingalar Taung Nyunt
Khayay Phyu [Soun Y ],Video Producers & Distributors,"234, 36th St., Upper Block,"," 01392949, 01240818",Yangon Region,Kyauktada
Imagine Nation,Video Producers & Distributors,"33/37, 2nd St.,", 01227076,Yangon Region,Lanmadaw
Pwint Oo,Toy Shops,"332, Shwe Bon Tha St., Upper Block,", 01241870,Yangon Region,Pabedan
Aung Thukha,Building Materials,"142, Bayint Naung Rd., Corner of Thiri Mingalar Pat St.,Ward (5),"," 01610135, 0973124731",Yangon Region,Shwe Pyi Thar
Aung Thitsar,Building Materials,"23, Nga Mout St., Corner of Mya St.,Kyaikkasan Ward,", 0973200076,Yangon Region,Bahan
Aung Thitsar,Pipes & Pumps Accessories,"4 Shed, Rm 7, Pearl 6th St., Sawbwargyi Gone Warehouses,"," 01642617, 01642122 Ext.284, 0973105064, 09975626746",Yangon Region,Insein
Aung Thitsar,Brick/Lime/Sand/Gravel & Other Aggregates,"859, Maung Makan Kan Thar Rd., Ward (18),"," 09256313376, 0973009597",Yangon Region,South Dagon
Pwint Phyu Tar,Electrical Goods Sales,"Rm 525/526, Yar Yee Mingalar Market,"," 09420136120, 09428024049",Yangon Region,Mingalar Taung Nyunt
Htay Myanmar,Video Producers & Distributors,"217, 1st Flr, 35th St., Upper Block,"," 095001900, 0973001948, 0973003330",Yangon Region,Kyauktada
Lin,Video Producers & Distributors,"209/3, 2nd Flr, 36th St., Upper Block,"," 01381027, 095186755",Yangon Region,Kyauktada
Aung Thukha,Pipes & Pumps Accessories,"191/192, Kha Yae Pin Rd., (2/Kha) Ward,"," 09421079487, 01636280",Yangon Region,Mingalardon
Moe Makha,Video Producers & Distributors,"215, G Flr, 36th St., Upper Block,"," 01376415, 09450540893",Yangon Region,Kyauktada
Moe Kaung Kin,Video Producers & Distributors,"220, 1st Flr, 36th St., Upper Block,", 01383399,Yangon Region,Kyauktada
Aung Setkyar,Electrical Goods Sales,"73, Thudat Thana St., 16/2 Ward,"," 095193746, 09421107197",Yangon Region,Thingangyun
Aung Tagon,Concrete Products,"385, Hlaw Gar Rd., Ward (54),"," 09254069337, 09975526002",Yangon Region,South Dagon
Min,Video Producers & Distributors,"236, 1st Flr, 35th St., Upper Block,"," 01253767, 01389388",Yangon Region,Kyauktada
Moe Myint Kyal,Video Producers & Distributors,"213/A, 1st Flr, 35th St., Upper Block,"," 095134866, 0943080944",Yangon Region,Kyauktada
Mahaw Gani,Video Producers & Distributors,"210, 36th St., Upper Block,"," 01255721, 0973009330",Yangon Region,Kyauktada
Min Mahaw,Video Producers & Distributors,"217, 1st Flr, 35th St., Upper Block,"," 01255948, 0973001948, 0973003330",Yangon Region,Kyauktada
Mae Yin Khwin,Video Producers & Distributors,"205, 2nd Flr, 35th St., Upper Block,"," 01251537, 095148070",Yangon Region,Kyauktada
Man Htet Chi,Video Producers & Distributors,"213/A, G Flr, 35th St., Upper Block,"," 01250143, 01379739, 095094275",Yangon Region,Kyauktada
"Aung Pyi Soe Co.,Ltd. [Myo Family]",Agricultural Machineries & Tools,"44, Sabei St., Thiri Mon Plaza,"," 01683168, 01683171, 01686612",Yangon Region,Mayangone
Mani Shwe Sin,Video Producers & Distributors,"216, 36th St., Upper Block,"," 01385523, 0973151621",Yangon Region,Kyauktada
Lucky Star,Video Producers & Distributors,"232, 2nd Flr, 35th St., Upper Block,"," 095155019, 0973214227",Yangon Region,Kyauktada
Royal Art Media,Video Editing,"217, 36th St., Upper Block,"," 01391020, 0973049820, 09450003870",Yangon Region,Kyauktada
Aung Sann Pwint,Well Drillers,"116, Pin Lon Rd., Ward (32),"," 095184767, 0973163891, 09420143413",Yangon Region,North Dagon
Aung Thitsar,Brick/Lime/Sand/Gravel & Other Aggregates,"314, Bayint Naung Rd., Ward (8),"," 01610126, 0943070401",Yangon Region,Shwe Pyi Thar
Pwe Sar Gyi,Real Estate Agents,"73, Bo Thura St., Zay Gyi (West) Ward,"," 09421024435, 09259011146",Yangon Region,Kyeemyin Daing
Phoe Wa,Video Producers & Distributors,"242, G Flr, 35th St., Upper Block,", 01246475,Yangon Region,Kyauktada
Phyo Pyae Sone,Longyis,"Rm 186/187,2nd Flr,Mingalar Market"," 012300092, 095166026, 0973048903",Yangon Region,Mingalar Taung Nyunt
"Barket Myanmar Trading Co.,Ltd.",Water Treatment Systems,"196, Bo Soon Pat St., Upper Middle Block,"," 01389946, 098616386, 09972097707",Yangon Region,Pabedan
Baho,Pipes & Pumps Accessories,"6 Shed, Rm A/B/C/D, Padamyar St., Sawbwargyi Gone Warehouses,"," 01642774, 01641438, 01644652, 01644710, 095074844, 095021501, 09793644652, 09793642774, 09795074844, 0973242486",Yangon Region,Insein
Reflexion Media Entertainment,Video Editing,"31/B, 2nd Flr, U Tun Myat St., Nat Mauk Ward,"," 095412045, 09798230930, 09972405056, 09972677391, 09253045281",Yangon Region,Tarmwe
Ba Sein [U] & Sons,Plumbers & Pipe Fitting Services,"32, Yangon-Insein Rd., Near Thamaing Junction, Ward (2),"," 01652093, 09421040827, 09970042459",Yangon Region,Mayangone
Johnny,Mobile Phones & Accessories,"222, Anawrahta Rd.,"," 095144203, 095019158, 09423667468",Yangon Region,Pabedan
Shwe Nadi Toe,Fashion Shops,"Yay Oakkan Zay St., Yay Oakkan Ward,", 098641033,Yangon Region,Hlaing Thar Yar
Forward Production,TV & Film Directors,"1, 5th Flr, Thila St., Byine Ywar Ma Ward,"," 09420047093, 095082978, 09253739071",Yangon Region,Tarmwe
"A.C.R Thukha Chan Thar Co.,Ltd.",Water Treatment Systems,"47/5, 1st Flr, Yangon-Insein Rd., Ward (9),"," 012305456, 0936875356",Yangon Region,Hlaing
"A & H Development Co.,Ltd.",Water Treatment Systems,"28, South Race Course Rd., Tarmway Gyee (Kha) Ward,"," 09254298826, 0933533359",Yangon Region,Tarmwe
Advanced Medical & Diagnostics Trading Ltd. [AMD],Water Treatment Systems,"20/A, Ywar Lel St., (Za-Gwe/North) Ward,"," 0973176248, 0973112672, 01571656, 018565797",Yangon Region,Thingangyun
Vertex Animation Studio,TV Commercial Productions,"158, Rm 25, 6th Flr, 47th St.,"," 095170915, 09250066220",Yangon Region,Botahtaung
"2K-Tech Engineering Co.,Ltd.",Water Treatment Systems,"62, Shwe Hinthar 2nd St., Ward (11),"," 01538808, 09421169969, 09794381084",Yangon Region,Hlaing
Aye Min Tun,Electric Motors & Dynamo Sales & Repair,"225, Kyaikkasan Rd., Byine Ywar Ma Ward,", 09421038835,Yangon Region,Tarmwe
"A & H Development Co.,Ltd.",Water Treatment Systems,"28, South Race Course Rd., Tarmway Gyee (Ka/Ga-Nge) Ward,"," 09261009301, 09254298826, 0933533359",Yangon Region,Tarmwe
38 Marine & Offshore Services [38 Mo],Water Treatment Systems,"646, 2nd Flr, Yangon-Insein Rd., Infront Of Police Station, Ward (12),"," 012305084, 01513455",Yangon Region,Hlaing
Red Radiance,Video Producers & Distributors,"Bldg 4, Maha Thukha Lane, Kyi Taw Housing,"," 01299420, 09449001833",Yangon Region,Mingalar Taung Nyunt
Aye Myittar,Tools,"D/11, Thiri Mon 2nd St., Thiri Mon Plaza,"," 095029095, 095049165, 0973240730, 098573073, 019688797",Yangon Region,Mayangone
Ngwe Kant Kaw,Video Producers & Distributors,"244, 36th St., Upper Block,"," 01384039, 09795313242, 098602140, 0933034524",Yangon Region,Kyauktada
Shwe Kaung San,Tailors [Ladies],"108, Marlar Myaing 3rd St., Ward (16),"," 095145541, 01521001 [Res]",Yangon Region,Hlaing
Shwe Min,Electrical Goods Sales,"922, Thudhamar Rd., Near 6 Curve Bus Stop, Za Myin Zwel Ward,"," 09403707901, 0949326516",Yangon Region,North Okkalapa 
Shwe Latt Saung,Bedroom Accessories,"Bldg 1, C Shed, Rm 18/C, G Flr, Thein Gyi Market,"," 01371800 Ext.338, 095069427",Yangon Region,Pabedan
Shwe Kant Kaw,Plastic Materials & Products,"18, Thit Yar St., Corner of Theinni St.,Thida Ward,"," 012300705, 095099845",Yangon Region,Kyeemyin Daing
Shine,Art & Craft Materials,"2 Storey Shed, Rm 4, Bogyoke Aung San Market,"," 01389394, 01290221, 0973031332",Yangon Region,Pabedan
Sein Myint Moh,Soft Drinks/Juices & Beverages,"97, Min Nandar Rd., Corner of Yarza Di Yit Rd.,Yan Pyae Ward (3),", 09450035241,Yangon Region,Thaketa
Shwe Li Win,Children's & Infants' Wears,"B Shed, Rm 71, Thein Gyi Market,", 095416991,Yangon Region,Pabedan
"The Active Technologies Co.,Ltd.",Telecommunication Suppliers & Equipment,"334/344, Rm 502, 5th Flr, Anawrahta Rd., Bagan Housing,"," 01223046, 01210273, 01227860, 01212869",Yangon Region,Lanmadaw
Shwe Li,Fashion Shops,"36, 136th St., Ma U Gone Ward,"," 01206318, 09448008381, 0973051103",Yangon Region,Tarmwe
"Access Spectrum Co.,Ltd.",Export & Import Companies,"364/366, Maha Bandoola Garden St., Upper Block,"," 01386567, 01376448, 01380900",Yangon Region,Kyauktada
"Forward Myanmar Technology Co.,Ltd.",Security Systems & Equipment,"Bldg 51, Rm 6, 4th St., Bayint Naung Housing,", 0931572825,Yangon Region,Hlaing
"KDDI Myanmar Co.,Ltd.",Internet Service Providers,"Rm 1005, 10th Flr, La Pyayt Wun Plaza,", 01387914~8,Yangon Region,Dagon
"Expo Myanmar Co.,Ltd.",Telecommunication Suppliers & Equipment,"334/344, Rm 502, 5th Flr, Anawrahta Rd., Bagan Housing,"," 01223046, 01210273, 01227860, 01212869",Yangon Region,Lanmadaw
Zin Yaw Film,Video Editing,"Rm 6/A, 6th Flr, Myay Ni Gone Plaza,"," 01504971, 01525716",Yangon Region,Sanchaung
