name,street,category,township,contact,state
Nay La,"108 Shed, Rm 1, Kyauk Sein St., Sawbwargyi Gone Warehouses,",Aluminium/Tin & Zinc Materials,Insein(Insein),"tel: 01-642669,tel: 01-642830,tel: 01-640001,tel: 09-5109827,tel: 09-8552016",Yangon Region
Thuta Mee Eain,"Rm 2, Pan Chan Kyaung St., Ward Administration Office, Ward (13),",Libraries,Hlaing(Hlaing),tel: 09-31068500,Yangon Region
Kaung & Waing,"127, Pyay Rd., Near 10 Mile Bus Stop, 10 Mile, Saw Bwar Gyi Gone Ward,",Lotteries,Insein(Insein),"tel: 09-32179826,tel: 09-254262195",Yangon Region
Kan Tha Lu Mon Lay,"Bldg 7, Rm 5, Yangon-Insein Rd., Corner of Kyaik Waing Pagoda Rd.,Ward (3),",Lotteries,Mayangone(Mayangone),"tel: 09-43023854,tel: 09-795444266,tel: 09-73079412",Yangon Region
Shwe Thingaha,"1009, Shin Htwe Nyo St., Ward (13),",Libraries,East Dagon(East Dagon),tel: 09-263724430,Yangon Region
Seik Kue Thit,"9th St., Yuzana Garden City Housing, A Block,",Libraries,Dagon Seikkan(Dagon Seikkan),"tel: 09-795151071,tel: 09-250791331",Yangon Region
Thukha Ahlin,"13/A, Bo Hmu Ba Htoo Rd., Ward (42),",Libraries,North Dagon(North Dagon),"tel: 01-704784,tel: 09-420032347,tel: 01-709277,tel: 09-73245372,tel: 09-421011915",Yangon Region
Kan Paw,"Bldg 17, Rm 1, Yankin Rd., Ward (1),",Lotteries,Yankin(Yankin),"tel: 09-5176872,tel: 09-251028110",Yangon Region
Kan Taw Lay,"823, Maha Bandoola Rd.,",Lotteries,Lanmadaw(Lanmadaw),"tel: 01-222576,tel: 09-73049804",Yangon Region
SiLRC,"142/144, 35th St., Upper Middle Block,",Libraries,Kyauktada(Kyauktada),tel: 09-5178438,Yangon Region
Fng(Myanmar Smart Tech Energy Co.Ltd,"Rm 1, Corner of Nat Mauk St., Payin St,",,အခန္း ၁၊ နတ္ေမာက္လမ္း ေထာင့္၊ Payin St၊,"tel: 09-5050847,tel: 09-253828899,tel: 09-265050847",Bahan
"Top MTP Co., Ltd.","184, Tharyar Aye St., Ward (11),",Kitchenwares,South Okkalapa (South Okkalapa ),"tel: 01-8551179,tel: 09-798687636",Yangon Region
Aung Su Mon,"852 / B, Shukhin Thar Myo Patt Rd.,",Kitchenwares,Thaketa(Thaketa),"tel: 09-5114434,tel: 01-9190001",Yangon Region
Thazin Aung [Ah Lain Mar Ou Yin],"Thazin 4th St., Corner of Thazin St., Ward (3),",Libraries,Shwe Pyi Thar(Shwe Pyi Thar),"tel: 09-30458705,tel: 09-250942577",Yangon Region
HTL Logistics (Myanmar) PVT. Ltd.,"Rm 1104, Bldg C, 11th Flr, Kaba Aye Pagoda Rd., Pearl Condo,",,အခန္း ၁၁၀၄၊ တိုက္ C၊ ၁၁ထပ္၊ ကမ႓ာေအးဘုရားလမ္း၊ ပုလဲကြန္ဒို၊,"tel: 01-401296,tel: 01-8603861,tel: 09-263462324",Bahan
Zabu Pyinnyar,"Zabu Thiri St.,Between Zabu Thiri 7th St. and Zabu Thiri 6th St.,Ward (6-West)",Libraries,Thaketa(Thaketa),tel: 09-254446205,Yangon Region
Astro Qube Logistics,"608, Rm 7/E, 7th Flr, Merchant Rd., Bo Son Patt Tower, Ward (9),",,အမွတ္ ၆၀၈၊ အခန္း ၇/E၊ ၇ထပ္၊ ကုန္သည္လမ္း၊ ဘိုစြန္ပက္တာ၀ါ၊ (၉)ရပ္ကြက္၊,"tel: 09-43040450,tel: 01-378907,tel: 01-378935",Pabedan
Khaing,"10, Zingama Rd., Ward (5),",Lotteries,Thaketa(Thaketa),"tel: 09-43065007,tel: 09-73115575",Yangon Region
Mahar Tha Htay Min,"166/168, Rm 20, 27th St., Upper Block,",Lotteries,Pabedan(Pabedan),tel: 09-252222607,Yangon Region
Sar Ko Aye,"14 / 15,G Flr,Lanmadaw St.,Iron Market,",,,"tel: 09-252899998,tel: 09-5115868",Latha
EMPIRE HOLDING COMPANY LIMITED.,"393, Lower Kyee Myin Daing Rd.,",,,"tel: 09-73083188,tel: 09-73225988",Ahlone
Mahar Tha Htay Min,"191, 27th St., Upper Block,",Lotteries,Pabedan(Pabedan),"tel: 01-243799,tel: 01-245601,tel: 09-2006391,tel: 09-5111870",Yangon Region
Yangon Institute of Education Library [1],"Pyay Rd., Near TTC B.E.H.S School, Ward (9),",Libraries,Kamayut(Kamayut),tel: 01-536170,Yangon Region
Kal Tin Shin,"190, G Flr, 27th St., Upper Block,",Lotteries,Pabedan(Pabedan),"tel: 09-257025339,tel: 09-781754820",Yangon Region
"Variety Trading Co., Ltd.","35, Rm 4, Bldg 35, Sabei St.,",,အမွတ္ ၃၅၊ အခန္း ၄၊ တိုက္ ၃၅၊ စံပယ္လမ္း၊,"tel: 09-401542244,tel: 09-5412818",Tarmwe
University Of Yangon Library,"Ah-Di-Pa-Ti Rd.,Yangon University Campus",Libraries,Kamayut(Kamayut),tel: 01-537250,Yangon Region
Young Men's Christian Association [Yangon Y.M.C.A],"263, Maha Bandoola Rd., YMCA Bldg,",Libraries,Botahtaung(Botahtaung),"tel: 01-294109,tel: 01-294128,tel: 01-203027,tel: 01-296435",Yangon Region
Mahar Kyee Pwar Chan Thar,"454/456, Merchant Rd.,",Lotteries,Botahtaung(Botahtaung),"tel: 01-398012,tel: 01-374177,tel: 01-372772,tel: 09-5566778",Yangon Region
Mahar Larban,"Bldg 1, Rm 3, Than Thu Mar Rd., Zizawa Garden Housing,",Lotteries,South Okkalapa (South Okkalapa ),"tel: 09-5197963,tel: 09-31261643,tel: 09-8502008",Yangon Region
Peninsula Enterprises Ltd.,"1/3, 3rd Flr, Bo Min Yaung Rd., Corner of Set Yon Rd. (Mill Rd.), Taw Win Plaza,",,တတိယထပ္၊ ဗိုလ္မင္းေရာင္လမ္း၊ စက္ရံုလမ္း ေထာင့္၊ ေတာ္၀င္ပလာဇာအနီး၊,"tel: 01-201164,tel: 01-201327",Mingalar Taung Nyunt
U Myint Than,"149/A, G Flr, Lanmadaw St.,",,,"tel: 09-5199656,tel: 09-260544862,tel: 09-73154403",Lanmadaw
Aye Ma,"214-C, G Flr,   133 St, Mingalar Taung Nyunt Ward,",,,"tel: 01-205274,tel: 01-299478",Mingalar Taung Nyunt
"Golden Jaguar Co., Ltd.","002, Bldg 16, Aung Thapyay St., West Yuzana Plaza,",,အမွတ္ ၀၀၂၊ တိုက္ ၁၆၊ ေအာင္သေျပလမ္း၊ ယုဇနပလာဇာ အေနာက္ဘက္၊,"tel: 09-30181111,tel: 09-260408818,tel: 09-260059988",Mingalar Taung Nyunt
King,"165/176, G Flr, Mingalar Mon Market,",,အမွတ္ ၁၆၅/၁၇၆၊ ေျမညီထပ္၊ မဂၤလာမြန္ေဈး၊,"tel: 09-5160113,tel: 01-295774",Mingalar Taung Nyunt
Universities Central Library [Branch],"Ah-Di-Pa-Ti Rd.,Yangon University Campus",Libraries,Kamayut(Kamayut),"tel: 01-534979,tel: 01-536927,tel: 01-535847",Yangon Region
SISTER,"U-53-54-55, 78 St., Between 33 St. and 34 St., Yadanar Pon Super Centre,",,အမွတ္ U-၅၃-၅၄-၅၅၊ ၇၈လမ္း၊ ၃၃လမ္း ႏွင့္ ၃၄လမ္း ၾကား၊ ရတနာပံုစူပါစင္တာ၊,"tel: 09-2009830,tel: 09-5230682",Chan Aye Thar Zan
Kyin Nyunt [Daw],"963, Thila St., Ward (4),",Lotteries,South Okkalapa (South Okkalapa ),tel: 01-563374,Yangon Region
Pyone Pyone Family,"101, G Flr, 123th St.,Near Mingalar Market,  Upper Block,",,,"tel: 09-5189706,tel: 01-8619127,tel: 01-8619128",Mingalar Taung Nyunt
La Nae,"25, Bayint Naung Rd., Kwet Thit Ward,",Lotteries,Insein(Insein),tel: 09-32166201,Yangon Region
Koe Nawarat,"460, Yangon-Insein Rd., Corner of U Chit Tun St.,Ward (2),",Lotteries,Mayangone(Mayangone),"tel: 01-709070,tel: 09-420767374",Yangon Region
La Pyae Aung,"120, Yae Kue Butar Yone St., Ward (8),",Lotteries,Mayangone(Mayangone),"tel: 09-5029619,tel: 01-657147",Yangon Region
Shwe Li Oo,"1-La/16, Bet; 11 St. and 12 St. & Bet; 86 St. and 87 St.,",,,"tel: 02-21536,tel: 02-75098",Aung Myay Thar Zan
RK ANANDA Steel,"14, G Flr, 137th St., Ma U Gone Ward,",,,"tel: 09-5018813,tel: 01-200211,tel: 09-5018813,tel: 01-200211",Tarmwe
ZMH Group of Companies,"25, Late Kan St., Ward (7),",,အမွတ္ ၂၅၊ လိပ္ကန္လမ္း၊ (၇)ရပ္ကြက္၊,"tel: 01-200621,tel: 01-295121,tel: 01-8610627",Pazundaung
Kyaw Gyi [Ko],"1007, Yarza Di Yit Rd., Ward (38),",Lotteries,North Dagon(North Dagon),"tel: 01-580360,tel: 09-420287571",Yangon Region
"HM Group Co., Ltd.","903, 9th Flr, Kandawgyi Tower,",,အမွတ္ ၉၀၃၊ ၉ထပ္၊ Kandawgyi Tower၊,tel: 01-8619230,Mingalar Taung Nyunt
KABAR SOPYAY,"Pha Pha-0/9-10,Manaw Hari St.,Between 54 St. and 55 St.,",,,"tel: 09-782334228,tel: 09-782334229",Chan Mya Tharsi
Moe Yan Shwe La Min & Myat Su Kaday,"1271, Pin Lon Rd., Ward (35),",Lotteries,North Dagon(North Dagon),"tel: 09-420075915,tel: 09-795628772",Yangon Region
Kyaik Htee Yoe Boe Boe Gyi,"Rm 43, G Flr, D Shed, Shwe Dagon Pagoda Rd., Thein Gyi Market, Face Wing, Ward (8),",Lotteries,Latha(Latha),"tel: 01-242488,tel: 09-5120781",Yangon Region
Moe Yan Shwe La Min & Myat Su Kaday,"390,Maha Bandoola Rd.",Lotteries,Kyauktada(Kyauktada),,Yangon
Moe Sandar,"11th St.,Yuzana Garden City Housing, B Block",Lotteries,Dagon Seikkan(Dagon Seikkan),tel: 09-778101400,Yangon Region
Moe Yan,"920,Lay Daunt Kan Rd.,Near San Pya Zay Bus Stop,Nga Moe Yeik Ward",Lotteries,Thingangyun(Thingangyun),tel: 09-43112156,Yangon
Mingalar Shwe Moung [Main],"168/188, Rm 14, 27th St., Upper Block,",Lotteries,Pabedan(Pabedan),"tel: 01-240411,tel: 09-73048048,tel: 01-248974",Yangon Region
Moe Yan Shwe La Min & Myat Su Kaday,"Rm 8/B,Thitsar Pan St.,Near Mya Nandar Market,Hta Wun Bae Ward",Lotteries,North Okkalapa (North Okkalapa ),"tel: 09-250766914,tel: 09-42115585",Yangon Region
Moe Yan Shwe La Min & Myat Su Kaday,"475/B, Maha Myaing St., Ward (9),",Lotteries,Shwe Pyi Thar(Shwe Pyi Thar),"tel: 09-5406293,tel: 09-73218259",Yangon Region
Yacoob(Ko) & Brothers,"81 St., Between 26 St. and 27 St,",Kitchenwares,Chan Aye Thar Zan(Chan Aye Thar Zan),"tel: 02-36929,tel: 02-35251",Mandalay Region
"Thuriya Sandar Win Co., Ltd.","651, Merchant Rd.,",,,"tel: 01-384988,tel: 09-51384988",Pabedan
Min Htet Thar,"12, Rm 10, Parami Rd., Dept. of Social Welfare Shop Room, Ward (9),",Lotteries,Mayangone(Mayangone),tel: 09-73144486,Yangon Region
Miba Myittar,"453, Than Thu Mar Rd., Corner of Nga Moe Yeik 5th St.,Nga Moe Yeik Ward,",Lotteries,Thingangyun(Thingangyun),tel: 01-8565729,Yangon Region
"Yun Asia International Freight Forwarding Co., Ltd.","C-29/30, Thiri Yadanar Retail/Wholesale Market,",,,"tel: 09-252555508,tel: 09-790854180",North Okkalapa
Doe Min Thar,"118, Aung Mingalar Lane, Tadar Gyee Ward,",Myanmar Orchestras,North Okkalapa (North Okkalapa ),tel: 09-420032206,Yangon Region
Mg Nge,"192/449, 4th Flr, Shwe Mingalar Market,",Kitchenwares,Mingalar Taung Nyunt(Mingalar Taung Nyunt),,Yangon Region
Aye Min Aung [Myoh Taw],"12, Ou Yin St., Ma Gyee Dan (North-West) Ward,",Myanmar Orchestras,Kyeemyin Daing(Kyeemyin Daing),"tel: 01-9317759,tel: 09-780385039",Yangon Region
Jet Stin,"Bldg 8, Rm 102, 1st Flr, Kun Chan 6th St., Hanthar Yeik Mon Housing,",Myanmar Orchestras,Kamayut(Kamayut),"tel: 09-450015348,tel: 09-73012916,tel: 09-8628146",Yangon Region
Moe Yan Shwe Lamin & Myat Su Kaday,"Rm 11, Kyoe Tadar St., Tha-Ma-Tha Shop Room, Ta Ta Lin Cheik Ward,",Lotteries,North Okkalapa (North Okkalapa ),tel: 09-799485027,Yangon Region
Bo Bo Aung,"272, 2nd Flr, Kyee Myin Daing Kannar Rd., Ma Gyee Dan (South-West) Ward,",Myanmar Orchestras,Kyeemyin Daing(Kyeemyin Daing),"tel: 09-420113030,tel: 09-73186898,tel: 09-254899121",Yangon Region
Hein Yarzar,"827, 2nd Flr, Waiza Yan Tar 17th St., Ward (6-East),",Myanmar Orchestras,Thaketa(Thaketa),"tel: 09-43144351,tel: 09-795129980,tel: 09-790927131",Yangon Region
Moe Yan Shwe Lamin & Myat Su Kaday,"2, May Darwi Rd., Corner of Khay Mar Thi Rd.,Za Myin Zwel Ward,",Lotteries,North Okkalapa (North Okkalapa ),tel: 09-5414731,Yangon Region
Moe Yan Shwe Lamin & Myat Su Kaday,"Bogyoke Aung San St.,Ward (3)",Lotteries,Hlaing Thar Yar(Hlaing Thar Yar),"tel: 09-250166300,tel: 09-798054463",Yangon Region
Moe Yan Shwe Lamin & Myat Su Kaday,"500, U Pu Nya St., Corner of Aung Min Khaung 5th St.,Ward (7),",Lotteries,Hlaing Thar Yar(Hlaing Thar Yar),tel: 09-960960887,Yangon Region
Moe Yan Shwe Lamin & Myat Su Kaday,"81, Kyan Sit Thar Rd., Ward (70),",Lotteries,South Dagon(South Dagon),"tel: 09-796828217,tel: 09-258849489",Yangon Region
Moe Yan Shwe La Min & Myat Su Kaday [Main - Aung Mingalar],"Hta Wun Bae Shed, Rm A/1/2, Dagon St., Aung Mingalar High-Way Bus Terminal,",Lotteries,Mingalardon(Mingalardon),tel: 09-778467815,Yangon Region
Miba Myittar,"12, Myeik St., Ward (21),",Lotteries,South Dagon(South Dagon),"tel: 09-73074848,tel: 09-421076189",Yangon Region
Aung Win Bo,"1089, Eaindar 7th St., Ta Ta Lin Cheik Ward,",Myanmar Orchestras,North Okkalapa (North Okkalapa ),"tel: 09-73175031,tel: 09-421159405,tel: 09-420257061",Yangon Region
Aung Thu Hein,"Bldg 141, Rm 102, Aung Chan Thar St., Hanthar Yeik Mon Housing, Ward (5),",Myanmar Orchestras,Kamayut(Kamayut),"tel: 09-73013808,tel: 09-793251876",Yangon Region
Moe Yan Shwe La Min & Myat Su Kuday,"445,Kyee Myin Daing Kannar Rd.,Thayet Taw (North) Ward",Lotteries,Kyeemyin Daing(Kyeemyin Daing),"tel: 01-527652,tel: 09-5159868",Yangon Region
Moe Yan Shwe Lamin & Myat Su Kaday,"Bogyoke Aung San St.,Near Than Tadar,Ward (2)",Lotteries,Hlaing Thar Yar(Hlaing Thar Yar),tel: 09-259347816,Yangon Region
Moe Yan Shwe Lamin & Myat Su Kaday,"520, Merchant Rd.,",Lotteries,Kyauktada(Kyauktada),"tel: 01-398275,tel: 09-250513586",Yangon Region
"Phaung Phaung Logistics & Technologies Co.,Ltd.","Rm D/1, 1st Flr, 52nd St., Ward (6),",,,"tel: 09-263137602,tel: 09-49275959",Hlaing
Aung Lin Bo,"82, Thayet Taw 2nd St., Thayet Taw (South) Ward,",Myanmar Orchestras,Kyeemyin Daing(Kyeemyin Daing),"tel: 09-73053103,tel: 09-32709885",Yangon Region
"Myanmar Pinnacle Co., Ltd.","530/2, Mogoke Lane, Industrial Zone (1),",Logistics Services,South Dagon(South Dagon),"tel: 09-5139157,tel: 09-5022942",Yangon Region
"Myanmar Express International Moving Service Co., Ltd","21, 54th St.,",,အမွတ္ ၂၁၊ (၅၄)လမ္း၊,"tel: 09-5505581,tel: 09-5158550",Pazundaung
Moe Yan Shwe La Min & Myat Su Kaday,"260, Bayint Naung Rd., Ward (10),",Lotteries,Shwe Pyi Thar(Shwe Pyi Thar),tel: 09-31283144,Yangon Region
"Eaton Logistics Co., Ltd.","438,6th Flr,Strand Rd.,  Ward (4)",,,"tel: 09-73140499,tel: 09-5130415",Botahtaung
Ah Yar Da Nar,"Rm 379, Shwe Mingalar Market,",Kitchenwares,Mingalar Taung Nyunt(Mingalar Taung Nyunt),tel: 09-5155254,Yangon Region
555,"895, Byamaso Rd., Ward (5),",Kitchenwares,South Okkalapa (South Okkalapa ),"tel: 09-73000184,tel: 09-420091856",Yangon Region
432,"63, 123th St., Tha Pyay Gone Ward,",Kitchenwares,Mingalar Taung Nyunt(Mingalar Taung Nyunt),"tel: 09-5084006,tel: 09-73130368,tel: 09-421769450,tel: 09-975016960",Yangon Region
V-Serve Ayeyawaddy Logistics Limited,"Rm 002, Bldg 3, G Flr, Strand Rd., Thiri Mingalar Housing,",,အခန္း ၀၀၂၊ တိုက္ ၃၊ ေျမညီထပ္၊ ၾကည့္ျမင္တိုင္ကမ္းနားလမ္း၊,"tel: 09-263683059,tel: 09-254171960",Ahlone
Silver Moon Agency,"61, 3rd Flr, 44th St.,",Logistics Services,Botahtaung(Botahtaung),"tel: 01-398577,tel: 01-398597",Yangon Region
Min Latt Company Limited,"63, 1st Flr, 29th St.,",Logistics Services,Pabedan(Pabedan),"tel: 01-385937,tel: 01-204109",Yangon Region
All Key,"30, 135th St., Ma U Gone Ward,",Kitchenwares,Tarmwe(Tarmwe),"tel: 09-5138101,tel: 09-43117001,tel: 09-792190720",Yangon Region
Aung Kyaw Moe,"494, Eindar 5th St., Za Gwel Ward,",Myanmar Orchestras,North Okkalapa (North Okkalapa ),"tel: 09-978871206,tel: 09-31638535",Yangon Region
Naing Satin,"Rm 108, Bldg 1, 1st Flr, Bayint Naung Rd., Hanthar Yeik Mon Housing, Ward (4),",Myanmar Orchestras,Kamayut(Kamayut),"tel: 09-8625807,tel: 09-421090341,tel: 09-421029704",Yangon Region
Moe Yan Shwe Lamin & Myat Su Kaday,"632, Thandar St., Corner of Thandar 5th St.,Sa Lone Ward,",Lotteries,North Okkalapa (North Okkalapa ),tel: 09-253743273,Yangon Region
E.F.R,"62, Rm 1001, Bldg C, 10th Flr, Maha Bandoola Rd., Maha Bandoola Housing Complex(B),",,အမွတ္ ၆၂၊ တိုက္ C၊ ၁၀ထပ္၊ မဟာဗႏၶဳလလမ္း၊,"tel: 01-202510,tel: 01-9000668,tel: 01-9000669",Pazundaung
Moe Yan Shwe Lamin & Myat Su Kaday,"Bldg 1, Rm 001, Ngu War St., Aye Yeik Mon Housing,",Lotteries,Hlaing(Hlaing),"tel: 09-254329993,tel: 09-73012117",Yangon Region
Moe Yan Shwe Lamin & Myat Su Kaday,"806, Nyaung Yan St., Shwe Paukkan Ward (17),",Lotteries,North Okkalapa (North Okkalapa ),tel: 09-31046946,Yangon Region
MUST,"K-3, Yuzana St.,",,,"tel: 01-681595,tel: 01-681596",Mayangone
Aung Nan Taw,"2/4, Thit Taw St., Saw Yan Paing (West) Ward,",Kitchenwares,Ahlone(Ahlone),"tel: 01-210443,tel: 09-5139784,tel: 09-254116591",Yangon Region
Moe Yan Shwe Lamin & Myat Su Kaday,"15, Butar Yon St., Ward (1),",Lotteries,Hlaing(Hlaing),tel: 01-537920,Yangon Region
Aung Kyaw Myint,"Rm 32, Shwe Yin Aye Zay St., B.E.P.S (34) Shop Room, Ward (18),",Kitchenwares,Hlaing Thar Yar(Hlaing Thar Yar),"tel: 09-254412223,tel: 09-780480546",Yangon Region
Nyein Chan Maung,"22, Ye Baw 4th St., Phawh Kan Ward,",Myanmar Orchestras,Insein(Insein),"tel: 09-425329537,tel: 09-456353158",Yangon Region
Aung Phyo,"916, Yadanar Pon St., Ward (22),",Kitchenwares,South Dagon(South Dagon),tel: 09-421136483,Yangon Region
Aung Myint Myat,"Rm 23, Shwe Yin Aye Zay St., B.E.P.S (34) Shop Room, Ward (18),",Kitchenwares,Hlaing Thar Yar(Hlaing Thar Yar),tel: 09-420213296,Yangon Region
Moe Yan Shwe Lamin & Myat Su Kaday,"Kyaik Waing Pagoda Rd.,Kyaik Waing Pagoda Bus Stop,Ward (3)",Lotteries,Mayangone(Mayangone),"tel: 09-401600347,tel: 09-790134136",Yangon Region
"Bilin Co.,Ltd.","56, 1st Flr, 2nd St.,",Logistics Services,Lanmadaw(Lanmadaw),tel: 09-795956544,Yangon Region
Success Partners Logistic,"701, Rm 26, 1st Flr, Merchant Rd., Classic Strand Condominium,",,,"tel: 09-448040998,tel: 09-262983939",Pabedan
One Step,"22, G Flr, 41st St.,",Logistics Services,Botahtaung(Botahtaung),"tel: 09-787199912,tel: 09-787198913",Yangon Region
MOL,"62, Rm 1105, 11th Flr, Maha Bandoola Housing Complex(B),",Logistics Services,Pazundaung(Pazundaung),"tel: 09-43030524,tel: 01-200150",Yangon Region
"Royal Black Sea Logistics Co., Ltd.","141/143, Rm 1/A, 1st Flr, Botahtaung Pagoda St.,",,အမွတ္ ၁၄၁/၁၄၃၊ အခန္း ၁/A၊ ပထမထပ္၊ ဗိုလ္တေထာင္ဘုရားလမ္း၊,"tel: 09-780003022,tel: 09-968838818",Botahtaung
Naing Setin,"Bldg 1, Rm 108, 1st Flr, Bayint Naung Rd., Hanthar Yeik Mon Housing,",Myanmar Orchestras,Kamayut(Kamayut),"tel: 09-8625807,tel: 09-421090341",Yangon Region
Naing Lin Soe [Ko],"Thandi Thukha St., Near Aung See Gon Pagoda, Thingangyun Gyi Ward,",Myanmar Orchestras,Mingalardon(Mingalardon),tel: 09-788708933,Yangon Region
Hein Htut Khaung(Logistics & Transport Services),"8, Rm A, 5th Flr, Htee Dan 2nd St.,",Logistics Services,Kyeemyin Daing(Kyeemyin Daing),tel: 09-262680487,Yangon Region
ZMTT,"30, 1st Flr, Thiri St., Thiri Khaymar Ward,",,အမွတ္ ၃၀၊ ပထမထပ္၊ သီရိလမ္း၊ သီရိေခမာရပ္ကြက္၊,"tel: 09-5170363,tel: 09-972103483,tel: 01-537334",Sanchaung
Myoh Taw Shwe Min Thar,"Min Nandar Rd., Corner of Thumana St.,Beside B.E.P.S (43), Yan Pyae Ward (3),",Myanmar Orchestras,Thaketa(Thaketa),"tel: 09-250144845,tel: 09-73142264",Yangon Region
Moe Yan Shwe Lamin & Myat Su Kaday,"Yangon-Pathein Rd., Victoria Shopping Centre Compound, Ward (6),",Lotteries,Hlaing Thar Yar(Hlaing Thar Yar),tel: 09-5091532,Yangon
Muditar,"11, Shukhin Thar Rd., Near Kamar Kyi Bridge, Ward (8),",Myanmar Orchestras,Thaketa(Thaketa),"tel: 09-250318562,tel: 09-49320635",Yangon Region
"Nouvelle Lune Logestic Co.,Ltd","37, Inya Lake Hotel St.,  Inya Lake Hotel,",,,tel: 09-5121252,Mayangone
Aung Kyaw Si,"Anawrahta Rd.,Ward (10)",Kitchenwares,Hlaing Thar Yar(Hlaing Thar Yar),tel: 09-43205028,Yangon Region
"San Htar Wai Co., Ltd.","145, 1st Flr, 40th St., Lower Block,",Logistics Services,Kyauktada(Kyauktada),"tel: 09-250514128,tel: 09-73199085",Yangon Region
Mya Sithu,"1244, Thadar Yone St., Ward (2-North),",Myanmar Orchestras,Thaketa(Thaketa),tel: 09-799265305,Yangon Region
Myanmar Pyi Kyauk Sein,"Bldg 3, Rm 102, 1st Flr, Bayint Naung Rd., Hanthar Yeik Mon Housing,",Myanmar Orchestras,Kamayut(Kamayut),"tel: 09-5147757,tel: 09-250293424,tel: 01-526578 [Res]",Yangon Region
Myanma Music,"677, Lower Kyee Myin Daing Rd., Corner of Bargayar Rd.,Pade Tan, Bawga Ward,",Myanmar Orchestras,Kyeemyin Daing(Kyeemyin Daing),"tel: 09-254132853,tel: 09-253072646",Yangon Region
Sein Satin,"Thiri Thukha St., Corner of Kar Ya 12th St., Kaya Ward,",Myanmar Orchestras,Mingalardon(Mingalardon),tel: 09-421111573,Yangon Region
Sein Naing Win,"Kar Ya 12th St., Thingangyun Gyi Ward,",Myanmar Orchestras,Mingalardon(Mingalardon),tel: 09-421159499,Yangon Region
Ko Ko Naing [Mon State],"10/B, Rm 3, 3rd Flr, Kyee Myin Daing Kannar Rd., Corner of Htee Dan 1st St.,Htee Dan Ward,",Myanmar Orchestras,Kyeemyin Daing(Kyeemyin Daing),"tel: 09-5169897,tel: 09-799675750",Yangon Region
Sein Myint Khaing,"317, Thumana 5th St., Ward (5),",Myanmar Orchestras,Thaketa(Thaketa),"tel: 09-421056684,tel: 09-250145052",Yangon Region
Sein Pauk Kyaw,"284/B, 2nd Flr, Kyee Myin Daing Kannar Rd., Ma Gyee Dan (South-West) Ward,",Myanmar Orchestras,Kyeemyin Daing(Kyeemyin Daing),"tel: 09-422478441,tel: 09-36113411",Yangon Region
San Pya,"701, Thakhin Tint St., Ward (15),",Myanmar Orchestras,Hlaing Thar Yar(Hlaing Thar Yar),tel: 09-785043462,Yangon Region
Khit Thit Shwe Win Bo,"286, 2nd Flr, Kyee Myin Daing Kannar Rd., Corner of Pan Pin Gyi St.,Ma Gyee Dan (North-East) Ward,",Myanmar Orchestras,Kyeemyin Daing(Kyeemyin Daing),tel: 09-36131064,Yangon Region
Phoe Thingyan,"Bldg 610, Rm 001, Aung Mingalar St., Hanthar Yeik Mon Housing,",Myanmar Orchestras,Kamayut(Kamayut),"tel: 09-5063980,tel: 09-73012074",Yangon Region
Ponnar Pyar Yoke Sone Sin Taw Gyi [Ponnar Pyar Than Zaw],"345, Thudhamar Rd., Za Gwel Ward,",Myanmar Orchestras,North Okkalapa (North Okkalapa ),"tel: 09-260919703,tel: 09-450201452",Yangon Region
