state,township,category,name,contact,street
Yangon Region,Insein,Export & Import Companies,Ocean Pacific Cold Storage," 01686680, 01686681, 09440252800","2/2, Bay Kyin St., Gyoh Gone (West) Ward,"
Yangon Region,Pabedan,Diamonds,Chit Kyi Moe," 0943120018, 09254953605","35, 29th St., Lower Middle Block,"
Yangon Region,Mingalardon,Export & Import Companies,"R-OASIS Co.,Ltd. [Andaman Sea Food Trading]"," 01706260, 095031552, 098760578","1, Ye Yeik Thar St., Corner of Yuzana St.,Kyan Khin Su Ward,"
Yangon Region,Kyeemyin Daing,Export & Import Companies,"Mr.Egg Co.,Ltd."," 01511625, 095040936","26, Yadanar Pon St., Zay Gyi (West) Ward,"
Yangon Region,Dagon,Flowers & Shrubs [Artificial],Ywet Thit," 0973081378, 09262646046","Rm 46, Shwe Dagon Pagoda (North Entrance),"
Yangon Region,Kyeemyin Daing,Export & Import Companies,"Ngwe Pinlae Livestock Breedings & Fisheries Co.,Ltd."," 019317202, 098553493, 098616019","Pan Pin Gyi St., Corner of Kyee Myin Daing Kannar Rd., Near Hlaing River, Ma Gyee Dan (North-West) Ward,"
Yangon Region,Insein,Export & Import Companies,"Myeik Zenith Industrial Co.,Ltd."," 0973254268, 0973087598","Say Wah Set Yone St., Myanmar Fisheries Federation Compound, Gyoh Gone (West) Ward,"
Yangon Region,Insein,Export & Import Companies,Fisheries & Marine Products 2000 Ltd.," 01299353, 01299354, 01686002, 01686003","2/2, Bay Kyin St., Fisheries Dept. Compound, Gyoh Gone (West) Ward,"
Yangon Region,Hlaing,Export & Import Companies,Eastern Power Int'l Ltd.," 01514527, 01507344 Ext.120","51,Rm 402,4th Flr,Pyay Rd.,Shwe Hin Thar Tower A,Ward (11)"
Yangon Region,Pazundaung,Beans & Pulses,"May Yu Trading Co.,Ltd.",,"106,52nd St.,Upper Middle Block"
Yangon Region,Dagon,Flowers & Shrubs [Artificial],Thapyay, 095405939,"Rm 20, Shwe Dagon Pagoda (North Entrance),"
Yangon Region,Pabedan,Gold Shops/Goldsmiths,Aung Zabu Aye," 095009458, 095311155, 098609458","Super World 2 Shed, Rm 12/13, 1st Flr, Bogyoke Aung San Market,"
Yangon Region,Thaketa,Jewellery Polishing,Aung," 09421176354, 09262064082","8, Zingama Rd., Ward (5),"
Yangon Region,Pabedan,Silverwares,Bawa," 01373584, 0933162023","79/A, 29th St., Lower Middle Block,"
Yangon Region,South Okkalapa ,Gold Shops/Goldsmiths,Cherry, 09250898753,"17, Cherry St., Ward (14/1),"
Yangon Region,Thaketa,Jewellery Polishing,2 Star," 09425013283, 09250961163","Ayeyar Wun Rd.,Co-operative Shop Room,Ward (10-North)"
Yangon Region,Pabedan,Jewellery Polishing,969," 09450026782, 0973236595","70/72,1st Flr,30th St.,Lower Middle Block"
Yangon Region,Mingalar Taung Nyunt,,Phoenix [Myanmar Traditional Boxing Gym]," 09964300215, 09964400215","1st Flr, Thein Phyu Rd., Mingalar Taung Nyunt Ward,"
Yangon Region,Mingalar Taung Nyunt,Fitness Centres & Gyms,202," 01203278, 095013432, 0973020840","Bldg C/3, Rm 202, 2nd Flr, Hnin Si St., Yuzana Mingalar City Housing,"
Yangon Region,Pabedan,Jewellery Shops,MI Yadanar," 095165634, 09795165634","38/39, West-D Shed, Bogyoke Aung San Market,"
Yangon Region,Pabedan,,Yoedayar Casting," 0943121416, 095086914","64,1st Flr,29th St.,"
Yangon Region,Kamayut,,Selection Fitness Centre," 09420058788, 0933355611","10, 1st Flr, Hledan 2nd St.,"
Yangon Region,Pabedan,Jewellery Shops,A Zu Thit, 09254440488,"Blk West (D), 12, Bogyoke Aung San Market,"
Yangon Region,Mingalar Taung Nyunt,Fitness Centres & Gyms,Gold's Gym," 0943182255, 09960002746, 01201511","45, 1st Flr, 124th St., Tha Pyay Gone Ward,"
Yangon Region,Hlaing,,Brahminy," 01507357, 01507481","107, G Flr, Pyay Rd., Shwe Hin Thar Tower, Tower-B.6 1/2 Mile.,"
Yangon Region,Maha Aung Myay,,Yatanar Star, 09254491297,"626,82 St.,Between 44 St. and 45 St.,"
Yangon Region,Pabedan,,Ruby Jewellery," 01254680, 095117721, 095145950","127, Bogyoke Aung San Market,   Central Block,"
Yangon Region,Pabedan,Jewellery Shops,Ei Shwe Yee (ESY), 095103642,"300/301, West (D) Shed, Bogyoke Aung San Market,"
Yangon Region,Insein,Export & Import Companies,"Myint Myat Hein Co.,Ltd.", 01686051~56,"18, Bay Kyin St., Myanma Fishery Enterprise Vehicles Compound, Gyoh Gone (West) Ward,"
Yangon Region,Mingalardon,Export & Import Companies,"Yangon Fuhai Trade Co.,Ltd. [China]"," 0931019666, 0973177971","9, Yuzana St., Kyan Khin Su Ward,"
Yangon Region,Thaketa,Jewellery Polishing,Myint Tun," 09250144774, 09453412554, 09264986718","1057, Waizayantar 10th St., Ward (6-East),"
Yangon Region,Pabedan,Jewellery Polishing,Myanmar Gem [Ko Thar Gyi]," 095096813, 09795096813","Super World 2 Shed, Rm 9, 1st Flr, Bogyoke Aung San Market,"
Yangon Region,Insein,Export & Import Companies,"Yangon Fishery Development Co.,Ltd. [YFD]"," 01682444, 01682516, 095096361","2/24/A, Say Wah Set Yone St., Gyoh Gone (West) Ward,"
Yangon Region,Thaketa,Jewellery Polishing,Lin Latt, 09420108029,"146, Yadanar Pon St., Corner of Yadanar Pon 2nd St,Ward (10-North),"
Yangon Region,Thaketa,Jewellery Polishing,Lin Latt Yaung Shein," 09250020875, 09781273278","Rm 12, Ayeyar Wun Rd., Infront Of 10 Oo Yin Market, Ward (9),"
Yangon Region,Kamayut,Fitness Centres & Gyms,Wah Wah Thinn," 095094818, 0943033067","4, Bayint Naung Rd., Shwe Marlar Yeikmon,"
Yangon Region,North Okkalapa ,Jewellery Polishing,Lin Htoo," 095193372, 0973132015","Rm B/2/04, 1st Flr, Khay Mar Thi Rd., Min Yan Aung Cinema Hall, Za Myin Zwel Ward,"
Yangon Region,Pabedan,Jewellery Polishing,Kyi Yadanar," 095010097, 01246312 [Res], 09798118399, 0943186866","61, 29th St., Lower Middle Block,"
Yangon Region,Pabedan,Jewellery Polishing,Kaung Pwint, 01250587,"505, 2nd Flr, Maha Bandoola Rd.,"
Yangon Region,Pabedan,,Hi-Boss," 09262017193, 01374499","10, Bogyoke Aung San Market,"
Yangon Region,Insein,Export & Import Companies,"Yadanar Theingi Industrial Co.,Ltd."," 01682668, 01682821, 01682709","9, Bay Kyin St., Myanma Fishery Enterprise Vehicles Compound, Gyoh Gone (West) Ward,"
Yangon Region,Dagon Seikkan,Jewellery Polishing,Mann Aung Thu, 09975060033,"Bldg 3,Rm 002,5th St.,Yuzana Garden City Housing, A Block"
Yangon Region,Pabedan,Jewellery Polishing,Lin," 01381689, 092021488, 0949222418","113/117, 29th St., Upper Middle Block,"
Yangon Region,Mingalardon,Jewellery Polishing,Kyee Pwar Aung," 09250875978, 09254524790","26, Thu Ti St., San Pya (Pa Hta Ma) Ward,"
Yangon Region,Maha Aung Myay,,Htet Myat Kyaw, 092004251,"Rm 6-7, 46 Shed, Mahar Aung Gem & Jewellery Zay,"
Yangon Region,Maha Aung Myay,,Fulong Store," 09259361898, 09258880208","38 St.,Corner of 81 St.,"
Yangon Region,Bahan,,Real Fitness," 09253065582, 011220881","20,G Flr,Pearl St.,  Golden Valley"
Yangon Region,Pazundaung,,"Orient Pearl Co., Ltd."," 01200594, 01299070","216 - 222 / #4(A-B), Maha Bandoola Rd.,  Bo Myat Tun Housing,"
Yangon Region,Pabedan,,Banner," 09250279900, 01250118","130, Bogyoke Aung San Market,"
Yangon Region,Pabedan,,Myat Thitsar, 0943070118,"A-33/34, Bogyoke Aung San Market,"
Yangon Region,Pazundaung,Marine Equipment,Toe Toe Lwin Group," 01290485, 01204097 Ext.370","7/B, Mya Thazin St.,"
Yangon Region,Maha Aung Myay,,Northen Star, 0991047697,"Rm A-9, 87 St., Between 38 St. and 39 St., Mahar Aung Gem & Jewellery Zay,"
Yangon Region,Mayangone,Export & Import Companies,Tin Win [U] [K & N Fisheries Enterprise]," 01665913, 01665913","20/G, Thamadi St., Ward (8),"
Yangon Region,Hlaing Thar Yar,Export & Import Companies,"Sann Thit Zaw Co.,Ltd."," 095010556, 095034410","295, Ta Pin Shwe Htee St., Ward (1),"
Yangon Region,North Dagon,,Body King, 0943150375,"Pin Lon Rd.,  Top of Bay Li Bridge"
Yangon Region,Mayangone,,Min Thiha," 095015785, 09795000051","45/C, Pyay Rd.,  7 Mile,  Ward (7),"
Yangon Region,Pabedan,,Golden Rose jewellery, 0951242229,"88, Bogyoke Aung San Market,  Central Hall,"
Yangon Region,Mayangone,Jewellery Polishing,Shwe Lin Yaung, 01666410,"299, Ayeyar St., Corner of Aung Theik Pan St.,Ward (2),"
Yangon Region,Pabedan,Jewellery Polishing,Shwe Pa Wah," 09250143974, 09420140711","130, 1st Flr, 29th St., Upper Middle Block,"
Yangon Region,Thaketa,Jewellery Polishing,Sandar Min, 09253822599,"Rm 2, Ayeyar Wun Rd., Infront Of 10 Oo Yin Market, Ward (9),"
Yangon Region,Thaketa,Jewellery Polishing,Shwe Hinthar," 09254308914, 09250838549","375, Htuparyon St., Corner of Htuparyon 22th St.,Ward (2-North),"
Yangon Region,Thaketa,Jewellery Polishing,Sandar Min," 09253753887, 09253822809","Rm 24, Zingama Rd., Mya Yadana Cinema Shop Room, Ward (5),"
Yangon Region,South Okkalapa ,Jewellery Polishing,Shwe Hein," 0973122817, 09788166778, 09773522384","760, Byamaso Rd., Ward (5),"
Yangon Region,Pabedan,Jewellery Polishing,Nay La Yaung, 0973004192,"Face Wing Shed, Rm B, 1st Flr, Bogyoke Aung San Market,"
Yangon Region,Latha,,X-GYM Fitness," 01371420, 01210794","20th St., Strand St.,"
Yangon Region,South Okkalapa ,Jewellery Polishing,Shwe La Win, 0949280409,"14, Myittar Rd., Ward (12),"
Yangon Region,North Okkalapa ,Jewellery Polishing,Shwe Hlyan, 09421164053,"Rm B/2/09, 1st Flr, Khay Mar Thi Rd., Min Yan Aung Cinema Hall, Za Myin Zwel Ward,"
Yangon Region,Bahan,Journals,8-days," 0973080816, 018603758, 0973080815, 0973080814","Bldg D, Rm 606, 6th Flr, Pearl Condo,"
Yangon Region,Kyauktada,Journals,365 Sport News," 01398305, 01382816","198, 4th Flr, Pansoedan St., Middle Block,"
Yangon Region,Kyauktada,Journals,"24/7 News Journal, Football Kicker, Nyein Education Journal"," 01256621, 01501006","167/173, Rm B/2, 2nd Flr, Seikkanthar St., Upper Middle Block,"
Yangon Region,Kamayut,Journals,"7 Days News, Internet [Information Matrix Co.,Ltd.]"," 01512887, 01513515~9","Bldg E, 1st Flr, Pyay Rd., Diamond Condo,"
Yangon Region,Botahtaung,,The Opportunity Journal," 09264545457, 09264545458","21/23, Rm 3-04, 52nd St.,   (Lower Block),"
Yangon Region,Lanmadaw,Journals,9 Plus, 0973029972,"96, 2nd Flr, 11th St., Upper Block,"
Yangon Region,North Okkalapa ,Jewellery Polishing,Ngwe La Wun, 09250229152,"Rm A/1/O/3, Khay Mar Thi Rd., Min Yan Aung Cinema Hall, Za Myin Zwel Ward,"
Yangon Region,Thaketa,Jewellery Polishing,Shwe Zee Kwet, 09421149987,"81, Yadanar Pon St., Corner of Yadanar Pon 1st St.,Ward (10-North),"
Yangon Region,Bahan,,Nu Yadanar," 01548704, 095039313","7C, Saya San Rd.,"
Yangon Region,Pabedan,,Su Myint Myat," 01378621, 095505543","15, Baho Shed, Bogyoke Aung San Rd., Bogyoke Aung San Market,"
Yangon Region,Botahtaung,Journals,The Farmer," 09420070505, 09420070506","58, 46th St.,"
Yangon Region,Thaketa,Jewellery Polishing,Shwe Yee Linn [2], 09252744500,"11, Zingama Rd., Ward (5),"
Yangon Region,North Dagon,Fitness Centres & Gyms,Benefit," 0973766666, 095174992","1254, Nat Yay Kan 1st St., Behind of North Dagon Kyaung St, Ward (35),"
Yangon Region,Thaketa,Jewellery Polishing,Shwe Yee Lin, 095506625,"Yadanar Pon St.,Corner of Yadanar Pon 1st St.,Ward (9)"
Yangon Region,Mayangone,Jewellery Polishing,Thein Kyaw [Ko]," 09795676537, 09253391626","Ayeyar St., Corner of Aung Khay Mar St., Ward (2),"
Yangon Region,Thaketa,Jewellery Polishing,Shwe Yee Lin," 09420253260, 09250306529","Rm 24, Ayeyar Wun Rd., Infront Of 10 Oo Yin Market, Ward (9),"
Yangon Region,Pabedan,,The Voice Weekly," 095176835, 01242424","458-460, Rm E, 4th Flr, 31st St., Corner of Maha Bandoola Rd.,"
Yangon Region,Yankin,,My Gym," 09456722228, 09456808889, 09456808880","4/B, Soon Loon Gu St.,"
Yangon Region,Kamayut,,Fab Favourite," 09254190562, 09250510011","21/23, 2nd Flr, U Tun Linn Chan St.,"
Yangon Region,Tarmwe,,Real Power, 09440549460,"120, 2nd Flr, Kyauk Myaung St., Kyarr Kwet Thit Ward,"
Yangon Region,Dagon Seikkan,Jewellery Polishing,Shwe Yee Lin," 09254251387, 09796558892","Bldg 17, Rm 001, 6th St., Yuzana Garden City Housing, A Block,"
Yangon Region,Pabedan,,Bagan Gift Centre, 01385894,"15/90, Bogyoke Aung San Market,   Front Row,"
Yangon Region,Kamayut,,MYM - 1, 09420043209,"9, 2nd Flr, Saydanar St., Ward (8),"
Yangon Region,North Dagon,Fitness Centres & Gyms,46 Gym," 0943039371, 09777600035","1218, Bo Cho St., Near 46 Junction,  Ward (46),"
Yangon Region,Tarmwe,Fitness Centres & Gyms,Beauty," 095410015, 09796648320","53/54, 3rd Flr, Layar Shwe Myay St., Myittar Nyunt Ward,"
Yangon Region,Pabedan,,Vervain," 095019238, 0973163041","43,   East Wing, Bogyoke Market,"
Yangon Region,Pabedan,,Htoo Poun Yadanar," 09795180165, 095180165","23/ 24, Bogyoke Aung San Market, West (D) Block,"
Yangon Region,Thaketa,Jewellery Polishing,Shwe Yee Lin [5], 095506625,"46, Zingama Rd., Corner of Anawmar St.,Ward (2-North),"
Yangon Region,Mayangone,,Mogouk U Than Maung Nay La Na Par Theikdi Yadanar," 095130974, 01705070","B-2, Kaba Aye Pagoda Rd.,  Myanma Gems Museum,"
Yangon Region,Pabedan,Jewellery Shops,SUNRISE," 095035186, 01240966 (Ext; 633)","124, Bogyoke Aung San Market, Nawarat Hall,"
Yangon Region,Chan Mya Tharsi,,Kaung Myat Kyaw," 09401551550, 09782051240","78 St., Yangon-Mandalay St., Museun St.,"
Yangon Region,Pabedan,,A & K Jewellery," 095008776, 01392251","57 / 58,Bogyoke Aung San Market, Central Hall,"
Yangon Region,Botahtaung,,Shape, 09254448090,"98, 1st Flr, Bogalay Zay St.,"
Yangon Region,Pabedan,Jewellery Polishing,Shwe Pyan Hlwar," 01382050, 095134241","56, 29th St., Lower Middle Block,"
Yangon Region,Hlaing,Fish Gravy/Fish Paste & Other,Aye Myittar, 0973791022,"Ga Nge Shed, Rm 353, Thiri Mingalar Market,"
Yangon Region,North Okkalapa ,Fish Gravy/Fish Paste & Other,Aye Kyu [Daw]," 0931195810, 09451113138","201, Thandar St., Corner of Thandar 11th St.,Nga Ward,"
Yangon Region,Pabedan,,Tun Sein Yadanar," 01254080, 01382416","74, Shwe Bon Tha St.,"
Yangon Region,Insein,Fish Gravy/Fish Paste & Other,Aye Han [Ko], 09251047784,"G/2 Shed, Rm 144, Insein Market,"
Yangon Region,South Okkalapa ,Fish Gravy/Fish Paste & Other,Aung Kyi [U], 09421128439,"Rm 9/A, Thiha Thu St., Mya Thidar Housing Shop Room, Ward (11),"
Yangon Region,Lanmadaw,Chilli Sauces [Manu],Aung Kyaw Oo [U]," 01227521, 095123209","Rm B/210, Underground, Nyaung Pin Lay Plaza,"
Yangon Region,Pabedan,Jewellery Shops,Asia Yadanar Jewellery," 01249218, 01371628","117/A/B, G Flr, West Wing Shed, Bogyoke Aung San Market,"
Yangon Region,Mayangone,Jewellery Polishing,Shwe Yee Win, 09421140350,"565, U Tun Shein St., Corner of Aung Myittar St.,Ward (2),"
Yangon Region,Pabedan,,Zaw Win," 01250504, 01374073","88, Shwe Bon Tha St.,"
Yangon Region,Bahan,,Venus," 0973506761, 0943164394","39/B,   Golden Valley Road, Ward (2),"
Yangon Region,Pabedan,Jewellery Shops,Colourful Jade Amber & Jewellery," 095018688, 01240966 Ext.423/827","Rm 1/2, North Wing Shed, Bogyoke Aung San Market, Ward (5),"
Yangon Region,Pabedan,,The Blue Dot," 095115376, 09965115376","B/4/5, Super World 1 Shed, Bogyoke Aung San Market,"
Yangon Region,Mayangone,Jewellery Shops,Golden Arts," 095123049, 0932295523","11-B, G Flr, Kyaung St.,"
Yangon Region,Mayangone,,Time & Treasure," 01661362, 01652697","1, West May Kha Lane (1),"
Yangon Region,Pabedan,,Pearl Wutt Yee Phyu," 09250412676, 0973050800, 09794113170","Rm 16, 1st Flr, Super World 2 Shed, Bogyoke Aung San Market,"
Yangon Region,Pabedan,,Myanmar Star, 095126137,"Rm 23, Face Wing Shed, Bogyoke Aung San Market, Ward (5),"
Yangon Region,Pabedan,Jewellery Shops,A.Z," 095111799, 095094400","17, 1st Flr, North Wing Shed, Bogyoke Aung San Market,"
Yangon Region,Maha Aung Myay,,Sain Myat Tagon, 092022318,"86 St.,Between 37 St. and 38 St.,"
Yangon Region,Pazundaung,Journals,Bullet," 018610763, 09457194793","10/12, 4th Flr, Thazin St.,"
Yangon Region,Kamayut,Journals,Automobile Weekly Car Journal [Genio Media & Advertising]," 012304319, 01537406, 095026634, 0973004373","23/A, Aung Myay Thar Si St., Aung Myaytharsi Housing (East), Ward (1),"
Yangon Region,Pabedan,Jewellery Shops,Khin San Maw," 0973202726, 095108561","52, G Flr, Shwe Bon Tha St.,"
Yangon Region,Lanmadaw,Journals,Auto World [Advanced Media Group]," 012301124, 012301125, 09451217777","88, Shwe Taung Dan St., Middle Block,"
Yangon Region,Kyauktada,Journals,"Ah Kyoe Saung,The Power International News"," 01375537, 01372787, 0931433623","177/179, Rm 202, 3rd Flr, 34th St., Upper Block,"
Yangon Region,South Okkalapa ,Jewellery Polishing,Shwe Sabei, 09260649805,"426, Mya Lay St., Ward (14/1),"
Yangon Region,Mayangone,Jewellery Polishing,Yuzana, 09450002514,"263, Ayeyar St., Corner of Aung Thitsar St., Ward (2),"
Yangon Region,Pabedan,Jewellery Shops,Mya Nilar," 095107662, 095039311","Rm 76, Than Phyu Shed, Bogyoke Aung San Market, Ward (5),"
Yangon Region,Pabedan,Jewellery Polishing,Zin, 095073194,"Super World 4 Shed, Rm 1, 1st Flr, Bogyoke Aung San Market,"
Yangon Region,Pabedan,Jewellery Shops,Mg Mg San, 095502792,"7, Baho Shed, Bogyoke Aung San Market,"
Yangon Region,South Dagon,Jewellery Polishing,Tun, 09254147347,"548, Hlaw Gar Rd., Ward (19),"
Yangon Region,Mayangone,Journals,Ayeyarwady, 01522668,"Bldg A,Rm 523/524,4th Flr,Baho Rd.,Muditar Condo"
Yangon Region,Lanmadaw,Journals,Auto Car, 012303074,"93, 4th Flr, 11th St., Middle Block,"
Yangon Region,Bahan,Journals,Best Players," 01554474, 01548042","88/B, Kaba Aye Pagoda Rd., Saya San Ward,"
Yangon Region,Dagon Seikkan,Jewellery Polishing,Wint Wah, 09254866381,"Bldg 7, Rm 001, Ngu War St., Yuzana Garden City Housing, A Block,"
Yangon Region,Pabedan,Jewellery Shops,Htate Tin Lin," 0943073249, 09421077269","Rm 57, 1st Flr, Nawarat Hall Shed, Bogyoke Aung San Market,"
Yangon Region,Mayangone,Jewellery Polishing,Thiha San, 09425304054,"173, Ayeyar St., Corner of Aung Zeyar St., Ward (2),"
Yangon Region,Pabedan,Jewellery Shops,Jewel Star," 095119953, 09254838845, 01200579","Rm 42, West C Shed, Bogyoke Aung San Market, Ward (5),"
Yangon Region,Mayangone,Jewellery Shops,Heritage [Souvenir Shop], 0931533654,"Rm Counter 10, Min Dhama Rd., Ward (4),"
Yangon Region,Pabedan,Jewellery Shops,Hlaing," 095181609, 09774749137","Rm 59/70, G Flr, Nawarat Hall Shed, Bogyoke Aung San Market,"
Yangon Region,Kamayut,Jewellery Shops,Hnit Thet Sayar Jewellery," 01501372, 01513241, 0973031018","Blk A, Rm G 2, Pyay Rd.,  Diamond Condo,"
Yangon Region,Pabedan,Jewellery Polishing,TST Casing & Plating,,"Face Wing Shed,1st Flr,Bogyoke Aung San Market"
Yangon Region,Pabedan,Jewellery Shops,Hnin Pwint," 095192988, 09250031028","Rm C/4/5, Diamond Empire Hall Shed, Bogyoke Aung San Market,"
Yangon Region,South Okkalapa ,Journals,Advertisements Journal [Myanmar Image Media Group]," 0949224977, 0973222282, 0973249399","158/2,Rm 4,Myin Thar 10th St.,Thiri Yadanar Housing,Ward (14)"
Yangon Region,Dawbon,Fitness Centres & Gyms,Mister King, 09425302964,"9, Min Nandar Rd., Bo Htun Zan Ward,"
Yangon Region,Kamayut,Jewellery Polishing,Tint Lwin," 095118336, 095068508","Bldg 25/27, Rm 001, Kun Chan 1st St., Hanthar Yeik Mon Housing,"
Yangon Region,Pabedan,Jewellery Shops,Diamond Ray, 095042668,"Rm A/2/3, Super World 1 Shed,"
Yangon Region,Pabedan,Fitness Centres & Gyms,Life Time," 09261442551, 09261442553","260/262, Shwe Bon Tha St., Corner of Anawrahta Rd.,"
Yangon Region,Tarmwe,Journals,Advertising World Media," 01554703, 095157337, 09425324563","29,Pon Nya Wuttana St.,Nat Chaung Ward"
Yangon Region,Bahan,Fitness Centres & Gyms,Champion,,"Rm 206, Bldg C, 2nd Flr, Shwe Gon Daing Rd.,"
Yangon Region,Kamayut,Jewellery Shops,Sein Min Thamee," 0943030239, 09780069917","Rm 048, G Flr, Pyay Rd., Junction Square,"
Yangon Region,Mayangone,Warehouses [Fish Gravy/Fish Paste & Others],Arkar," 01682340, 01528545, 095017266","A/64-A, Gant Gaw St., Bayint Naung Warehouses,"
Yangon Region,Tarmwe,Fitness Centres & Gyms,Top Neo," 0973094799, 09799441598","21, 1st Flr, Kyauk Yae Twin St., Kyauk Myaung (East) Ward,"
Yangon Region,Kamayut,Jewellery Shops,Diamond & Me," 0973359994, 01218366","G Flr, Junction Square,"
Yangon Region,Pabedan,Gold Shops/Goldsmiths,Nay La," 01388548, 0943080709","36, 1st Flr, 29th St., Lower Middle Block,"
Yangon Region,Pabedan,Jewellery Shops,San Thaw Dar, 095126508,"151, Bogyoke Aung San Market, West Side Roll,"
Yangon Region,Pabedan,Jewellery Shops,Sann Thit," 095155881, 09421076459","89, Rm 7, 29th St.,  Lower Middle Block,  Ward (6),"
Yangon Region,Dagon Seikkan,Gold Shops/Goldsmiths,Kyaw Lwin [Ko] + Sein Than [Ma]," 09799604476, 09799604412, 0931236604","Bldg 9, Rm 003, 7th St., Yuzana Garden City Housing, A Block,"
Yangon Region,Pabedan,Silverwares,Khaing Wai Phyo," 095407114, 09250027092","75, 29th St., Lower Middle Block,"
Yangon Region,Pabedan,Gold Shops/Goldsmiths,New Day," 09254180905, 09250325057","Super World 4 Shed, Rm 56, 1st Flr, Bogyoke Aung San Market,"
Yangon Region,Mingalar Taung Nyunt,Fitness Centres & Gyms,Fit Way Gym, 01373777,"178, G Flr, Upper Pansoedan Rd., Green Lake Condo,"
Yangon Region,Pabedan,Gold Shops/Goldsmiths,Myat Pwint," 0973168985, 09796866233","Super World 2 Shed, Rm 5, Bogyoke Aung San Market,"
Yangon Region,Pabedan,Gold Shops/Goldsmiths,Pann Tint Yadanar," 01253307, 095156117, 095143358, 09450033663","46, 29th St., Lower Middle Block,"
Yangon Region,Botahtaung,Journals,Digital Life," 01392669, 0973186027","157, 2nd Flr, 47th St., Upper Block,"
Yangon Region,Kyauktada,Journals,Dana Theiddhi," 01398305, 01382816","198, 4th Flr, Pansoedan St., Middle Block,"
Yangon Region,Kyauktada,Journals,Computer Journal [Myanmar Heritage Publishing]," 01243893, 01398140, 09420173947","185/195, Rm 11/A, 11th Flr, Pansoedan St., Pansoedan Office Tower,"
Yangon Region,Pabedan,Gold Shops/Goldsmiths,Myittar Oo," 01243061, 0973301839, 095166189","23, 29th St., Lower Middle Block,"
