state,township,category,name,contact,street
Yangon Region,Kyeemyin Daing(Kyeemyin Daing),Fish Markets,Central San Pya Fish Market,tel: 09-421133525,"Kyee Myin Daing Kannar Rd.,Ma Gyee Dan (North-West) Ward"
Yangon Region,Mayangone(Mayangone),Fitness & Gym Equipment,Zarni,"tel: 09-5092687,tel: 09-421022034","3, Oak Pon Seik St., Near Lan Wa Bus Stop, Ward (8),"
Aung Myay Thar Zan,,,Kabar Kyaw,"tel: 02-73980,tel: 02-24432","C-1 Shed, Strand Road,Thiri Marlar Zay,   Fish Shed Gyi,"
Kyeemyin Daing,,,MORNING STAR,"tel: 01-535787,tel: 09-5110817","20, Nat Sin St.,  Kyee Myint Daing Fish Market,"
Mayangone,အမွတ္ D-၀၀၃/၆၄၊ ကမ႓ာေအးဘုရားလမ္း၊ Myanmar Gems Trade Centre၊,,Sule Mogok,"tel: 09-421137518,tel: 09-250513351","D-003/64, Kaba Aye Pagoda Rd., Myanmar Gems Trade Centre,"
Yangon Region,Lanmadaw(Lanmadaw),Flowers & Shrubs [Artificial],She's Elegant,"tel: 09-31689688,tel: 09-36173228,tel: 09-31280071","71, Lan Thit St., Lower Block,"
Yangon Region,Dagon(Dagon),Flowers & Shrubs [Artificial],Thin Ei,tel: 09-49571486,"Rm 15, Shwe Dagon Pagoda (North Entrance),"
Hlaing Thar Yar,အမွတ္ ၃၈၆ / A၊ ဗိုလ္ေအာင္ေက်ာ္လမ္း၊ မီးခြက္ေဈး၊ (၇)ရပ္ကြက္၊,,Shwe Hlaing Oo,"tel: 09-5053097,tel: 09-5136521,tel: 09-73104608","386 / A, Bo Aung Kyaw St., Mee Khwet Market, Ward (7),"
Yangon Region,Insein(Insein),Flowers & Shrubs [Artificial],Zaw,"tel: 09-250147190,tel: 09-799745766","B Shed, Rm 41, Insein Market,"
Yangon Region,Tarmwe(Tarmwe),Fitness & Gym Equipment,Zan Recreation & Fitness Club,"tel: 01-430078 Ext.1666,tel: 01-430642","65/70, Than Thu Mar Rd., Ngwe Chan Thar Gon Yaung Condo, Myittar Nyunt Ward,"
Yangon Region,Botahtaung(Botahtaung),Flowers & Shrubs [Artificial],Y Floral Service [Training],"tel: 01-245869,tel: 01-392470","119, Bogalay Zay St., Lower Middle Block YWCA Bldg,"
Aung Myay Thar Zan,,,Myo Myat,"tel: 09-440664940,tel: 09-788205098","1-2-3,Thiri Marlar Zay, Mayanchan,"
Yangon Region,Kyeemyin Daing(Kyeemyin Daing),Export & Import Companies,Aung Mingalar [Jetty],"tel: 01-526078,tel: 01-535584","Pan Pin Gyi St.,Near Hlaing River,Ma Gyee Dan (South-West) Ward"
Yangon Region,Botahtaung(Botahtaung),Flowers & Shrubs [Artificial],Young Women's Christian Association [Y.W.C.A],"tel: 01-245869,tel: 01-392470","119, Bogalay Zay St., Lower Middle Block YWCA Bldg,"
Pabedan,အမွတ္ A-၇/၈၊ ဗိုလ္ခ်ဳပ္ေအာင္ဆန္းေဈး၊,,Pyae Sone Shin,"tel: 09-5018374,tel: 09-965018374","A-7/8, Bogyoke Aung San Market, Diamond Empire Hall,"
Yangon Region,Pazundaung(Pazundaung),Betel Nuts & Assortments,"Bonny Garden Trading Co.,Ltd.","tel: 01-292449,tel: 09-5137940,tel: 01-293143,tel: 01-291664","12/E, 1st Flr, 55th St., Upper Middle Block,"
Yangon Region,Pazundaung(Pazundaung),Fisheries,"Thalarwaddy Co.,Ltd.","tel: 01-299381,tel: 09-31039243",Thida Saint St.
Yangon Region,Pazundaung(Pazundaung),Fisheries,"Tet Htet Paing Co.,Ltd.","tel: 01-8610714,tel: 01-8610715","373, Lower Pazundaung Rd.,"
Yangon Region,Dagon(Dagon),Flowers & Shrubs [Artificial],Super Myittar,"tel: 09-5188787,tel: 09-43045000,tel: 09-49201000","Rm B/92, Underground, Myanmar Culture Valley, People's Park Compound, Pyay (East) Ward,"
Yangon,Hlaing Thar Yar(Hlaing Thar Yar),Fisheries,"Tun Lin Kyi Co.,Ltd.",,"64,Mya Taung Wun Gyi U Hmo St.,Industrial Zone (3)"
Latha,,,Htake Tan,"tel: 01-382322,tel: 09-73240552","683, Maha Bandoola Rd., Corner of 19th St.,"
Latha,,,Thein Hnag Thone Kaung,"tel: 09-49288855,tel: 09-798882400","711, Between 18th St. and Sint Oh Dan St.,"
Kamayut,အမွတ္ ၅၉၊ လွည္းတန္းလမ္း၊ လွည္းတန္းေဈး အနီး၊,,Win Nyunt Nyunt,"tel: 01-536100,tel: 01-539512,tel: 01-523818","59, Hledan Rd., Near Hledan Market,"
Yangon Region,Insein(Insein),Fisheries,"Two Rivers Co.,Ltd.","tel: 01-683422,tel: 09-73015177,tel: 09-5228198,tel: 09-49295386","356, Bay Kyin St., Myanma Fishery Enterprise Vehicles Compound, Gyoh Gone (West) Ward,"
Mayangone,ပထမထပ္၊ ၈မိုင္လမ္းဆံု၊,,Sekkyar Shwe Yee,"tel: 09-73070949,tel: 01-650771~3(Ext: 139)","1st Flr, 8 Mile Junction,"
Yangon Region,Bahan(Bahan),Gold Shops/Goldsmiths,"Fully Jewellery Collection Co.,Ltd. [Fully Jewellery & TST Casting]","tel: 01-552880,tel: 01-8603242","63/C, Koh Min Koh Chin Rd., Beside Yuzana Tower, Shwe Gon Daing (West) Ward,"
Yangon Region,Kyauktada(Kyauktada),Jewellery Shops,Myint Tun Oo,"tel: 01-241723,tel: 01-245735,tel: 09-260995151","150/152, Pansoedan St., Middle Block,"
Yangon Region,Pabedan(Pabedan),Gold Shops/Goldsmiths,Diamond Mart,"tel: 01-384823,tel: 09-73081090,tel: 09-420041751,tel: 09-73150305","Super World 2 Shed, Rm B/102, 1st Flr, Bogyoke Aung San Market,"
Yangon Region,Thaketa(Thaketa),Jewellery Polishing,Dana Win,"tel: 09-5003233,tel: 09-254386301","Zabu Thiri St.,Corner of Zabu Thiri 4th St.,Ward (6-West)"
Yangon Region,Pazundaung(Pazundaung),Water Tanks,Quality Business Group [Quality Fiber],"tel: 01-299298,tel: 09-43163133,tel: 09-73213838","14, 1st Flr, Myaung Gyi St.,"
Yankin,,,Eureka House,tel: 09-790883527,"5, Thitsar Rd.,"
Yangon Region,Insein(Insein),Export & Import Companies,Ocean Pacific Cold Storage,"tel: 01-686680,tel: 01-686681,tel: 09-440252800","2/2, Bay Kyin St., Gyoh Gone (West) Ward,"
Yangon Region,Pabedan(Pabedan),Diamonds,Chit Kyi Moe,"tel: 09-43120018,tel: 09-254953605","35, 29th St., Lower Middle Block,"
Yangon Region,Mingalardon(Mingalardon),Export & Import Companies,"R-OASIS Co.,Ltd. [Andaman Sea Food Trading]","tel: 01-706260,tel: 09-5031552,tel: 09-8760578","1, Ye Yeik Thar St., Corner of Yuzana St.,Kyan Khin Su Ward,"
Yangon Region,Kyeemyin Daing(Kyeemyin Daing),Export & Import Companies,"Mr.Egg Co.,Ltd.","tel: 01-511625,tel: 09-5040936","26, Yadanar Pon St., Zay Gyi (West) Ward,"
Yangon Region,Dagon(Dagon),Flowers & Shrubs [Artificial],Ywet Thit,"tel: 09-73081378,tel: 09-262646046","Rm 46, Shwe Dagon Pagoda (North Entrance),"
Yangon Region,Kyeemyin Daing(Kyeemyin Daing),Export & Import Companies,"Ngwe Pinlae Livestock Breedings & Fisheries Co.,Ltd.","tel: 01-9317202,tel: 09-8553493,tel: 09-8616019","Pan Pin Gyi St., Corner of Kyee Myin Daing Kannar Rd., Near Hlaing River, Ma Gyee Dan (North-West) Ward,"
Yangon Region,Insein(Insein),Export & Import Companies,"Myeik Zenith Industrial Co.,Ltd.","tel: 09-73254268,tel: 09-73087598","Say Wah Set Yone St., Myanmar Fisheries Federation Compound, Gyoh Gone (West) Ward,"
Yangon Region,Insein(Insein),Export & Import Companies,Fisheries & Marine Products 2000 Ltd.,"tel: 01-299353,tel: 01-299354,tel: 01-686002,tel: 01-686003","2/2, Bay Kyin St., Fisheries Dept. Compound, Gyoh Gone (West) Ward,"
Yangon,Hlaing(Hlaing),Export & Import Companies,Eastern Power Int'l Ltd.,"tel: 01-514527,tel: 01-507344 Ext.120","51,Rm 402,4th Flr,Pyay Rd.,Shwe Hin Thar Tower A,Ward (11)"
Yangon,Pazundaung(Pazundaung),Beans & Pulses,"May Yu Trading Co.,Ltd.",,"106,52nd St.,Upper Middle Block"
Yangon Region,Dagon(Dagon),Flowers & Shrubs [Artificial],Thapyay,tel: 09-5405939,"Rm 20, Shwe Dagon Pagoda (North Entrance),"
Yangon Region,Pabedan(Pabedan),Gold Shops/Goldsmiths,Aung Zabu Aye,"tel: 09-5009458,tel: 09-5311155,tel: 09-8609458","Super World 2 Shed, Rm 12/13, 1st Flr, Bogyoke Aung San Market,"
Yangon Region,Thaketa(Thaketa),Jewellery Polishing,Aung,"tel: 09-421176354,tel: 09-262064082","8, Zingama Rd., Ward (5),"
Yangon Region,Pabedan(Pabedan),Silverwares,Bawa,"tel: 01-373584,tel: 09-33162023","79/A, 29th St., Lower Middle Block,"
Yangon Region,South Okkalapa (South Okkalapa ),Gold Shops/Goldsmiths,Cherry,tel: 09-250898753,"17, Cherry St., Ward (14/1),"
Yangon Region,Thaketa(Thaketa),Jewellery Polishing,2 Star,"tel: 09-425013283,tel: 09-250961163","Ayeyar Wun Rd.,Co-operative Shop Room,Ward (10-North)"
Yangon Region,Pabedan(Pabedan),Jewellery Polishing,969,"tel: 09-450026782,tel: 09-73236595","70/72,1st Flr,30th St.,Lower Middle Block"
Mingalar Taung Nyunt,ပထမထပ္၊ သိမ္ျဖဴလမ္း၊ မဂၤလာေတာင္ညြန္႔ရပ္ကြက္၊,,Phoenix [Myanmar Traditional Boxing Gym],"tel: 09-964300215,tel: 09-964400215","1st Flr, Thein Phyu Rd., Mingalar Taung Nyunt Ward,"
Yangon Region,Mingalar Taung Nyunt(Mingalar Taung Nyunt),Fitness Centres & Gyms,202,"tel: 01-203278,tel: 09-5013432,tel: 09-73020840","Bldg C/3, Rm 202, 2nd Flr, Hnin Si St., Yuzana Mingalar City Housing,"
Yangon Region,Pabedan(Pabedan),Jewellery Shops,MI Yadanar,"tel: 09-5165634,tel: 09-795165634","38/39, West-D Shed, Bogyoke Aung San Market,"
Pabedan,,,Yoedayar Casting,"tel: 09-43121416,tel: 09-5086914","64,1st Flr,29th St.,"
Kamayut,,,Selection Fitness Centre,"tel: 09-420058788,tel: 09-33355611","10, 1st Flr, Hledan 2nd St.,"
Yangon Region,Pabedan(Pabedan),Jewellery Shops,A Zu Thit,tel: 09-254440488,"Blk West (D), 12, Bogyoke Aung San Market,"
Yangon Region,Mingalar Taung Nyunt(Mingalar Taung Nyunt),Fitness Centres & Gyms,Gold's Gym,"tel: 09-43182255,tel: 09-960002746,tel: 01-201511","45, 1st Flr, 124th St., Tha Pyay Gone Ward,"
Hlaing,အမွတ္ ၁၀၇၊ ေျမညီထပ္၊ ျပည္လမ္း၊ ေရႊဟသၤာတာ၀ါ၊,,Brahminy,"tel: 01-507357,tel: 01-507481","107, G Flr, Pyay Rd., Shwe Hin Thar Tower, Tower-B.6 1/2 Mile.,"
Maha Aung Myay,,,Yatanar Star,tel: 09-254491297,"626,82 St.,Between 44 St. and 45 St.,"
Pabedan,,,Ruby Jewellery,"tel: 01-254680,tel: 09-5117721,tel: 09-5145950","127, Bogyoke Aung San Market,   Central Block,"
Yangon Region,Pabedan(Pabedan),Jewellery Shops,Ei Shwe Yee (ESY),tel: 09-5103642,"300/301, West (D) Shed, Bogyoke Aung San Market,"
Yangon Region,Insein(Insein),Export & Import Companies,"Myint Myat Hein Co.,Ltd.",tel: 01-686051~56,"18, Bay Kyin St., Myanma Fishery Enterprise Vehicles Compound, Gyoh Gone (West) Ward,"
Yangon Region,Mingalardon(Mingalardon),Export & Import Companies,"Yangon Fuhai Trade Co.,Ltd. [China]","tel: 09-31019666,tel: 09-73177971","9, Yuzana St., Kyan Khin Su Ward,"
Yangon Region,Thaketa(Thaketa),Jewellery Polishing,Myint Tun,"tel: 09-250144774,tel: 09-453412554,tel: 09-264986718","1057, Waizayantar 10th St., Ward (6-East),"
Yangon Region,Pabedan(Pabedan),Jewellery Polishing,Myanmar Gem [Ko Thar Gyi],"tel: 09-5096813,tel: 09-795096813","Super World 2 Shed, Rm 9, 1st Flr, Bogyoke Aung San Market,"
Yangon Region,Insein(Insein),Export & Import Companies,"Yangon Fishery Development Co.,Ltd. [YFD]","tel: 01-682444,tel: 01-682516,tel: 09-5096361","2/24/A, Say Wah Set Yone St., Gyoh Gone (West) Ward,"
Yangon Region,Thaketa(Thaketa),Jewellery Polishing,Lin Latt,tel: 09-420108029,"146, Yadanar Pon St., Corner of Yadanar Pon 2nd St,Ward (10-North),"
Yangon Region,Thaketa(Thaketa),Jewellery Polishing,Lin Latt Yaung Shein,"tel: 09-250020875,tel: 09-781273278","Rm 12, Ayeyar Wun Rd., Infront Of 10 Oo Yin Market, Ward (9),"
Yangon Region,Kamayut(Kamayut),Fitness Centres & Gyms,Wah Wah Thinn,"tel: 09-5094818,tel: 09-43033067","4, Bayint Naung Rd., Shwe Marlar Yeikmon,"
Yangon Region,North Okkalapa (North Okkalapa ),Jewellery Polishing,Lin Htoo,"tel: 09-5193372,tel: 09-73132015","Rm B/2/04, 1st Flr, Khay Mar Thi Rd., Min Yan Aung Cinema Hall, Za Myin Zwel Ward,"
Yangon Region,Pabedan(Pabedan),Jewellery Polishing,Kyi Yadanar,"tel: 09-5010097,tel: 01-246312 [Res],tel: 09-798118399,tel: 09-43186866","61, 29th St., Lower Middle Block,"
Yangon Region,Pabedan(Pabedan),Jewellery Polishing,Kaung Pwint,tel: 01-250587,"505, 2nd Flr, Maha Bandoola Rd.,"
Pabedan,အမွတ္ ၁၀၊ ဗိုလ္ခ်ဳပ္ေအာင္ဆန္းေဈး၊,,Hi-Boss,"tel: 09-262017193,tel: 01-374499","10, Bogyoke Aung San Market,"
Yangon Region,Insein(Insein),Export & Import Companies,"Yadanar Theingi Industrial Co.,Ltd.","tel: 01-682668,tel: 01-682821,tel: 01-682709","9, Bay Kyin St., Myanma Fishery Enterprise Vehicles Compound, Gyoh Gone (West) Ward,"
Yangon Region,Dagon Seikkan(Dagon Seikkan),Jewellery Polishing,Mann Aung Thu,tel: 09-975060033,"Bldg 3,Rm 002,5th St.,Yuzana Garden City Housing, A Block"
Yangon Region,Pabedan(Pabedan),Jewellery Polishing,Lin,"tel: 01-381689,tel: 09-2021488,tel: 09-49222418","113/117, 29th St., Upper Middle Block,"
Yangon Region,Mingalardon(Mingalardon),Jewellery Polishing,Kyee Pwar Aung,"tel: 09-250875978,tel: 09-254524790","26, Thu Ti St., San Pya (Pa Hta Ma) Ward,"
Maha Aung Myay,အခန္း ၆-၇၊ ႐ံု-၄၆၊ မဟာေအာင္ေျမေက်ာက္မ်က္ေဈး၊,,Htet Myat Kyaw,tel: 09-2004251,"Rm 6-7, 46 Shed, Mahar Aung Gem & Jewellery Zay,"
Maha Aung Myay,,,Fulong Store,"tel: 09-259361898,tel: 09-258880208","38 St.,Corner of 81 St.,"
Bahan,,,Real Fitness,"tel: 09-253065582,tel: 01-1220881","20,G Flr,Pearl St.,  Golden Valley"
Pazundaung,,,"Orient Pearl Co., Ltd.","tel: 01-200594,tel: 01-299070","216 - 222 / #4(A-B), Maha Bandoola Rd.,  Bo Myat Tun Housing,"
Pabedan,,,Banner,"tel: 09-250279900,tel: 01-250118","130, Bogyoke Aung San Market,"
Pabedan,,,Myat Thitsar,tel: 09-43070118,"A-33/34, Bogyoke Aung San Market,"
Yangon Region,Pazundaung(Pazundaung),Marine Equipment,Toe Toe Lwin Group,"tel: 01-290485,tel: 01-204097 Ext.370","7/B, Mya Thazin St.,"
Maha Aung Myay,,,Northen Star,tel: 09-91047697,"Rm A-9, 87 St., Between 38 St. and 39 St., Mahar Aung Gem & Jewellery Zay,"
Yangon Region,Mayangone(Mayangone),Export & Import Companies,Tin Win [U] [K & N Fisheries Enterprise],"tel: 01-665913,tel: 01-665913","20/G, Thamadi St., Ward (8),"
Yangon Region,Hlaing Thar Yar(Hlaing Thar Yar),Export & Import Companies,"Sann Thit Zaw Co.,Ltd.","tel: 09-5010556,tel: 09-5034410","295, Ta Pin Shwe Htee St., Ward (1),"
North Dagon,,,Body King,tel: 09-43150375,"Pin Lon Rd.,  Top of Bay Li Bridge"
Mayangone,,,Min Thiha,"tel: 09-5015785,tel: 09-795000051","45/C, Pyay Rd.,  7 Mile,  Ward (7),"
Pabedan,,,Golden Rose jewellery,tel: 09-51242229,"88, Bogyoke Aung San Market,  Central Hall,"
Yangon Region,Mayangone(Mayangone),Jewellery Polishing,Shwe Lin Yaung,tel: 01-666410,"299, Ayeyar St., Corner of Aung Theik Pan St.,Ward (2),"
Yangon Region,Pabedan(Pabedan),Jewellery Polishing,Shwe Pa Wah,"tel: 09-250143974,tel: 09-420140711","130, 1st Flr, 29th St., Upper Middle Block,"
Yangon Region,Thaketa(Thaketa),Jewellery Polishing,Sandar Min,tel: 09-253822599,"Rm 2, Ayeyar Wun Rd., Infront Of 10 Oo Yin Market, Ward (9),"
Yangon Region,Thaketa(Thaketa),Jewellery Polishing,Shwe Hinthar,"tel: 09-254308914,tel: 09-250838549","375, Htuparyon St., Corner of Htuparyon 22th St.,Ward (2-North),"
Yangon Region,Thaketa(Thaketa),Jewellery Polishing,Sandar Min,"tel: 09-253753887,tel: 09-253822809","Rm 24, Zingama Rd., Mya Yadana Cinema Shop Room, Ward (5),"
Yangon Region,South Okkalapa (South Okkalapa ),Jewellery Polishing,Shwe Hein,"tel: 09-73122817,tel: 09-788166778,tel: 09-773522384","760, Byamaso Rd., Ward (5),"
Yangon Region,Pabedan(Pabedan),Jewellery Polishing,Nay La Yaung,tel: 09-73004192,"Face Wing Shed, Rm B, 1st Flr, Bogyoke Aung San Market,"
Latha,,,X-GYM Fitness,"tel: 01-371420,tel: 01-210794","20th St., Strand St.,"
Yangon Region,South Okkalapa (South Okkalapa ),Jewellery Polishing,Shwe La Win,tel: 09-49280409,"14, Myittar Rd., Ward (12),"
Yangon Region,North Okkalapa (North Okkalapa ),Jewellery Polishing,Shwe Hlyan,tel: 09-421164053,"Rm B/2/09, 1st Flr, Khay Mar Thi Rd., Min Yan Aung Cinema Hall, Za Myin Zwel Ward,"
Yangon Region,Bahan(Bahan),Journals,8-days,"tel: 09-73080816,tel: 01-8603758,tel: 09-73080815,tel: 09-73080814","Bldg D, Rm 606, 6th Flr, Pearl Condo,"
Yangon Region,Kyauktada(Kyauktada),Journals,365 Sport News,"tel: 01-398305,tel: 01-382816","198, 4th Flr, Pansoedan St., Middle Block,"
Yangon Region,Kyauktada(Kyauktada),Journals,"24/7 News Journal, Football Kicker, Nyein Education Journal","tel: 01-256621,tel: 01-501006","167/173, Rm B/2, 2nd Flr, Seikkanthar St., Upper Middle Block,"
Yangon Region,Kamayut(Kamayut),Journals,"7 Days News, Internet [Information Matrix Co.,Ltd.]","tel: 01-512887,tel: 01-513515~9","Bldg E, 1st Flr, Pyay Rd., Diamond Condo,"
Botahtaung,,,The Opportunity Journal,"tel: 09-264545457,tel: 09-264545458","21/23, Rm 3-04, 52nd St.,   (Lower Block),"
Yangon Region,Lanmadaw(Lanmadaw),Journals,9 Plus,tel: 09-73029972,"96, 2nd Flr, 11th St., Upper Block,"
Yangon Region,North Okkalapa (North Okkalapa ),Jewellery Polishing,Ngwe La Wun,tel: 09-250229152,"Rm A/1/O/3, Khay Mar Thi Rd., Min Yan Aung Cinema Hall, Za Myin Zwel Ward,"
Yangon Region,Thaketa(Thaketa),Jewellery Polishing,Shwe Zee Kwet,tel: 09-421149987,"81, Yadanar Pon St., Corner of Yadanar Pon 1st St.,Ward (10-North),"
Bahan,,,Nu Yadanar,"tel: 01-548704,tel: 09-5039313","7C, Saya San Rd.,"
Pabedan,,,Su Myint Myat,"tel: 01-378621,tel: 09-5505543","15, Baho Shed, Bogyoke Aung San Rd., Bogyoke Aung San Market,"
Yangon Region,Botahtaung(Botahtaung),Journals,The Farmer,"tel: 09-420070505,tel: 09-420070506","58, 46th St.,"
Yangon Region,Thaketa(Thaketa),Jewellery Polishing,Shwe Yee Linn [2],tel: 09-252744500,"11, Zingama Rd., Ward (5),"
Yangon Region,North Dagon(North Dagon),Fitness Centres & Gyms,Benefit,"tel: 09-73766666,tel: 09-5174992","1254, Nat Yay Kan 1st St., Behind of North Dagon Kyaung St, Ward (35),"
Yangon Region,Thaketa(Thaketa),Jewellery Polishing,Shwe Yee Lin,tel: 09-5506625,"Yadanar Pon St.,Corner of Yadanar Pon 1st St.,Ward (9)"
Yangon Region,Mayangone(Mayangone),Jewellery Polishing,Thein Kyaw [Ko],"tel: 09-795676537,tel: 09-253391626","Ayeyar St., Corner of Aung Khay Mar St., Ward (2),"
Yangon Region,Thaketa(Thaketa),Jewellery Polishing,Shwe Yee Lin,"tel: 09-420253260,tel: 09-250306529","Rm 24, Ayeyar Wun Rd., Infront Of 10 Oo Yin Market, Ward (9),"
Pabedan,,,The Voice Weekly,"tel: 09-5176835,tel: 01-242424","458-460, Rm E, 4th Flr, 31st St., Corner of Maha Bandoola Rd.,"
Yankin,,,My Gym,"tel: 09-456722228,tel: 09-456808889,tel: 09-456808880","4/B, Soon Loon Gu St.,"
Kamayut,,,Fab Favourite,"tel: 09-254190562,tel: 09-250510011","21/23, 2nd Flr, U Tun Linn Chan St.,"
Tarmwe,,,Real Power,tel: 09-440549460,"120, 2nd Flr, Kyauk Myaung St., Kyarr Kwet Thit Ward,"
Yangon Region,Dagon Seikkan(Dagon Seikkan),Jewellery Polishing,Shwe Yee Lin,"tel: 09-254251387,tel: 09-796558892","Bldg 17, Rm 001, 6th St., Yuzana Garden City Housing, A Block,"
Pabedan,,,Bagan Gift Centre,tel: 01-385894,"15/90, Bogyoke Aung San Market,   Front Row,"
Kamayut,,,MYM - 1,tel: 09-420043209,"9, 2nd Flr, Saydanar St., Ward (8),"
Yangon Region,North Dagon(North Dagon),Fitness Centres & Gyms,46 Gym,"tel: 09-43039371,tel: 09-777600035","1218, Bo Cho St., Near 46 Junction,  Ward (46),"
Yangon Region,Tarmwe(Tarmwe),Fitness Centres & Gyms,Beauty,"tel: 09-5410015,tel: 09-796648320","53/54, 3rd Flr, Layar Shwe Myay St., Myittar Nyunt Ward,"
Pabedan,,,Vervain,"tel: 09-5019238,tel: 09-73163041","43,   East Wing, Bogyoke Market,"
Pabedan,အမွတ္ ၂၃/ ၂၄၊ ဗိုလ္ခ်ဳပ္ေအာင္ဆန္းေဈး၊ West (D) Block၊,,Htoo Poun Yadanar,"tel: 09-795180165,tel: 09-5180165","23/ 24, Bogyoke Aung San Market, West (D) Block,"
Yangon Region,Thaketa(Thaketa),Jewellery Polishing,Shwe Yee Lin [5],tel: 09-5506625,"46, Zingama Rd., Corner of Anawmar St.,Ward (2-North),"
Mayangone,,,Mogouk U Than Maung Nay La Na Par Theikdi Yadanar,"tel: 09-5130974,tel: 01-705070","B-2, Kaba Aye Pagoda Rd.,  Myanma Gems Museum,"
Yangon Region,Pabedan(Pabedan),Jewellery Shops,SUNRISE,"tel: 09-5035186,tel: 01-240966 (Ext; 633)","124, Bogyoke Aung San Market, Nawarat Hall,"
Chan Mya Tharsi,,,Kaung Myat Kyaw,"tel: 09-401551550,tel: 09-782051240","78 St., Yangon-Mandalay St., Museun St.,"
Pabedan,,,A & K Jewellery,"tel: 09-5008776,tel: 01-392251","57 / 58,Bogyoke Aung San Market, Central Hall,"
Botahtaung,,,Shape,tel: 09-254448090,"98, 1st Flr, Bogalay Zay St.,"
Yangon Region,Pabedan(Pabedan),Jewellery Polishing,Shwe Pyan Hlwar,"tel: 01-382050,tel: 09-5134241","56, 29th St., Lower Middle Block,"
Yangon Region,Hlaing(Hlaing),Fish Gravy/Fish Paste & Other,Aye Myittar,tel: 09-73791022,"Ga Nge Shed, Rm 353, Thiri Mingalar Market,"
Yangon Region,North Okkalapa (North Okkalapa ),Fish Gravy/Fish Paste & Other,Aye Kyu [Daw],"tel: 09-31195810,tel: 09-451113138","201, Thandar St., Corner of Thandar 11th St.,Nga Ward,"
Pabedan,,,Tun Sein Yadanar,"tel: 01-254080,tel: 01-382416","74, Shwe Bon Tha St.,"
Yangon Region,Insein(Insein),Fish Gravy/Fish Paste & Other,Aye Han [Ko],tel: 09-251047784,"G/2 Shed, Rm 144, Insein Market,"
Yangon Region,South Okkalapa (South Okkalapa ),Fish Gravy/Fish Paste & Other,Aung Kyi [U],tel: 09-421128439,"Rm 9/A, Thiha Thu St., Mya Thidar Housing Shop Room, Ward (11),"
Yangon Region,Lanmadaw(Lanmadaw),Chilli Sauces [Manu],Aung Kyaw Oo [U],"tel: 01-227521,tel: 09-5123209","Rm B/210, Underground, Nyaung Pin Lay Plaza,"
Yangon Region,Pabedan(Pabedan),Jewellery Shops,Asia Yadanar Jewellery,"tel: 01-249218,tel: 01-371628","117/A/B, G Flr, West Wing Shed, Bogyoke Aung San Market,"
Yangon Region,Mayangone(Mayangone),Jewellery Polishing,Shwe Yee Win,tel: 09-421140350,"565, U Tun Shein St., Corner of Aung Myittar St.,Ward (2),"
Pabedan,,,Zaw Win,"tel: 01-250504,tel: 01-374073","88, Shwe Bon Tha St.,"
Bahan,,,Venus,"tel: 09-73506761,tel: 09-43164394","39/B,   Golden Valley Road, Ward (2),"
Yangon Region,Pabedan(Pabedan),Jewellery Shops,Colourful Jade Amber & Jewellery,"tel: 09-5018688,tel: 01-240966 Ext.423/827","Rm 1/2, North Wing Shed, Bogyoke Aung San Market, Ward (5),"
Pabedan,,,The Blue Dot,"tel: 09-5115376,tel: 09-965115376","B/4/5, Super World 1 Shed, Bogyoke Aung San Market,"
Yangon Region,Mayangone(Mayangone),Jewellery Shops,Golden Arts,"tel: 09-5123049,tel: 09-32295523","11-B, G Flr, Kyaung St.,"
Mayangone,အမွတ္ ၁၊ အေနာက္ေမခလမ္းသြယ္(၁)၊,,Time & Treasure,"tel: 01-661362,tel: 01-652697","1, West May Kha Lane (1),"
