name,street,township,contact,state,Category
Yee Ling,"24, Thiri Mon St., Thiri Mon Plaza,",Mayangone," 09450022808, 0947132646, 0973150418, 019688921",Yangon Region,Equipment & Supplies
"Young Sein Co.,Ltd. [Classe]","534/B, Anawrahta St., Mya Yadanar Myoe Thit,",Mingalardon," 09451002623, 0973184719, 09250358263, 09425304197",Yangon Region,Equipment & Supplies
"Yantai Moon Co.,Ltd.","Bldg F/S/9, Bayint Naung Rd., Shwe Marlar Yeikmon,",Kamayut," 01515051, 09790226426",Yangon Region,Equipment & Supplies
"Win Engineering Co.,Ltd.","Rm 503, 5th Flr, Shwe Gon Daing Rd., Yuzana Tower,",Bahan," 01552907, 01551765, 01542755",Yangon Region,Equipment & Supplies
Win [U] Family,"36, Sabei St., Thiri Mon Plaza,",Mayangone," 01683518, 09789312400, 01682331, 01682356, 09972246547",Yangon Region,Equipment & Supplies
"Yellow Hands Co.,Ltd.","518/589, Sittaung St., Industrial Zone (2),",South Dagon," 0973199410, 09420035884, 09420035882",Yangon Region,Equipment & Supplies
"Kaung Set Nyi Nyi Trading Co.,Ltd.","Bldg A, Rm 3, 2nd Flr, Waiza Yan Tar Rd., Shwe Ingyin Yeik Mon Housing,",Thingangyun, 095000461,Yangon Region,Equipment & Supplies
Myo Min Tun,"543, Maha Bandoola Rd.,",Pabedan," 09250142423, 09792278692, 09250641931",Yangon Region,Construction
Royal & Cupid,"95/A, Dhamar Yon St., Ward (11),",Hlaing," 09420171819, 0973093367, 098613335",Yangon Region,Construction
Hitachi Critical Facilities Protection Pte.Ltd,"483, Rm 10/A, 10th Flr, Aye Yeik Thar 2nd St., Aye Yeik Thar Condo, Saya San Ward,",Bahan," 018603741, 01557947 Ext.8111, 0931734966 [Office]",Yangon Region,Equipment & Supplies
Aung Thet Tun,"48/49, Thiri Yadanar Retail/Wholesale Market Compound,",North Okkalapa ," 0973100362, 095189036",Yangon Region,Equipment & Supplies
"Helta Light Engineering Co.,Ltd.","100/A,G Flr,Ngu War St.,Htar Nar Ward",Ahlone," 0943179599, 0943179588, 09797757216, 09250506678",Yangon Region,Construction
General Electric Int'l Incorporated [GEII],"40, Lobby, Nat Mauk Rd., Chatrium Hotel, Nat Mauk Ward,",Tarmwe," 01544500 Ext.6223, 095146675, 09250022439",Yangon Region,Construction
"Tianbo Int'l Myanmar Co.,Ltd.","126, Weikzar St., 9 Mile, Ward (5),",Mayangone," 09979583999, 09452946661",Yangon Region,Construction
"Univel Myanmar Co.,Ltd.","Rm A/6, Upper Pansoedan Rd., Aung San Stadium (East Wing), Hpa-Sa-Pa-La Ward,",Mingalar Taung Nyunt," 09250199345, 0973143303",Yangon Region,Equipment & Supplies
Fortis Myanmar Distribution,"122, 51st St.,",Pazundaung," 01201642, 095109938, 09450028281, 09262960171, 09420028281",Yangon Region,Equipment & Supplies
Zin Yaw,"26, Baho Rd., Corner of Paw Taw Mu Pagoda St.,Ward (2),",Mayangone," 095501586, 09254075075, 019667621, 09448012310, 09450037239",Yangon Region,Equipment & Supplies
BCS Myanmar,"118, Baho Rd., Ward (3),",Kamayut," 09263130756, 09262427619, 09794519681",Yangon Region,Equipment & Supplies
Cho Cho Group of Companies,"Bldg 3, Rm 5/6/7, MICT Park,",Hlaing," 019437171, 019437176",Yangon Region,Equipment & Supplies
"ZED Data Technology Co.,Ltd.","Bldg E, Rm 002, Sabei St., Yuzana Highway Complex,",Kamayut, 012305500,Yangon Region,Equipment & Supplies
Thein Maung [Ko],"Rm 35/36/37,3rd Flr,Mingalar Market",Mingalar Taung Nyunt," 01206206 Ext.3041, 095094272, 09252206821",Yangon Region,Equipment & Supplies
Thein Maung [U],"Rm 711, 3rd Flr, Shwe Mingalar Market, Car Parking (1),",Mingalar Taung Nyunt," 095094272, 09252206821",Yangon Region,Equipment & Supplies
Thein Maung [U],"Rm 711, 3rd Flr, Shwe Mingalar Market, Car Parking (1),",Mingalar Taung Nyunt," 09252206821, 095074272",Yangon Region,Equipment & Supplies
Thidar,"Rm C/108~110, 2nd Flr, Shwe Pyae Sone Market,",Mingalar Taung Nyunt," 01206206 Ext.3108, 095144831, 095144059",Yangon Region,Sales & Repair
Maung Sein [Ko] + Aye [Ma],"Rm 105, G Flr, Iron Market,",Latha," 01212066 Ext.327, 095196828",Yangon Region,Sales & Repair
Kyaw Khaing [Ko],"1283, Bonmar St., Nya Ward,",North Okkalapa , 09425028127,Yangon Region,Sales & Repair
Mann Thiri,"79/81,Rm 4,G Flr,Anawrahta Rd.,Central Tower",Kyauktada," 01252903, 01392931, 01240613, 01372734 Ext.1004, 01392655",Yangon Region,Sales & Repair
Nay La,"108 Shed, Rm 1, Kyauk Sein St., Sawbwargyi Gone Warehouses,",Insein," 01642669, 01642830, 01640001, 095109827, 098552016",Yangon Region,Equipment & Supplies
Nay La,"108 Shed, Rm 1, Kyauk Sein St., Sawbwargyi Gone Warehouses,",Insein," 01642669, 01642830, 01640001, 095109827, 098552016",Yangon Region,Equipment & Supplies
Arr Mhan,"Rm 79/80,G Flr,Iron Market",Latha," 01382538, 01212066 Ext.257, 01382206 [Res], 01382206 [Res]",Yangon Region,Equipment & Supplies
Arr Mhan,"Rm 79/80,G Flr,Iron Market",Latha," 01382538, 01212066 Ext.257, 01382206 [Res], 01382206 [Res]",Yangon Region,Equipment & Supplies
Kan Pwint,"Rm 84/85,G Flr,Iron Market",Latha," 01212066 Ext.269, 0973115505",Yangon Region,Equipment & Supplies
Kan Pwint,"Rm 84/85,G Flr,Iron Market",Latha," 01212066 Ext.269, 0973115505",Yangon Region,Equipment & Supplies
Kaung Kyaik,"Rm 81/96,G Flr,Iron Market",Latha," 01210329, 095099005, 0931066216",Yangon Region,Equipment & Supplies
Kaung Kyaik,"Rm 81/96,G Flr,Iron Market",Latha," 01210329, 095099005, 0931066216",Yangon Region,Equipment & Supplies
Khin Maung [U],"151, 27th St., Upper Middle Block,",Pabedan," 01253676, 095500832, 01254474 [Res], 095068720",Yangon Region,Equipment & Supplies
Khin Maung [U],"151, 27th St., Upper Middle Block,",Pabedan," 01253676, 095500832, 01254474 [Res], 095068720",Yangon Region,Equipment & Supplies
Maung Kyin [U],"Rm 159, G Flr, Iron Market,",Latha," 01211721, 095133348",Yangon Region,Equipment & Supplies
Maung Kyin [U],"Rm 159, G Flr, Iron Market,",Latha," 01211721, 095133348",Yangon Region,Equipment & Supplies
Mya,"Rm 94/95, G Flr, Iron Market,",Latha," 01212066 Ext.313, 0973202791, 095098498",Yangon Region,Equipment & Supplies
Mya,"Rm 94/95, G Flr, Iron Market,",Latha," 01212066 Ext.313, 0973202791, 095098498",Yangon Region,Equipment & Supplies
"Mya Pawah [""Wa"" Aung Chan Tar]","Rm 108/112/113,G Flr,Iron Market",Latha," 0931294040, 0932144224, 01212066 Ext.238, 01211413, 095010461",Yangon Region,Equipment & Supplies
"Mya Pawah [""Wa"" Aung Chan Tar]","Rm 108/112/113,G Flr,Iron Market",Latha," 0931294040, 0932144224, 01212066 Ext.238, 01211413, 095010461",Yangon Region,Equipment & Supplies
Nine Star,"Rm 97/98,G Flr,Iron Market",Latha," 01212066 Ext.338, 095103056",Yangon Region,Equipment & Supplies
Nine Star,"Rm 97/98,G Flr,Iron Market",Latha," 01212066 Ext.338, 095103056",Yangon Region,Equipment & Supplies
Nu Yin [Daw],"2 Shed, Rm 5, Pearl 7th St., Sawbwargyi Gone Warehouses,",Insein," 0973170456, 0973159606",Yangon Region,Equipment & Supplies
Nu Yin [Daw],"2 Shed, Rm 5, Pearl 7th St., Sawbwargyi Gone Warehouses,",Insein," 0973170456, 0973159606",Yangon Region,Equipment & Supplies
Sein Myint [Ko],"Rm 88/89, G Flr, Iron Market,",Latha," 0973049828, 095136563, 01212066 Ext.252",Yangon Region,Equipment & Supplies
Sein Myint [Ko],"Rm 88/89, G Flr, Iron Market,",Latha," 0973049828, 095136563, 01212066 Ext.252",Yangon Region,Equipment & Supplies
Sein Htay [U],"Rm 168/169,G Flr,Iron Market",Latha," 01212066 Ext.281, 0973051084",Yangon Region,Equipment & Supplies
Sein Htay [U],"Rm 168/169,G Flr,Iron Market",Latha," 01212066 Ext.281, 0973051084",Yangon Region,Equipment & Supplies
Shwe Myat Hman,"Rm 124/125/129/130,G Flr,Iron Market",Latha," 01225853, 01250836 [Res], 01250838 [Res]",Yangon Region,Equipment & Supplies
Shwe Myat Hman,"Rm 124/125/129/130,G Flr,Iron Market",Latha," 01225853, 01250836 [Res], 01250838 [Res]",Yangon Region,Equipment & Supplies
Taw Thar Gyi,"71/B, Yadanar Pon St., Ward (107),",South Dagon," 0949580521, 098591853",Yangon Region,Equipment & Supplies
Taw Thar Gyi,"71/B, Yadanar Pon St., Ward (107),",South Dagon," 0949580521, 098591853",Yangon Region,Equipment & Supplies
Thein Than Aung,"Rm 86,G Flr,Iron Market",Latha," 095154446, 0973200514, 01212066 Ext.255, 0973052058, 01226110 [Res]",Yangon Region,Equipment & Supplies
Thein Than Aung,"Rm 86,G Flr,Iron Market",Latha," 095154446, 0973200514, 01212066 Ext.255, 0973052058, 01226110 [Res]",Yangon Region,Equipment & Supplies
Win Naing [U],"Rm 132/133,G Flr,Iron Market",Latha," 01212066 Ext.315, 0930006082",Yangon Region,Equipment & Supplies
Win Naing [U],"Rm 132/133,G Flr,Iron Market",Latha," 01212066 Ext.315, 0930006082",Yangon Region,Equipment & Supplies
Tin Aung [Ko],"Rm 87/151/195/196/197, G Flr, Iron Market,",Latha," 01212066 Ext.316/317, 095110347, 01212600 [Res], 095171442",Yangon Region,Equipment & Supplies
Tin Aung [Ko],"Rm 87/151/195/196/197, G Flr, Iron Market,",Latha," 01212066 Ext.316/317, 095110347, 01212600 [Res], 095171442",Yangon Region,Equipment & Supplies
Thiri Hein,"1147/B, Shwe Yin Aye Zay St., Ward (18),",Hlaing Thar Yar," 09421002626, 098552889",Yangon Region,Equipment & Supplies
Thiri Hein,"1147/B, Shwe Yin Aye Zay St., Ward (18),",Hlaing Thar Yar," 09421002626, 098552889",Yangon Region,Equipment & Supplies
Kyaw,"113, Aung Zeya St., Loot Latt Yay Ward,",Ahlone," 012300403, 095055604, 09250638282",Yangon Region,Equipment & Supplies
Kyaw,"113, Aung Zeya St., Loot Latt Yay Ward,",Ahlone," 012300403, 095055604, 09250638282",Yangon Region,Equipment & Supplies
Chit Lwin [U] & Brothers,"Ga Gyi Shed, Rm 34/35, Kyauk Yae Dwin Market,",North Okkalapa , 0943089924,Yangon Region,Equipment & Supplies
Chit Lwin [U] & Brothers,"Ga Gyi Shed, Rm 34/35, Kyauk Yae Dwin Market,",North Okkalapa , 0943089924,Yangon Region,Equipment & Supplies
"Top MTP Co., Ltd.","184, Tharyar Aye St., Ward (11),",South Okkalapa ," 018551179, 09798687636",Yangon Region,Home
Aung Su Mon,"852 / B, Shukhin Thar Myo Patt Rd.,",Thaketa," 095114434, 019190001",Yangon Region,Home
Yacoob(Ko) & Brothers,"81 St., Between 26 St. and 27 St,",Chan Aye Thar Zan," 0236929, 0235251",Mandalay Region,Home
Mg Nge,"192/449, 4th Flr, Shwe Mingalar Market,",Mingalar Taung Nyunt,,Yangon Region,Home
Ah Yar Da Nar,"Rm 379, Shwe Mingalar Market,",Mingalar Taung Nyunt, 095155254,Yangon Region,Home
555,"895, Byamaso Rd., Ward (5),",South Okkalapa ," 0973000184, 09420091856",Yangon Region,Home
432,"63, 123th St., Tha Pyay Gone Ward,",Mingalar Taung Nyunt," 095084006, 0973130368, 09421769450, 09975016960",Yangon Region,Home
All Key,"30, 135th St., Ma U Gone Ward,",Tarmwe," 095138101, 0943117001, 09792190720",Yangon Region,Home
Aung Nan Taw,"2/4, Thit Taw St., Saw Yan Paing (West) Ward,",Ahlone," 01210443, 095139784, 09254116591",Yangon Region,Home
Aung Kyaw Myint,"Rm 32, Shwe Yin Aye Zay St., B.E.P.S (34) Shop Room, Ward (18),",Hlaing Thar Yar," 09254412223, 09780480546",Yangon Region,Home
Aung Phyo,"916, Yadanar Pon St., Ward (22),",South Dagon, 09421136483,Yangon Region,Home
Aung Myint Myat,"Rm 23, Shwe Yin Aye Zay St., B.E.P.S (34) Shop Room, Ward (18),",Hlaing Thar Yar, 09420213296,Yangon Region,Home
Aung Kyaw Si,"Anawrahta Rd.,Ward (10)",Hlaing Thar Yar, 0943205028,Yangon Region,Home
Aryar Danar,"Rm 716/717/728,2nd Flr,Mingalar Market",Mingalar Taung Nyunt," 0936208142, 095155254",Yangon Region,Home
Ar Nandar,"Rm 618/619,2nd Flr,Mingalar Market",Mingalar Taung Nyunt," 01206305, 01397762, 01200211, 09250357871",Yangon Region,Home
All Key,"30, 135th St., Ma U Gone Ward,",Tarmwe," 095138101, 0943117001, 09792190720",Yangon Region,Home
Aung Khant,"109/A, Lanmadaw St., Middle Block,",Lanmadaw," 01229833, 095102033",Yangon Region,Home
"ANCO Co.,Ltd.","116, Thamaing Butar Yon Rd., Ward (2),",Mayangone," 019661317, 019660412",Yangon Region,Home
BT International,"1000/C, Shwe Hnin Si 5th St., Ward (5),",Mayangone," 019666263, 09421107862",Yangon Region,Home
Candy Box,"28, 167th St., Tarmway Gyee (Kha) Ward,",Tarmwe, 09262262277,Yangon Region,Home
Be Be [Daw],"Rm 662,2nd Flr,Mingalar Market",Mingalar Taung Nyunt," 0973229136, 09250276135",Yangon Region,Home
Ba Sein [U],"Rm 671,3rd Flr,Mingalar Market",Mingalar Taung Nyunt, 01200237,Yangon Region,Home
Aye Chan Moe [Ma],"40, Eain Gyi St.,",Pazundaung," 01298984, 09962118535",Yangon Region,Home
Aung Thin [U],"Rm 2, Shwe Htee Housing,",Mayangone, 0973099861,Yangon Region,Home
Aye Aye Myint [Ma],"Rm 173/174,G Flr,Iron Market",Latha," 0973040781, 095174064, 01212066 Ext.390, 01211721",Yangon Region,Home
Aye Aye Win [Daw],"39, Bo Min Yaung Rd., Mingalar Taung Nyunt Ward,",Mingalar Taung Nyunt," 095123140, 0973223376",Yangon Region,Home
Aung Su Mon,"852/B, Shukhin Thar Myo Patt Rd., Ward (4-South),",Thaketa," 095114434, 01919001, 019190156",Yangon Region,Home
Aye Myint [Daw],"882, Thamaing Butar Yon 2nd St., Ward (1),",Mayangone, 0973065015,Yangon Region,Home
Family,"Rm 417/470/497/496/527/789/580/581,3rd Flr,Mingalar Market",Mingalar Taung Nyunt," 01290906, 01206342, 0973048137, 095041976, 0973041729",Yangon Region,Home
"CRC [Costomers' Right Choice [Myanmar] Co.,Ltd.]","95/105, G Flr, Min Ye Kyaw Swar Rd.,",Lanmadaw," 09451183192, 09451183193",Yangon Region,Home
Daryeo,"322,Makhayar Min Thar Gyi St.,Shwe Pauk Kan Industrial Zone",North Okkalapa , 01695161,Yangon Region,Home
Dipar Kyaw [U],"Rm 24, 15th St., Mingalardon Zay Ward,",Mingalardon, 09421074104,Yangon Region,Home
Eagle,"Rm 524~5,3rd Flr,Mingalar Market",Mingalar Taung Nyunt," 098611088, 095109610",Yangon Region,Home
Daiso,"Rm 501/502,5th Flr,United Living Mall",Tarmwe, 09420290233,Yangon Region,Home
"CRC [Costomers' Right Choice [Myanmar] Co.,Ltd.]","95/105, G Flr, Min Ye Kyaw Swar Rd.,",Lanmadaw," 09451183192, 09451183193",Yangon Region,Home
Chan Myae Aung,"990,Pyi Taw Thar St.,Ward (65)",South Dagon, 0973014493,Yangon Region,Home
Eain Oo Nat,"Rm 131,G Flr,Iron Market",Latha," 01212066 Ext.275, 0931068947",Yangon Region,Home
Hla Shwe [U],"147, 26th St., Upper Middle Block,",Pabedan, 01256422,Yangon Region,Home
Hla Shwe [Ko],"Rm 158, G Flr, Iron Market,",Latha," 01212066 Ext.279, 0973126033",Yangon Region,Home
Hein,"684, Yaw Ah Twin Wun U Phoe Hlaing St., Ward (108),",East Dagon, 09795184522,Yangon Region,Home
Hla Thein [U],"Aung See Gone Pagoda St.,Mya Yadanar Myoe Thit",Mingalardon, 0949664438,Yangon Region,Home
D'Chef,"8/H, May Kha St., May Kha Housing,",Thingangyun, 018550105,Yangon Region,Home
"Hinode Co.,Ltd.","63, Shwe Hlaing St., Ma Gyee Dan (South-East) Ward,",Kyeemyin Daing, 01526168,Yangon Region,Home
Han Tun [Ko],"900, Yadanar Pon St., Ward (22),",South Dagon, 09457389653,Yangon Region,Home
Happycall,"Bldg 15, Rm 103, G Flr, MICT Park,",Hlaing," 01507043, 01507047, 01507215~6",Yangon Region,Home
Farfalla,"113, West Race Course Rd., Kyaikkasan Ward,",Bahan, 01548670,Yangon Region,Home
fng,"1, Nga Mout St., Kyaikkasan Ward,",Bahan, 095050847,Yangon Region,Home
Happy Call,"Rm B/19, Underground, Myanmar Culture Valley, People's Park Compound, Pyay (East) Ward,",Dagon, 09253056423,Yangon Region,Home
Kaung,"489/A, Anawrahta Rd., Ward (20),",Hlaing Thar Yar," 0931307419, 09252401613",Yangon Region,Home
Kaung Pyae Sone,"79, G Flr, 125th St., Tha Pyay Gone Ward,",Mingalar Taung Nyunt," 01205396, 01290003, 095090668",Yangon Region,Home
India Store,"322, Shwe Bon Tha St., Upper Middle Block,",Pabedan," 095155852, 0943139705",Yangon Region,Home
"International Equal Co.,Ltd.","Rm 3/A, 3rd Flr, Sein Gay Har Parami Centre,",Hlaing," 01522637, 01522638, 01522639, 01522640",Yangon Region,Home
Htate Tan,"33, Shwe Hnin Si St., Corner of Pyi Daw Thar 7th St.,Pa-La-Ya Ward,",Mingalardon, 09254189032,Yangon Region,Home
"K-Sink Co.,Ltd.","27,Rm A/80,Bayint Naung Rd.,Shwe Pin Lon Housing",North Dagon," 09420112991, 09420112993",Yangon Region,Home
Hnin Yati Lin,"542, Mahaw Gani St., Kyan Sit Thar Housing,",Hlaing Thar Yar," 0930394921, 0932850022",Yangon Region,Home
Htet Nay Lin,"Rm 280/281/310,3rd Flr,Mingalar Market",Mingalar Taung Nyunt," 0973009356, 095071858",Yangon Region,Home
Htar [Daw],"1052, Maha Bandoola Rd., Ward (44),",North Dagon," 0973129270, 09790143391",Yangon Region,Home
Kitchen Zone,"Rm 83, 3rd Flr, Mingalar Market,",Mingalar Taung Nyunt,,Yangon Region,Home
Khon Sein [U],"C Shed, Rm 52/59, Insein Market,",Insein, 09799775877,Yangon Region,Home
Khin Myint [Daw],"25/B, 50ft St., Ward (3),",Kamayut," 0930098128, 09976329197",Yangon Region,Home
Khaing Myel,"7, Maha Bandoola Rd., Ward (45),",North Dagon," 09452602724, 09785245597",Yangon Region,Home
Kitchen City,"744, Rm B/13, G Flr, Lanmadaw St., Lanmadaw Plaza,",Latha," 095071537, 01395563, 09709661, 0949209277, 095010688",Yangon Region,Home
Hnin Pwint Phyu,"Kyauk Sein St.,Near Padamyar Market,Padamyar Myoe Thit",Mingalardon," 0943116248, 09450047281",Yangon Region,Home
Kaung San Thar,"1, P Moe Ninn St., Ward (1),",Hlaing Thar Yar," 0936031027, 09253409909",Yangon Region,Home
Kaung San,"19,Tha Kywe St.,Pathein Nyunt Ward",Tarmwe, 095089982,Yangon Region,Home
Khin Zaw [Ko],"3, U San Phay St., U San Phay Ward,",Thingangyun, 0932053339,Yangon Region,Home
Kyin Hla [Daw],"51, Kyauk Sein St., Padamyar Myoe Thit,",Mingalardon," 0943024318, 0943124318",Yangon Region,Home
Kyaw Sann [U],"113, Min Ye Kyaw Swar St., Corner of Thamaing Butar Yon 8th St.,Ward (1),",Mayangone, 0973001151,Yangon Region,Home
Kyin Aye [Daw],"Rm 130, Shwe Mingalar Market, Car Pat Lan,",Mingalar Taung Nyunt, 0930259208,Yangon Region,Home
Kay [Ma],"11/B, Kyan Sit Thar St., Ward (15),",Hlaing Thar Yar, 09420050844,Yangon Region,Home
Kenwood,"2nd Flr,Hledan Centre",Kamayut, 0973069228,Yangon Region,Home
Kyaw Soe Moe,"Pyi Daw Thar 8th St.,Corner of Wireless St.,Pyi Daw Thar Ward",Mingalardon," 09254341978, 0931299943",Yangon Region,Home
Kyaw,"13/A, Bo Aung Kyaw St., Ward (7),",Hlaing Thar Yar, 09420130878,Yangon Region,Home
Kyaw Kyaw,"Bayint Naung Rd., Ward (51),",North Dagon, 09450012775,Yangon Region,Home
Kyant Khaing Yae,"1344, Bonmar St., Nya Ward,",North Okkalapa , 09421717436,Yangon Region,Home
Kyaing [Daw],"83, 14th St., Middle Block,",Lanmadaw," 01226943, 0949242943",Yangon Region,Home
Kyar Zan Nu,"Bogyoke Aung San Rd., Near Than Din Market, Ward (19),",Shwe Pyi Thar, 09456320468,Yangon Region,Home
Kyaw Sann [Ko],"3, Myo Thit 3rd St., Kyauk Myaung (Upper) Ward,",Tarmwe," 01552019, 01542024",Yangon Region,Home
Lwin,"Rm 730/731,3rd Flr,Mingalar Market",Mingalar Taung Nyunt, 095148858,Yangon Region,Home
Mar Swe [Daw],"868, Alaung Phayar St., Corner of Thamaing Butar Yon 2nd St.,Ward (1),",Mayangone," 09250029075, 09254823471",Yangon Region,Home
Lock & Lock,"Bldg 16, Junction Square,",Kamayut, 09421181540,Yangon Region,Home
Lwin,"26, 138th St., Ma U Gone Ward,",Tarmwe," 095148858, 09790578807",Yangon Region,Home
Lock & Lock,"Rm 205, 2nd Flr, Myanmar Plaza,",Bahan," 0931265521, 09254215291",Yangon Region,Home
Lucky Seven,"104, Kyan Sit Thar St., Thaung Gyi Lay Ward,",Hlaing Thar Yar, 0936134785,Yangon Region,Home
La Pyae,"8/A, Zizawah St., Ward (25),",South Dagon," 0973047196, 09264228586",Yangon Region,Home
Lwan [Daw],"C Shed, Rm 58, Insein Market,",Insein, 01641721,Yangon Region,Home
Latt Saung Mon,"397, Kyan Sit Thar St., Near Zay Lay Bus Stop, Ward (26),",Hlaing Thar Yar, 09421043121,Yangon Region,Home
La Wunn Yeik,"24/A, Mandalay St., Ward (13),",Hlaing Thar Yar," 09250525923, 0973079518",Yangon Region,Home
Mon,"284, Sin Phyu Shin St., Ward (10),",Hlaing Thar Yar, 09448013326,Yangon Region,Home
Miba Myittar,"Nwe Ni St.,Kone Ta La Paung",Mingalardon," 0949216337, 09799981725",Yangon Region,Home
Mogoke,"1222/A, Taung Ngu St., Ward (16),",Hlaing Thar Yar, 09972951276,Yangon Region,Home
May Lan [Daw],"Rm 708/709/738,2nd Flr,Mingalar Market",Mingalar Taung Nyunt," 01206012, 095135946, 01209079 [Res]",Yangon Region,Home
Mingalar Moe,"18, 137th St., Ma U Gone Ward,",Tarmwe," 01298948, 095072934, 095124269",Yangon Region,Home
Maung Maung Thein [U],"Nawarat St., Corner of Nawarat 1st St., Ward (8),",Thaketa," 0973009131, 09420122622",Yangon Region,Home
May Nu [Daw],"1085, Yarza Thura St., Ward (7),",South Okkalapa ," 0943042286, 01571195",Yangon Region,Home
Maung Nge [Ko],"Rm 192/449, 4th Flr, Shwe Mingalar Market, Car Parking (2),",Mingalar Taung Nyunt," 095048513, 09974075786",Yangon Region,Home
Mee Mee [Ma],"Rm 29/30,G Flr,Iron Market",Latha," 09428211118, 01212066 Ext.302, 01395856 [Res]",Yangon Region,Home
Mya Family,"205/206, Tay Oo Yin 3rd St., Ward (7),",Hlaing Thar Yar," 0973046486, 0973242874",Yangon Region,Home
Myo Win [U],"Rm 184/185, G Flr, Iron Market,",Latha, 09421071280,Yangon Region,Home
Myint Swe [U],"19/20, Shwe Hinthar St., Tarmway Gyee (Ka/Ga-Nge) Ward,",Tarmwe," 09421133351, 09254106798",Yangon Region,Home
