name,street,contact,state,township,Category
"Pyae Sone Win Naing Co.,Ltd.","Bldg D/E, Rm 1/2, Myanma Gone Yee St., Shwe Mya Yar Housing,"," 01205031~2, 01292565, 01296787, 01292661, 01203485, 01203484",Yangon Region,Mingalar Taung Nyunt,Home
"Kangaroo Myanmar Co.,Ltd.","81/1, New University Avenue Rd., Saya San Ward,"," 018604619, 018604620, 09402666999",Yangon Region,Bahan,Home
AM,"124, Bawdi St., Pein Nel Gone Ward,", 09786665894,Yangon Region,Insein,Home
Multi World,"141/145, Bo Aung Kyaw St., United Condo, Lower Middle Block,"," 01374188, 01242054, 01389688",Yangon Region,Kyauktada,Media
Grand Electronics,"207/209, Bo Soon Pat St., Upper Middle Block,"," 01377533, 01240842",Yangon Region,Pabedan,Media
AA Electronics Ltd.,"408/410, 1st Flr, Maha Bandoola Rd.,"," 01249585, 01249587, 01384153",Yangon Region,Kyauktada,Media
"Sharp [Showroom] [SDM Co.,Ltd.]","173/175, Pansoedan St., Middle Block,"," 01249591, 01253425, 095011179",Yangon Region,Kyauktada,Equipment & Supplies
999,"958, Bo Aung Kyaw St., Near Bo Aung Kyaw Housing, Ward (7),", 09789441662,Yangon Region,Hlaing Thar Yar,Equipment & Supplies
96,"691, Sittaung St., Industrial Zone (2),"," 01242285, 0931031534, 0973189179, 0930001904, 0930001905",Yangon Region,South Dagon,Equipment & Supplies
75,"75,6th St.,Upper Block", 095194782,Yangon Region,Lanmadaw,Equipment & Supplies
7 Star,"39/A, 123th St., Tha Pyay Gone Ward,"," 09420307034, 09420307035",Yangon Region,Mingalar Taung Nyunt,Equipment & Supplies
7 Stars,"449/B, New University Avenue Rd., Saya San Ward,"," 01541417, 095193041",Yangon Region,Bahan,Equipment & Supplies
9 Star,"Bldg 2/B, Rm 199, Phan Chet Set St., Muditar Housing (2),"," 0973100372, 09262328710",Yangon Region,Insein,Equipment & Supplies
5 Star,"363/D, Kyaikkasan Rd., Near Mega Ace [Shwe Baho Cineplex], Tarmway Gyee (Kha) Ward,"," 095417956, 09785417956, 01546369",Yangon Region,Tarmwe,Equipment & Supplies
Ah Mae Thar,"22, Bo Min Yaung Rd., Near Gate Haung, Ward (43),", 09450035018,Yangon Region,North Dagon,Equipment & Supplies
Ah Lin Yaung [U Maung Ngwe & Sons],"34, Myay Ni Gone Zay St., Myae Ni Gone (North) Ward,"," 095402433, 01516562 [Res], 095076307",Yangon Region,Sanchaung,Equipment & Supplies
Ah Lin Yaung,"274, Kyaikkasan Rd., Ma Hlwa Gone Htay Kywe Ward,", 0943040462,Yangon Region,Tarmwe,Equipment & Supplies
Ah Lin Thit,"10/472, Zar Wai Yar St., (Nga/Ka) Ward,"," 095157447, 09259629798",Yangon Region,Thingangyun,Equipment & Supplies
GEC,"C Shed, Rm O/35, G Flr, Thein Gyi Market,"," 0931069184, 01382893 [Office]",Yangon Region,Pabedan,Equipment & Supplies
Annawah Tun,"37, Baho Rd. (Lower), Corner of Bawga Theiddi St.,Near Thamaing Myoe Thit Butar, Ward (2),"," 01522954, 098616307, 09421167642",Yangon Region,Mayangone,Equipment & Supplies
Ai Ko,"109, Anawrahta Rd.,", 01296910,Yangon Region,Pazundaung,Equipment & Supplies
Aung Aung,"875/A, Shukhin Thar Rd., Near Dhamar Yone Bus Stop, Ward (10-South),"," 0973065906, 0943043287",Yangon Region,Thaketa,Equipment & Supplies
Aung,"Rm 5/6, Mingalardon Zay St., Mingalardon Zay Ward,"," 01637383, 0973128688",Yangon Region,Mingalardon,Equipment & Supplies
Aung,"3/D, Lay Daunt Kan Rd., Kan Taw Mon Housing,"," 01571568, 0943202228",Yangon Region,Thingangyun,Equipment & Supplies
Aung,"1023, Pyi Htaung Su Rd., Near 7/8 Junction, Ward (38),", 0973090754,Yangon Region,North Dagon,Equipment & Supplies
Aung,"Bldg 1/2, Rm 6, Yadanar Mon St., Bayint Naung Housing,"," 095184215, 01531271",Yangon Region,Hlaing,Equipment & Supplies
Kyaw Kyaw [U],"Rm 145, 2nd Flr, Shwe Mingalar Market,"," 095163403, 09785163403, 09961181222",Yangon Region,Mingalar Taung Nyunt,Equipment & Supplies
Aung Myin Thu,"41, Yan Pyay St., Corner of Yan Pyay 17th St., Yan Pyae Ward (3),"," 09250609304, 09971663781",Yangon Region,Thaketa,Equipment & Supplies
Aung Myin,"1459, Hlaw Gar Rd., Ward (106),"," 09796320014, 0933545330, 0973019054",Yangon Region,South Dagon,Equipment & Supplies
Aung Myint Htwe [Ko],"11/B, Kyaung Kone 2nd St., Ward (7),", 09254044902,Yangon Region,Hlaing,Equipment & Supplies
Aung Mingalar,"Bldg A/3, Rm 001, Banyar Dala Rd., Yuzana Mingalar City Housing,", 095062399,Yangon Region,Tarmwe,Equipment & Supplies
Pwint Phyu Tar,"Rm 693,2nd Flr,Mingalar Market"," 095171427, 0943052134, 09420136120, 09428024049, 0943052135",Yangon Region,Mingalar Taung Nyunt,Equipment & Supplies
Pwint Phyu Tar,"Rm 525/526, Yar Yee Mingalar Market,"," 09420136120, 09428024049",Yangon Region,Mingalar Taung Nyunt,Equipment & Supplies
Aung Setkyar,"73, Thudat Thana St., 16/2 Ward,"," 095193746, 09421107197",Yangon Region,Thingangyun,Equipment & Supplies
Shwe Min,"922, Thudhamar Rd., Near 6 Curve Bus Stop, Za Myin Zwel Ward,"," 09403707901, 0949326516",Yangon Region,North Okkalapa ,Equipment & Supplies
Aung Zabu Tun,"1217, U Wisara Rd., Ward (42),"," 0973026068, 095078923",Yangon Region,North Dagon,Equipment & Supplies
Aung Yadanar,"24, 136th St., Corner of Ma U Gone St.,Ma U Gone Ward,", 01294984,Yangon Region,Tarmwe,Equipment & Supplies
Bewin Star,"133, Sein Chel St., Corner of Aung Thapyay St.,Hta Wun Bae Ward,"," 0943144362, 09250158161",Yangon Region,North Okkalapa ,Equipment & Supplies
C1,"131, Baho Rd., Construction Compound, Linn Loon (South) Ward,"," 012304715, 012304716, 0973144193, 0973017554",Yangon Region,Sanchaung,Equipment & Supplies
Bawga Dana,"354, Baho Rd., Ward (2),"," 09261395457, 09421144338, 09963719523",Yangon Region,Mayangone,Equipment & Supplies
Daewoo,"1046, Pearl St., 81 Gate Haung, Ward (10),"," 01611344, 095031439",Yangon Region,Shwe Pyi Thar,Equipment & Supplies
Cho,"14/A,Maha Thukhitar St.,Gyoh Gone (East) Ward"," 09790638805, 09448015504",Yangon Region,Insein,Equipment & Supplies
Chaw & Sisters,"26, Lay Daunt Kan Rd., Lay Daunt Kan Ward,"," 01564940, 095062529, 095072095",Yangon Region,Thingangyun,Equipment & Supplies
Cheetah,"50/A, Myint Moh St., Sanchaung (South) Ward,"," 095047509, 09259067954",Yangon Region,Sanchaung,Equipment & Supplies
Cho,"50, Maha Thukhitar St., Gyoh Gone (East) Ward,"," 09783538058, 09448015504",Yangon Region,Insein,Equipment & Supplies
Deco Home,"31/B, Thamaing Butar Yon Rd., Ward (2),"," 01522456, 01522646, 095108419, 01654575",Yangon Region,Mayangone,Equipment & Supplies
Deco Home,"249, Baho Rd., Corner of Thamaing Butar Yon Rd.,Ward (2),"," 01522646, 01654645",Yangon Region,Mayangone,Equipment & Supplies
Day Light,"232, Thiri Mingalar Rd., Ywar Ma (East) Ward,"," 0931687331, 09420090696",Yangon Region,Insein,Equipment & Supplies
Dana Aung,"131,Baho Rd.,Ward (2)"," 09260667141, 09971879722",Yangon Region,Mayangone,Equipment & Supplies
Excel Light,"7, Mandalay St., Kan Daw Kalay (South) Ward,"," 09785044036, 09264892441, 0931336905",Yangon Region,Mingalar Taung Nyunt,Equipment & Supplies
Electro World,"20/A, Yangon-Insein Rd., Ward (13),", 09782840375,Yangon Region,Hlaing,Equipment & Supplies
Diamond Star,"121/B, Si Pin Rd., Corner of Myeik St.,Ward (18),"," 01590401, 095098312",Yangon Region,South Dagon,Equipment & Supplies
Diamond Light,"41, Zawtika St., Ma Hlwa Gone Htay Kywe Ward,"," 09265060881, 09255911180",Yangon Region,Tarmwe,Equipment & Supplies
General Works [Lucky Eleven],"11, 101th St., Phoh Myay Ward,"," 0933270524, 09428027250",Yangon Region,Mingalar Taung Nyunt,Equipment & Supplies
Fuji,"Bldg 11, Rm 1, U Wisara Housing,", 01253087,Yangon Region,Dagon,Equipment & Supplies
Forward,"Bldg S/C, Rm 001, Lay Daunt Kan Rd., Min Ye Kyaw Swar Housing,"," 0973054925, 0973157488",Yangon Region,Tarmwe,Equipment & Supplies
Gingar,"107/A, Bogyoke Aung San Rd., Near Htan Chauk Pin Bus Stop, Ward (5),"," 0973178167, 09450009249, 09791459844",Yangon Region,Shwe Pyi Thar,Equipment & Supplies
Group,"22, Than St., Ward (7),"," 09978991717, 09252237430",Yangon Region,Hlaing,Equipment & Supplies
Golden Elephant,"371/A, Maha Myaing St., Near Sin Hna Kaung Bus Stop, Ward (9),"," 09421092302, 09250526582",Yangon Region,Shwe Pyi Thar,Equipment & Supplies
Hlaing Min [2],"1035, Net Mauk St., Infront Of B.E.P.S (20), Ward (55),", 0973169474,Yangon Region,South Dagon,Equipment & Supplies
Electrolux,"2nd Flr,Gamone Pwint Shopping Mall"," 01392031 Ext.218, 0943066501",Yangon Region,Botahtaung,Equipment & Supplies
Hla Thukha,"9/17, Rm 7, Anawrahta Rd.,"," 019000611, 095125642, 0973103884",Yangon Region,Pazundaung,Equipment & Supplies
Hein,"Rm 23, Yankin Rd., Construction Compound, Ward (1),"," 0931288699, 09799880027",Yangon Region,Yankin,Equipment & Supplies
Maung Sein [U] &Brothers,"Bldg 9, Rm 01, Hnin Si St., Yuzana Mingalar City Housing,"," 095168089, 01205360, 095504701, 01202676",Yangon Region,Mingalar Taung Nyunt,Equipment & Supplies
"Mega Bright Light Trading Co.,Ltd.","46/A, Thamaing Butar Yon Rd., Near Thamaing Bridge, Ward (2),"," 095122683, 095131952, 0973065001, 01553346 [Res]",Yangon Region,Mayangone,Equipment & Supplies
Htein Linn,"122, Pearl Yadanar St., Ward (18),"," 0943188098, 09795336023, 09250173573, 09253899959",Yangon Region,South Dagon,Equipment & Supplies
Htate Tan,"129, Hlaw Gar Rd., Ward (55),"," 095106587, 018100847",Yangon Region,South Dagon,Equipment & Supplies
Htate Tan,"Bldg 1, Rm 2, Bayint Naung Rd., Bayint Naung Housing,"," 0973033250, 0931130199",Yangon Region,Hlaing,Equipment & Supplies
Htate Tan,"84, Bo Thura St., Corner of Padauk Pin St.,Zay Gyi (East) Ward,"," 095080160, 01524351",Yangon Region,Kyeemyin Daing,Equipment & Supplies
Hnit Phet Hla,"695, Hlaw Gar Rd., Ward (21),"," 0973141121, 098621745, 01595095, 01708471, 0973205465, 09250734982",Yangon Region,South Dagon,Equipment & Supplies
Honey,"482, Sittway St., Ward (9),", 0973216945,Yangon Region,Hlaing Thar Yar,Equipment & Supplies
Htwin,"9, Thit Yar St., Corner of Yin Tike St.,Thida Ward,"," 01215663, 09450023876",Yangon Region,Kyeemyin Daing,Equipment & Supplies
Htet Family,"1190/A, Bo Aung Kyaw St., Ward (18),"," 09970448777, 095161057, 09428044424, 09450010009, 0933333623, 0973064472",Yangon Region,Hlaing Thar Yar,Equipment & Supplies
Htet Aung [Ko],"68, Ye Baw 4th St., Phawh Kan Ward,"," 01645501, 0943083742",Yangon Region,Insein,Equipment & Supplies
Htin Lin,"87, Bo Thura St., Corner of Kun Ywe Dan St.,Zay Gyi (West) Ward,"," 09421040199, 0943033400, 09251033835",Yangon Region,Kyeemyin Daing,Equipment & Supplies
"Gunkul Engineering Supply Co.,Ltd.","437/A, Pyay Rd., Ward (8),"," 01502016~18, 01536415, 01534846",Yangon Region,Kamayut,Equipment & Supplies
Htin Lin,"Rm 006/A, Taw Win St., Htee Dan Housing,"," 09777888034, 09777888035",Yangon Region,Kyeemyin Daing,Equipment & Supplies
Kaung Kin Kyal,"167, Shukhin Thar Myo Patt Rd., Near Nal Myay Yone Bus Stop, Ward (5),"," 0973240048, 09790142916",Yangon Region,Thaketa,Equipment & Supplies
Kaung Eain Thit,"33/35, Aung Myittar St., Ward (1),"," 0943064267, 09254513637",Yangon Region,Hlaing,Equipment & Supplies
Karsin [Mohamed],"163, 101th St., Phoh Myay Ward,"," 0943121549, 09256215471",Yangon Region,Mingalar Taung Nyunt,Equipment & Supplies
"Synergism Co.,Ltd.","111/113, 36th St., Upper Middle Block,"," 09787672767, 09450018989, 09787276272",Yangon Region,Kyauktada,Equipment & Supplies
"Maha Power Myanmar Co.,Ltd.","204, Bawga St., 9 Mile, Ward (5),"," 01664344, 0973143488",Yangon Region,Mayangone,Equipment & Supplies
"I.E.M Co.,Ltd. [Integrated Engineering Management Co.,Ltd.]","18, Than Chet Wun U Myue St., Industrial Zone,"," 09420329715, 09977372085",Yangon Region,East Dagon,Equipment & Supplies
"Theiddi Tun Co.,Ltd.","Bldg 1/A, Bahosi Housing,"," 01211689, 0973029603, 09265088884, 0973123108",Yangon Region,Lanmadaw,Equipment & Supplies
Ingyin Palace,"1246, Bo Min Yaung Rd., Ward (41),"," 09771078745, 09263445226, 09250663527",Yangon Region,North Dagon,Equipment & Supplies
Kabar Kyaw,"110/B, Bagan St., Ward (56),"," 01591365, 09251167041",Yangon Region,South Dagon,Equipment & Supplies
Kabar Kyaw,"793, Sat San Htun St., Ward (3),"," 09250135634, 09796568930",Yangon Region,East Dagon,Equipment & Supplies
Khit San Eain,"453/B, Kawliya St., Ward (13),"," 09799586490, 09780114579",Yangon Region,South Okkalapa ,Equipment & Supplies
Kaung Myat San,"1067/A, Shukhin Thar Rd., Ward (10-South),"," 09777371322, 09783701775, 0932277944",Yangon Region,Thaketa,Equipment & Supplies
Aung,"125/A, Anawrahta Rd.,"," 09428124979, 09420002081, 0949318747",Yangon Region,Pazundaung,Equipment & Supplies
Kyaw,"200, Tu Thi Tar St., Ka Ward,"," 0931278066, 0973064680",Yangon Region,North Okkalapa ,Equipment & Supplies
Kyaw,"540, Thu Mate Tar 14th St., Ward (1),"," 0936223616, 09793663892",Yangon Region,North Okkalapa ,Equipment & Supplies
Kyauk Taung Gyi,"471, Hlaw Gar Rd., Near Kyaung Shae Bus Stop, Hlaw Gar Ward,"," 09420032884, 09794077072",Yangon Region,Shwe Pyi Thar,Equipment & Supplies
Kyaw,"40/A, Yan Pyay St., Corner of Yan Pyay 15th St.,Yan Pyae Ward (3),"," 01557104, 0973167780, 0973051974",Yangon Region,Thaketa,Equipment & Supplies
Kyal Thone Lone,"180, Maha Bandoola Rd.,"," 09250053581, 09261522094",Yangon Region,Pazundaung,Equipment & Supplies
Kyal Sin Thit,"U Wisara Housing,"," 0973047643, 09795401021",Yangon Region,Dagon,Equipment & Supplies
Kyal Pyan,"12/A, Bo Aung Kyaw St., Near Mee Khwet Market, Ward (7),"," 0931570251, 095164575, 0973017929",Yangon Region,Hlaing Thar Yar,Equipment & Supplies
Kyaw Hla [U] & Family,"21, Yangon-Insein Rd., Infront Of Hlaing Yadanar Mon Housing, Ward (13),"," 095020063, 01519827, 01521286",Yangon Region,Hlaing,Equipment & Supplies
Kyaw Gyi [Ko] + Khin Mar Than [Ma],"Rm 7, Pyi Htaung Su Rd., Corner of Bo Hmu Ba Htoo Rd.,Near 46 Bus Stop, Ward (45),"," 09420007048, 09420107026",Yangon Region,North Dagon,Equipment & Supplies
Kyaw Family,"100, Thudhamar Rd., Hta Wun Bae Ward,"," 09425297473, 0973235953",Yangon Region,North Okkalapa ,Equipment & Supplies
Kyaw,"25, Lat Pan St., Corner of Nan Da Wun St.,Sanchaung (South) Ward,"," 01510405, 09262606162",Yangon Region,Sanchaung,Equipment & Supplies
Lin Thit,"286, Rm G/1, Kha 8th St., Myo Thit (Ka/Kha) Ward,"," 09778490047, 0973153547",Yangon Region,Insein,Equipment & Supplies
Lin Latt,"566, Kyan Sit Thar St., Ward (15),"," 01645391, 0943116495",Yangon Region,Hlaing Thar Yar,Equipment & Supplies
Lin Latt,"1032, Pearl St., Ward (10),"," 0973061016, 09259267795",Yangon Region,Shwe Pyi Thar,Equipment & Supplies
Lamin,"1118, Yarza Thin Gyan Rd., Ward (49),", 09402539354,Yangon Region,North Dagon,Equipment & Supplies
Lin Ko Maung Chit,"5/6/4, Butar Yon St., Corner of Baho Rd.,Ward (6),"," 095402933, 0932825622",Yangon Region,Hlaing,Equipment & Supplies
Lucky Star,"319, Bayint Naung Rd., Ward (49),", 095401067,Yangon Region,North Dagon,Equipment & Supplies
Lucky,"28/A, Kyauk Yae Twin St., Kyauk Myaung (East) Ward,"," 095410358, 09972156313",Yangon Region,Tarmwe,Equipment & Supplies
Lone Lone [Ko],"Bldg 8, Rm 4, 11th St., Bayint Naung Housing,", 0943093376,Yangon Region,Hlaing,Equipment & Supplies
Lucky Star,"308/C, Kanbei Butar Yon Rd., Ward (11),"," 095057548, 09448006044",Yangon Region,Yankin,Equipment & Supplies
Lwin,"47, Kwet Thit St., Corner of Yae Kyaw St.,Kyi Taw Ward,"," 019000586, 0949318794",Yangon Region,Mingalar Taung Nyunt,Equipment & Supplies
Kyaw Win [U],"366, Wai Bar Gi St., Hta Wun Bae Ward,", 019691550,Yangon Region,North Okkalapa ,Equipment & Supplies
Lwin [2],"643/644, Waiza Yan Tar Rd., Ward (4),"," 09250657819, 0930347770, 095129033",Yangon Region,South Okkalapa ,Equipment & Supplies
Maung Maung Gyi [U] + Khin Aye [Daw] Family,"187, Thitsar Pan St., Hta Wun Bae Ward,", 0943105275,Yangon Region,North Okkalapa ,Equipment & Supplies
Maung Chit,"94/96, 51st St., Upper Middle Block,", 095057531,Yangon Region,Pazundaung,Equipment & Supplies
Mahar Mate,"829, Thamadi St., Myittar Nyunt Ward,", 09790149402,Yangon Region,Tarmwe,Equipment & Supplies
Mahar Mate,"32, Ngu War St., Saw Yan Paing (South) Ward,"," 09250043303, 098636732",Yangon Region,Ahlone,Equipment & Supplies
Miba Myittar,"218, Myat Lay St., Pearl Myoe Thit Ward (2),", 09421032055,Yangon Region,Mingalardon,Equipment & Supplies
Miba Myittar,"12/A, Pyi Taw Thar St., (Kha) Ward,"," 095174280, 0943082005, 09975644402",Yangon Region,Thingangyun,Equipment & Supplies
Miba Myittar,"7, Phoe Yarzar St., Police Compound,", 09420033646,Yangon Region,Lanmadaw,Equipment & Supplies
MEC [Home Pro],"67/69, Daw Thein Tin St., Corner of 89th St.,Kan Daw Kalay (West) Ward,"," 09250639909, 01394801",Yangon Region,Mingalar Taung Nyunt,Equipment & Supplies
Maung Myint [Mg],"76, Upper Pazundaung Rd., Taung Lone Pyan Ward,"," 0973137129, 0931041737, 09250717375, 01290730 [Res]",Yangon Region,Mingalar Taung Nyunt,Equipment & Supplies
Miba Myittar,"29, Si Sone St., Sanchaung (South) Ward,"," 095172190, 09421030191, 09254109754, 0930334236, 09422526312",Yangon Region,Sanchaung,Equipment & Supplies
Miba Yeik,"4,P Moe Ninn St.,Ward (3)", 09797924867,Yangon Region,Hlaing Thar Yar,Equipment & Supplies
Mya Kainnari,"Bldg 37, Rm 003, Kyan Sit Thar St., Kyan Sit Thar Housing,"," 0931706430, 0973123756",Yangon Region,Hlaing Thar Yar,Equipment & Supplies
Moon Star Nine,"23, Ayeyar Wun Rd., Ward (7-West),"," 09425019974, 09421717164",Yangon Region,Thaketa,Equipment & Supplies
Moe Htet,"Bldg C/4, Rm G/1, Than Thu Mar Rd., Infront Of Su Paung Bus Stop, Thuwana/24 Ward,"," 0973243583, 0973118647",Yangon Region,Thingangyun,Equipment & Supplies
Min Sithu,"607/B, Bayint Naung Rd., Ward (8),", 09448013757,Yangon Region,Shwe Pyi Thar,Equipment & Supplies
Mingalar Par,"128, Banyar Dala Rd., Tarmway Gyee (Ka/Ga-Nge) Ward,"," 01556943, 0973247136",Yangon Region,Tarmwe,Equipment & Supplies
Myint Yadanar,"19, Yangon-Insein Rd., Infront Of Hlaing Yadanar Market, Ward (13),"," 095097824, 01519838",Yangon Region,Hlaing,Equipment & Supplies
Myinn Pyan,"111, Rm 6, Than Thu Mar Rd., Thuwana/29 Ward,"," 018573249, 095004986, 0973022722",Yangon Region,Thingangyun,Equipment & Supplies
Myinn Pyan,"1319, Bo Hmu Ba Htoo Rd., Sein Pan Bus Stop, Ward (4),"," 01580435, 0973154490, 09786833587, 09260725515",Yangon Region,East Dagon,Equipment & Supplies
Myo Thwin [U],"23, Old Yae Tar Shae Rd., Myoma Ward,", 09421029333,Yangon Region,Bahan,Equipment & Supplies
Myaing Yawai,"81,Yarza Di Yit Rd.,7/8 Junction,Ward (38)"," 095021514, 0973005307",Yangon Region,North Dagon,Equipment & Supplies
Naing Win [Ko],"74, Lay Daunt Kan Rd., Lay Daunt Kan Ward,"," 0973079239, 09799246550",Yangon Region,Thingangyun,Equipment & Supplies
Nay La,"92/B, Taw Win St., Corner of Bo Oat Tama St.,Bawga Ward,", 09790137228,Yangon Region,Kyeemyin Daing,Equipment & Supplies
Mya Kainnari [2],"Bldg B/87, Rm 3, Kyan Sit Thar St., Nawaday Shop House,"," 095095066, 09252279344",Yangon Region,Hlaing Thar Yar,Equipment & Supplies
Naing Aung Yadanar,"1, Kaba Aye Pagoda Rd., Infront Of Ministry Of Religious Affairs Dept., Ward (8),"," 095189320, 01650228",Yangon Region,Mayangone,Equipment & Supplies
Hla [Mg],"Rm 1, Bogyoke Aung San St., Corner of Bo Ba Htoo St.,Day Care Centre Compound, Ward (2),"," 095095938, 0973008186, 09975350041, 09254142072",Yangon Region,Hlaing Thar Yar,Equipment & Supplies
Naing,"Rm 2, Thamadeikhti St., No.(5) Day Care Centre Compound, Ma Hlwa Gone Htay Kywe Ward,"," 0973082032, 09451243795, 09451238036",Yangon Region,Tarmwe,Equipment & Supplies
Naing,"2, Nyaung Yan St., Shwe Paukkan Ward (14),"," 095506538, 098616231",Yangon Region,North Okkalapa ,Equipment & Supplies
Ngwe Kyal Sin,"1324/B,Saya San St.,Ward (20)", 09794468891,Yangon Region,Hlaing Thar Yar,Equipment & Supplies
Ngwe Latt Pwint,"1217, Yarza Thin Gyan Rd., Ward (49),", 095178289,Yangon Region,North Dagon,Equipment & Supplies
Shwe Hla & Brothers,"533, Anawmar St., Corner of Anawmar 12th St.,Ah Naw Mar Ward (1),", 0973134219,Yangon Region,Thaketa,Equipment & Supplies
Ngwe San Eain,"23, Pyay Rd., Htauk Kyant, Htauk Kyant (North) Ward,",,Yangon Region,Mingalardon,Equipment & Supplies
Paing Soe,"1066, Pin Lon Rd., Corner of Bo Min Yaung Rd.,Infront Of 35 Bus Stop, Ward (35),", 01584404,Yangon Region,North Dagon,Equipment & Supplies
OK,"1/3, Min Ye Kyaw Swar St., Ward (3),"," 09250865671, 09250386577",Yangon Region,Hlaing Thar Yar,Equipment & Supplies
Phyo,"1, Thudhamar Rd., Nga Ward,"," 09421743117, 098568739",Yangon Region,North Okkalapa ,Equipment & Supplies
Peter,"135, Myanma Gone Yee St., Kan Daw Kalay (South) Ward,"," 0943166585, 01253034, 095106588",Yangon Region,Mingalar Taung Nyunt,Equipment & Supplies
Peace,"58, 55th St., Upper Middle Block,"," 0949345408, 09421027272, 09975404080",Yangon Region,Pazundaung,Equipment & Supplies
